Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRQ,Q1,33,2023,D2,GBP,11157753,9724130,4103328,1046133,1747674,2686292,1689276,0.6992,2024-03-31
RRQ,Q1,33,2023,E1,GBP,43090558,40433345,12881242,5059464,4612730,6238157,4800595,0.6692,2024-03-31
RRQ,Q1,33,2024,A1,GBP,33455149,29915742,10434174,3799435,3740314,6191499,3084829,0.6471,2024-03-31
RRQ,Q1,33,2024,A2,GBP,44804565,41072938,11996448,4046708,7826944,5845226,4211636,0.6473,2024-03-31
RRQ,Q1,33,2024,D1,GBP,19175672,17764651,6567153,1510803,3365322,3859766,1610348,0.7035,2024-03-31
RRQ,Q1,33,2024,D2,GBP,40740996,36667965,18291957,5082864,4626838,10478457,2992685,0.6907,2024-03-31
RRQ,Q1,33,2024,E1,GBP,6257723,5367788,1984143,574165,927498,1317739,576168,0.642,2024-03-31
RRQ,Q1,1183,2022,A1,GBP,32181258,28399214,11420788,2885753,5642747,6847407,2019148,0.5542,2024-03-31
RRQ,Q1,1183,2022,A2,GBP,12104354,11001491,4037630,1011432,1536641,1941338,1086677,0.5987,2024-03-31
RRQ,Q1,1183,2022,D1,GBP,16283195,14871807,5146984,1098928,2809632,2487238,2243444,0.5653,2024-03-31
RRQ,Q1,1183,2022,D2,GBP,48314944,42209234,15293018,4124471,9317734,12127500,6832127,0.713,2024-03-31
RRQ,Q1,1183,2022,E1,GBP,16888075,15415348,6740654,1954910,3324079,4203351,2904198,0.7403,2024-03-31
RRQ,Q1,1183,2023,A1,GBP,48150451,43934983,21492814,5304847,5874373,6965381,5422518,0.6771,2024-03-31
RRQ,Q1,1183,2023,A2,GBP,25321935,23021234,9080257,1929244,4352575,3727082,2789376,0.7093,2024-03-31
RRQ,Q1,1183,2023,D1,GBP,24265413,22722739,9007310,2215526,3448981,4013200,2512482,0.5653,2024-03-31
RRQ,Q1,1183,2023,D2,GBP,7752987,7217888,2954826,655675,1216191,1141999,542197,0.6399,2024-03-31
RRQ,Q1,1183,2023,E1,GBP,11945893,11154330,5910492,922523,2375590,1768159,1753822,0.7122,2024-03-31
RRQ,Q1,1183,2024,A1,GBP,34489097,31418896,11499047,4331455,5137468,8014878,4558220,0.6548,2024-03-31
RRQ,Q1,1183,2024,A2,GBP,8514190,7788189,2529861,659629,1721691,1547841,1256935,0.7078,2024-03-31
RRQ,Q1,1183,2024,D1,GBP,49061269,44659005,16222878,3941721,10304308,13971829,5340713,0.7429,2024-03-31
RRQ,Q1,1183,2024,D2,GBP,49027086,43594678,19561692,6553118,7165694,9310147,7396741,0.6897,2024-03-31
RRQ,Q1,1183,2024,E1,GBP,13576094,12665082,5772704,1565137,2370610,3057117,1518422,0.684,2024-03-31
RRQ,Q1,2791,2022,A1,GBP,29281872,25794008,11110766,2175188,4915922,3864908,4052891,0.5536,2024-03-31
RRQ,Q1,2791,2022,A2,GBP,15398194,14388732,3746838,1541838,2760215,3280111,919962,0.5654,2024-03-31
RRQ,Q1,2791,2022,D1,GBP,27599874,25165651,11593670,2310536,3726659,6777340,3877630,0.7253,2024-03-31
RRQ,Q1,2791,2022,D2,GBP,16109145,13763158,5695672,1923108,3846223,3602437,2380517,0.6942,2024-03-31
RRQ,Q1,2791,2022,E1,GBP,35127045,30698116,14458320,3740725,6934731,5006233,4229371,0.5968,2024-03-31
RRQ,Q1,2791,2023,A1,GBP,43280197,38786327,15662703,4466965,8258894,12712103,7193503,0.7469,2024-03-31
RRQ,Q1,2791,2023,A2,GBP,45578277,39881007,15596463,4934483,6869619,5806159,5973771,0.5777,2024-03-31
RRQ,Q1,2791,2023,D1,GBP,13366983,12381992,3909593,1545951,1456204,2332709,1963261,0.607,2024-03-31
RRQ,Q1,2791,2023,D2,GBP,19900718,18676087,9641087,2008586,3255010,3900949,2241900,0.7133,2024-03-31
RRQ,Q1,2791,2023,E1,GBP,10476448,8934511,4447440,1204218,1833275,2345847,789901,0.625,2024-03-31
RRQ,Q1,2791,2024,A1,GBP,24252150,21760132,11550629,3128705,4337215,5746907,4195914,0.7335,2024-03-31
RRQ,Q1,2791,2024,A2,GBP,6275329,5857996,2130183,651622,964112,838419,540298,0.6012,2024-03-31
RRQ,Q1,2791,2024,D1,GBP,25209914,22029530,8567493,2349798,2353858,5318977,2533595,0.5744,2024-03-31
RRQ,Q1,2791,2024,D2,GBP,40973960,36939564,10713592,2592530,5346754,7321663,3085087,0.5533,2024-03-31
RRQ,Q1,2791,2024,E1,GBP,32955378,30214198,10784430,2634136,6595598,5978703,4219754,0.5875,2024-03-31
RRQ,Q1,623,2022,A1,GBP,39065975,34731424,13967493,4222645,8937697,6472842,2644494,0.6608,2024-03-31
RRQ,Q1,623,2022,A2,GBP,9533845,8802542,3472646,1045375,1752839,1572658,629351,0.619,2024-03-31
RRQ,Q1,623,2022,D1,GBP,41642362,38072760,16697110,4333488,8904331,7606416,3275595,0.6177,2024-03-31
RRQ,Q1,623,2022,D2,GBP,14049803,13032864,4247226,1022427,1254960,1896290,840158,0.5626,2024-03-31
RRQ,Q1,623,2022,E1,GBP,25808840,24490324,9487920,2112479,5067639,4015245,2588043,0.6531,2024-03-31
RRQ,Q1,623,2023,A1,GBP,8208074,7249309,2595954,812021,1946315,2069567,1390126,0.7232,2024-03-31
RRQ,Q1,623,2023,A2,GBP,30947291,26883346,11617378,2614293,5916674,4843803,2148869,0.6178,2024-03-31
RRQ,Q1,623,2023,D1,GBP,33487690,30482013,12252970,2928186,4059215,4092779,3773034,0.5658,2024-03-31
RRQ,Q1,623,2023,D2,GBP,25568588,23568262,7354247,2359781,3912940,5644269,3869062,0.6392,2024-03-31
RRQ,Q1,623,2023,E1,GBP,46261984,40592833,24067771,6755210,5722382,11357582,5357848,0.7496,2024-03-31
RRQ,Q1,623,2024,A1,GBP,15736527,13600733,6785685,2075906,1829179,2487466,2526281,0.7406,2024-03-31
RRQ,Q1,623,2024,A2,GBP,29583887,27955196,7544462,2123929,4419051,5048961,3067588,0.6224,2024-03-31
RRQ,Q1,623,2024,D1,GBP,10159693,9173654,3508099,1114114,1350276,1504047,1420713,0.6648,2024-03-31
RRQ,Q1,623,2024,D2,GBP,38490273,36232982,10950805,4464973,7315346,6110572,4824319,0.6535,2024-03-31
RRQ,Q1,623,2024,E1,GBP,37963887,32784581,9457649,2626755,6555911,8947754,4963334,0.59,2024-03-31
RRQ,Q1,4242,2022,A1,GBP,26447172,24356630,10214302,2332773,3796315,4185177,3732014,0.6836,2024-03-31
RRQ,Q1,4242,2022,A2,GBP,47795324,42353789,13061002,5548758,8620633,6913744,4866461,0.5848,2024-03-31
RRQ,Q1,4242,2022,D1,GBP,29219355,25914386,12378506,2995962,5259374,4194589,2826608,0.6608,2024-03-31
RRQ,Q1,4242,2022,D2,GBP,37122671,34409614,15735417,2611416,8377832,7988503,4073593,0.6551,2024-03-31
RRQ,Q1,4242,2022,E1,GBP,39719442,37248734,15587231,4031020,4581993,9667132,4053472,0.6189,2024-03-31
RRQ,Q1,4242,2023,A1,GBP,8718693,7862606,3067781,725649,2104240,1530614,1512057,0.7163,2024-03-31
RRQ,Q1,4242,2023,A2,GBP,39822641,37217976,13794576,4746589,7552715,6532764,4221666,0.729,2024-03-31
RRQ,Q1,4242,2023,D1,GBP,40801104,37296237,13400721,3667574,4274924,7538559,5459669,0.5687,2024-03-31
RRQ,Q1,4242,2023,D2,GBP,27657266,25067489,12868471,2043574,3161469,6523764,3706423,0.7185,2024-03-31
RRQ,Q1,4242,2023,E1,GBP,48696593,44178217,16881682,2970958,9452506,8913733,5660156,0.5922,2024-03-31
RRQ,Q1,4242,2024,A1,GBP,25273192,23515917,9894652,2120184,2689700,3464085,2711699,0.6466,2024-03-31
RRQ,Q1,4242,2024,A2,GBP,37497543,33148550,10681709,4487433,5155545,9584951,3659537,0.6429,2024-03-31
RRQ,Q1,4242,2024,D1,GBP,31757418,28170545,10401838,2413604,4451593,4638221,2510144,0.5762,2024-03-31
RRQ,Q1,4242,2024,D2,GBP,11496920,10859283,4245345,913231,2205825,2450049,1429745,0.5601,2024-03-31
RRQ,Q1,4242,2024,E1,GBP,43767920,38033596,13606402,6064715,7394540,11419073,5305356,0.6942,2024-03-31
RRQ,Q1,5000,2022,A1,GBP,11043092,9944795,5631386,991723,1800224,1714767,1421987,0.739,2024-03-31
RRQ,Q1,5000,2022,A2,GBP,48906647,42968149,13472846,3707545,5918262,8466101,5184439,0.6845,2024-03-31
RRQ,Q1,5000,2022,D1,GBP,32061922,28536975,11410604,2386991,5207832,4289959,3509357,0.6232,2024-03-31
RRQ,Q1,5000,2022,D2,GBP,41900284,39759559,15338132,2840575,8759705,7078028,5566197,0.6059,2024-03-31
RRQ,Q1,5000,2022,E1,GBP,27755629,24607048,8139595,2942473,4228397,3820271,1943400,0.6616,2024-03-31
RRQ,Q1,5000,2023,A1,GBP,27349983,24667859,8644702,3680282,3459500,7509231,2872860,0.7108,2024-03-31
RRQ,Q1,5000,2023,A2,GBP,31370735,28984423,11494503,3136357,7408229,7192549,4841947,0.7481,2024-03-31
RRQ,Q1,5000,2023,D1,GBP,25118604,21392603,8090303,1797665,3779814,4237127,3804229,0.645,2024-03-31
RRQ,Q1,5000,2023,D2,GBP,47228956,42386052,18100243,4676134,8005522,8275522,5460855,0.5553,2024-03-31
RRQ,Q1,5000,2023,E1,GBP,44159584,39850634,17585254,5063138,6449104,10394783,3889623,0.6461,2024-03-31
RRQ,Q1,5000,2024,A1,GBP,43424540,37388075,13029901,4219392,5790536,10859290,5188967,0.7396,2024-03-31
RRQ,Q1,5000,2024,A2,GBP,46035597,43148325,20978239,3589971,6002536,8160404,5027246,0.7341,2024-03-31
RRQ,Q1,5000,2024,D1,GBP,49441288,43888165,21931256,4659678,8192243,9872324,6428655,0.6457,2024-03-31
RRQ,Q1,5000,2024,D2,GBP,48171742,42219459,18667931,6701360,7046044,8891376,8258776,0.7107,2024-03-31
RRQ,Q1,5000,2024,E1,GBP,24972575,22987007,10676306,2618643,4325601,5488721,4223812,0.7042,2024-03-31
RRQ,Q1,1910,2022,A1,GBP,23351424,21187860,7986866,2689580,3247574,3816777,3063893,0.6076,2024-03-31
RRQ,Q1,1910,2022,A2,GBP,14829846,13031920,5539169,1214135,2150543,2266094,1549831,0.6081,2024-03-31
RRQ,Q1,1910,2022,D1,GBP,18560554,16279708,7552076,1688936,2282407,4624416,1804888,0.7156,2024-03-31
RRQ,Q1,1910,2022,D2,GBP,8406810,7592224,3400441,605180,1337791,1974954,661717,0.684,2024-03-31
RRQ,Q1,1910,2022,E1,GBP,14225256,12874358,5320314,1102823,2641669,2944816,1345244,0.551,2024-03-31
RRQ,Q1,1910,2023,A1,GBP,18385263,16155581,6260390,1365410,3915704,4260095,1738189,0.7012,2024-03-31
RRQ,Q1,1910,2023,A2,GBP,7503042,6508937,3653758,646339,1835620,2195719,877053,0.7326,2024-03-31
RRQ,Q1,1910,2023,D1,GBP,38244650,35372489,14861257,2896096,3537241,5832284,4276707,0.5873,2024-03-31
RRQ,Q1,1910,2023,D2,GBP,27484295,26080120,9390989,2491929,5633226,6175341,2839082,0.6069,2024-03-31
RRQ,Q1,1910,2023,E1,GBP,17939353,15841675,7908028,2104623,3750377,2589679,1922522,0.7118,2024-03-31
RRQ,Q1,1910,2024,A1,GBP,24798742,22956896,7448493,3054355,5420536,6012755,2917405,0.6636,2024-03-31
RRQ,Q1,1910,2024,A2,GBP,10820873,9300957,4735800,1007469,2299112,1373105,1074231,0.6302,2024-03-31
RRQ,Q1,1910,2024,D1,GBP,34979913,33070131,12025297,4223167,3732896,8107090,4998416,0.7008,2024-03-31
RRQ,Q1,1910,2024,D2,GBP,9169093,8220454,2807352,1056763,2097271,2366396,1350518,0.6836,2024-03-31
RRQ,Q1,1910,2024,E1,GBP,12879637,12159195,4454125,1065688,2980735,2580631,1468638,0.6777,2024-03-31
RRQ,Q1,2010,2022,A1,GBP,45650452,42007275,19217200,5011783,8852261,10412868,6111016,0.6247,2024-03-31
RRQ,Q1,2010,2022,A2,GBP,44984431,38605055,17407557,5553755,5398721,10197420,3561661,0.7246,2024-03-31
RRQ,Q1,2010,2022,D1,GBP,41752118,36333347,17112215,3552206,9788379,8796139,6162989,0.7306,2024-03-31
RRQ,Q1,2010,2022,D2,GBP,44134378,41481413,15256228,3017928,5042733,8093038,5277098,0.6478,2024-03-31
RRQ,Q1,2010,2022,E1,GBP,42500245,39554618,16846978,3811690,8554517,9533968,5099188,0.6425,2024-03-31
RRQ,Q1,2010,2023,A1,GBP,8039347,7396508,2869605,541036,1678053,2027008,871628,0.6347,2024-03-31
RRQ,Q1,2010,2023,A2,GBP,24266331,22492394,9654559,3032947,4280000,4355063,3816278,0.6318,2024-03-31
RRQ,Q1,2010,2023,D1,GBP,30667772,28880193,10069123,2119277,6725754,7355149,2353197,0.6397,2024-03-31
RRQ,Q1,2010,2023,D2,GBP,28338442,26901248,8420572,1832899,5621299,5966296,3470005,0.5737,2024-03-31
RRQ,Q1,2010,2023,E1,GBP,25022801,23068755,8477820,2217831,3150535,4697274,1982112,0.6426,2024-03-31
RRQ,Q1,2010,2024,A1,GBP,17648708,16280975,5646864,2355145,3043674,4597251,3026954,0.7375,2024-03-31
RRQ,Q1,2010,2024,A2,GBP,6049971,5183186,2092265,523422,1029172,1354990,494711,0.5981,2024-03-31
RRQ,Q1,2010,2024,D1,GBP,7968676,6960111,2337010,936315,810295,1511077,720371,0.6305,2024-03-31
RRQ,Q1,2010,2024,D2,GBP,43662110,39723428,16126531,3539245,5637239,6127638,5333847,0.6138,2024-03-31
RRQ,Q1,2010,2024,E1,GBP,19833927,17404576,7115569,1997409,3727634,2949387,2532578,0.6327,2024-03-31
RRQ,Q1,2525,2022,A1,GBP,42302506,40070161,18740501,4589436,8434509,7242378,4460772,0.6491,2024-03-31
RRQ,Q1,2525,2022,A2,GBP,15013824,13037823,5141159,1136490,1786460,3402308,1114107,0.61,2024-03-31
RRQ,Q1,2525,2022,D1,GBP,36073092,32690828,18252279,4117420,4675031,6572163,3450395,0.7329,2024-03-31
RRQ,Q1,2525,2022,D2,GBP,48399695,43316695,14002704,4205373,8650480,5759314,4287847,0.5658,2024-03-31
RRQ,Q1,2525,2022,E1,GBP,45598812,42742595,13957229,5386889,9016217,9533259,5256612,0.6706,2024-03-31
RRQ,Q1,2525,2023,A1,GBP,27344856,25728759,7740135,1987077,4980870,5833807,3559129,0.6106,2024-03-31
RRQ,Q1,2525,2023,A2,GBP,21280152,19585759,7610821,1817440,3142980,3763133,2492081,0.6891,2024-03-31
RRQ,Q1,2525,2023,D1,GBP,48534952,42524197,16715900,4519015,5122462,11959853,5143647,0.6219,2024-03-31
RRQ,Q1,2525,2023,D2,GBP,26490491,23498932,10176403,3033482,3771259,4449384,2700797,0.7329,2024-03-31
RRQ,Q1,2525,2023,E1,GBP,44193717,39410092,13115607,3913187,6649206,10789500,5146368,0.6658,2024-03-31
RRQ,Q1,2525,2024,A1,GBP,48929996,43242198,22735023,5380507,10652126,12575261,6112871,0.7387,2024-03-31
RRQ,Q1,2525,2024,A2,GBP,28634142,26401576,9136374,3204698,4320423,5489598,1819096,0.5839,2024-03-31
RRQ,Q1,2525,2024,D1,GBP,7269873,6233429,3367958,547158,789424,1187180,1015530,0.7178,2024-03-31
RRQ,Q1,2525,2024,D2,GBP,9561251,8135803,3647405,907819,1808544,2203774,1272466,0.6914,2024-03-31
RRQ,Q1,2525,2024,E1,GBP,37427281,31872068,14282645,3601742,3913377,8790088,4602814,0.6819,2024-03-31
