Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q1,623,2022,1,A1,GBP,14410124,12248605,2761812,3077448,2051632,7890892,345,124,2024-03-31,2023
RRQ,Q1,623,2022,2,A1,GBP,1186053,1008145,478610,287166,191444,957220,450,199,2024-03-31,2024
RRQ,Q1,623,2022,0,A2,GBP,4576476,3890004,696876,1672503,1115002,3484381,122,19,2024-03-31,2022
RRQ,Q1,623,2022,1,A2,GBP,18379778,15622811,4090180,4557629,3038419,11686228,295,46,2024-03-31,2023
RRQ,Q1,623,2022,2,A2,GBP,5072118,4311300,1604272,962563,641708,3208543,420,121,2024-03-31,2024
RRQ,Q1,623,2022,0,D1,GBP,18821828,15998553,3181479,7635551,5090367,15907397,314,33,2024-03-31,2022
RRQ,Q1,623,2022,1,D1,GBP,15850299,13472754,3855923,4296600,2864400,11016923,378,92,2024-03-31,2023
RRQ,Q1,623,2022,2,D1,GBP,15319043,13021186,5991489,3594893,2396595,11982977,290,116,2024-03-31,2024
RRQ,Q1,623,2022,0,D2,GBP,6340453,5389385,947849,2274839,1516559,4739247,253,47,2024-03-31,2022
RRQ,Q1,623,2022,1,D2,GBP,9697025,8242471,2547881,2839067,1892711,7279659,440,115,2024-03-31,2023
RRQ,Q1,623,2022,2,D2,GBP,10305024,8759270,3896976,2338185,1558790,7793951,276,126,2024-03-31,2024
RRQ,Q1,623,2022,0,E1,GBP,9027759,7673595,1010818,2425963,1617309,5054090,49,74,2024-03-31,2022
RRQ,Q1,623,2022,1,E1,GBP,10587445,8999328,2015098,2245395,1496930,5757423,181,58,2024-03-31,2023
RRQ,Q1,623,2022,2,E1,GBP,19124501,16255825,4611214,2766728,1844485,9222427,87,61,2024-03-31,2024
RRQ,Q1,623,2023,0,A1,GBP,13852531,11774651,2015764,4837835,3225223,10078822,371,22,2024-03-31,2023
RRQ,Q1,623,2023,1,A1,GBP,3155162,2681887,680194,757931,505287,1943412,179,98,2024-03-31,2024
RRQ,Q1,623,2023,0,A2,GBP,16633825,14138751,2050317,4920762,3280508,10251587,115,44,2024-03-31,2023
RRQ,Q1,623,2023,1,A2,GBP,14068673,11958372,3997998,4454912,2969941,11422851,309,126,2024-03-31,2024
RRQ,Q1,623,2023,0,D1,GBP,1655383,1407075,262442,629860,419907,1312209,401,59,2024-03-31,2023
RRQ,Q1,623,2023,1,D1,GBP,13763469,11698948,3086831,3439612,2293075,8819518,492,64,2024-03-31,2024
RRQ,Q1,623,2023,0,D2,GBP,11019777,9366810,1656030,3974472,2649648,8280150,446,43,2024-03-31,2023
RRQ,Q1,623,2023,1,D2,GBP,19059685,16200732,4996538,5567571,3711714,14275823,289,109,2024-03-31,2024
RRQ,Q1,623,2023,0,E1,GBP,8400050,7140042,1084096,2601831,1734554,5420481,149,45,2024-03-31,2023
RRQ,Q1,623,2023,1,E1,GBP,17295441,14701124,2794311,3113661,2075774,7983746,182,121,2024-03-31,2024
RRQ,Q1,623,2024,0,A1,GBP,14566616,12381623,2154905,5171772,3447848,10774525,440,48,2024-03-31,2024
RRQ,Q1,623,2024,0,A2,GBP,5282478,4490106,889874,2135698,1423799,4449371,283,3,2024-03-31,2024
RRQ,Q1,623,2024,0,D1,GBP,14221125,12087956,1953291,4687900,3125266,9766457,349,3,2024-03-31,2024
RRQ,Q1,623,2024,0,D2,GBP,3816809,3244287,539773,1295455,863636,2698864,79,48,2024-03-31,2024
RRQ,Q1,623,2024,0,E1,GBP,7097814,6033141,667356,1601654,1067769,3336779,204,34,2024-03-31,2024
RRQ,Q1,4242,2022,0,A1,GBP,8102140,6886819,1023915,2457397,1638264,5119576,182,78,2024-03-31,2022
RRQ,Q1,4242,2022,1,A1,GBP,13721364,11663159,2695643,3003716,2002477,7701836,497,77,2024-03-31,2023
RRQ,Q1,4242,2022,2,A1,GBP,9464827,8045102,3710043,2226026,1484017,7420086,250,7,2024-03-31,2024
RRQ,Q1,4242,2022,0,A2,GBP,19099899,16234914,1798577,4316585,2877723,8992885,497,36,2024-03-31,2022
RRQ,Q1,4242,2022,1,A2,GBP,8523647,7245099,2118298,2360389,1573592,6052279,409,118,2024-03-31,2023
RRQ,Q1,4242,2022,2,A2,GBP,2350838,1998212,883554,530132,353421,1767107,496,65,2024-03-31,2024
RRQ,Q1,4242,2022,0,D1,GBP,7689434,6536018,1208304,2899931,1933287,6041522,328,16,2024-03-31,2022
RRQ,Q1,4242,2022,1,D1,GBP,9004240,7653604,1577281,1757541,1171694,4506516,352,22,2024-03-31,2023
RRQ,Q1,4242,2022,2,D1,GBP,19923678,16935126,8259388,4955633,3303755,16518776,248,181,2024-03-31,2024
RRQ,Q1,4242,2022,0,D2,GBP,9598111,8158394,1452691,3486460,2324306,7263457,95,63,2024-03-31,2022
RRQ,Q1,4242,2022,1,D2,GBP,4843085,4116622,1290153,1437599,958399,3686151,93,57,2024-03-31,2023
RRQ,Q1,4242,2022,2,D2,GBP,4627192,3933113,1576655,945993,630662,3153310,485,82,2024-03-31,2024
RRQ,Q1,4242,2022,0,E1,GBP,13593211,11554229,1654733,3971360,2647573,8273666,376,21,2024-03-31,2022
RRQ,Q1,4242,2022,1,E1,GBP,3550018,3017515,853401,950933,633955,2438289,435,114,2024-03-31,2023
RRQ,Q1,4242,2022,2,E1,GBP,9148673,7776372,2244903,1346942,897961,4489806,405,79,2024-03-31,2024
RRQ,Q1,4242,2023,0,A1,GBP,5061933,4302643,778009,1867223,1244815,3890047,299,5,2024-03-31,2023
RRQ,Q1,4242,2023,1,A1,GBP,12650225,10752691,2935919,3271452,2180968,8388339,348,67,2024-03-31,2024
RRQ,Q1,4242,2023,0,A2,GBP,3313804,2816733,432374,1037699,691799,2161872,184,2,2024-03-31,2023
RRQ,Q1,4242,2023,1,A2,GBP,15094832,12830607,4115248,4585562,3057041,11757851,64,79,2024-03-31,2024
RRQ,Q1,4242,2023,0,D1,GBP,13153013,11180061,1852559,4446143,2964095,9262797,434,48,2024-03-31,2023
RRQ,Q1,4242,2023,1,D1,GBP,6133531,5213501,1339981,1493122,995414,3828517,385,95,2024-03-31,2024
RRQ,Q1,4242,2023,0,D2,GBP,10062461,8553091,1401429,3363429,2242286,7007144,480,56,2024-03-31,2023
RRQ,Q1,4242,2023,1,D2,GBP,17223484,14639961,3833643,4271773,2847849,10953265,432,132,2024-03-31,2024
RRQ,Q1,4242,2023,0,E1,GBP,10005859,8504980,1158522,2780452,1853635,5792609,135,9,2024-03-31,2023
RRQ,Q1,4242,2023,1,E1,GBP,10359278,8805386,2910215,3242811,2161874,8314900,134,136,2024-03-31,2024
RRQ,Q1,4242,2024,0,A1,GBP,16593028,14104073,2249815,5399556,3599704,11249075,352,39,2024-03-31,2024
RRQ,Q1,4242,2024,0,A2,GBP,12287597,10444457,1134096,2721830,1814553,5670479,445,34,2024-03-31,2024
RRQ,Q1,4242,2024,0,D1,GBP,7101533,6036303,916126,2198702,1465801,4580629,191,27,2024-03-31,2024
RRQ,Q1,4242,2024,0,D2,GBP,12419876,10556894,1395654,3349571,2233047,6978272,315,72,2024-03-31,2024
RRQ,Q1,4242,2024,0,E1,GBP,10270035,8729529,1380942,3314262,2209508,6904712,274,20,2024-03-31,2024
RRQ,Q1,5000,2022,0,A1,GBP,3872694,3291789,423318,1015963,677309,2116590,218,51,2024-03-31,2022
RRQ,Q1,5000,2022,1,A1,GBP,19628622,16684328,5174949,5766372,3844248,14785569,363,86,2024-03-31,2023
RRQ,Q1,5000,2022,2,A1,GBP,17469231,14848846,5496429,3297857,2198571,10992857,18,26,2024-03-31,2024
RRQ,Q1,5000,2022,0,A2,GBP,10872907,9241970,1171313,2811152,1874101,5856566,364,25,2024-03-31,2022
RRQ,Q1,5000,2022,1,A2,GBP,11274569,9583383,2823765,3146481,2097654,8067900,198,86,2024-03-31,2023
RRQ,Q1,5000,2022,2,A2,GBP,19571470,16635749,6481765,3889059,2592706,12963530,227,193,2024-03-31,2024
RRQ,Q1,5000,2022,0,D1,GBP,19467972,16547776,2267304,5441530,3627686,11336520,369,47,2024-03-31,2022
RRQ,Q1,5000,2022,1,D1,GBP,10090446,8576879,2022400,2253531,1502354,5778285,128,23,2024-03-31,2023
RRQ,Q1,5000,2022,2,D1,GBP,7462056,6342747,2149889,1289933,859955,4299777,390,139,2024-03-31,2024
RRQ,Q1,5000,2022,0,D2,GBP,7212597,6130707,759654,1823170,1215446,3798270,388,50,2024-03-31,2022
RRQ,Q1,5000,2022,1,D2,GBP,10277787,8736118,2661349,2965503,1977002,7603854,399,95,2024-03-31,2023
RRQ,Q1,5000,2022,2,D2,GBP,10495860,8921481,4419828,2651897,1767931,8839656,436,52,2024-03-31,2024
RRQ,Q1,5000,2022,0,E1,GBP,10940381,9299323,1183734,2840962,1893975,5918671,101,31,2024-03-31,2022
RRQ,Q1,5000,2022,1,E1,GBP,1474740,1253529,378451,421703,281135,1081289,74,50,2024-03-31,2023
RRQ,Q1,5000,2022,2,E1,GBP,2527253,2148165,1061089,636653,424435,2122177,293,77,2024-03-31,2024
RRQ,Q1,5000,2023,0,A1,GBP,5237236,4451650,738605,1772652,1181768,3693025,395,51,2024-03-31,2023
RRQ,Q1,5000,2023,1,A1,GBP,4442270,3775929,1242417,1384408,922938,3549763,303,52,2024-03-31,2024
RRQ,Q1,5000,2023,0,A2,GBP,16750347,14237794,2149021,5157651,3438434,10745106,184,19,2024-03-31,2023
RRQ,Q1,5000,2023,1,A2,GBP,2723916,2315328,525298,585333,390222,1500853,451,87,2024-03-31,2024
RRQ,Q1,5000,2023,0,D1,GBP,4828129,4103909,752074,1804977,1203318,3760369,215,51,2024-03-31,2023
RRQ,Q1,5000,2023,1,D1,GBP,3485785,2962917,830603,925529,617019,2373151,361,11,2024-03-31,2024
RRQ,Q1,5000,2023,0,D2,GBP,6091113,5177446,620902,1490166,993444,3104512,298,32,2024-03-31,2023
RRQ,Q1,5000,2023,1,D2,GBP,3858196,3279466,1144528,1275331,850220,3270079,70,101,2024-03-31,2024
RRQ,Q1,5000,2023,0,E1,GBP,14964482,12719809,2072661,4974388,3316258,10363307,414,64,2024-03-31,2023
RRQ,Q1,5000,2023,1,E1,GBP,8572803,7286882,2281197,2541906,1694604,6517707,204,82,2024-03-31,2024
RRQ,Q1,5000,2024,0,A1,GBP,15855251,13476963,1804141,4329939,2886626,9020706,311,44,2024-03-31,2024
RRQ,Q1,5000,2024,0,A2,GBP,11246860,9559831,1523841,3657218,2438145,7619204,40,63,2024-03-31,2024
RRQ,Q1,5000,2024,0,D1,GBP,4329726,3680267,717899,1722959,1148639,3589497,116,65,2024-03-31,2024
RRQ,Q1,5000,2024,0,D2,GBP,8080830,6868705,898359,2156062,1437375,4491796,51,17,2024-03-31,2024
RRQ,Q1,5000,2024,0,E1,GBP,9048539,7691258,940189,2256454,1504302,4700945,48,17,2024-03-31,2024
RRQ,Q1,1910,2022,0,A1,GBP,1089782,926314,133695,320870,213913,668478,362,61,2024-03-31,2022
RRQ,Q1,1910,2022,1,A1,GBP,16767646,14252499,3324626,3704584,2469722,9498932,128,53,2024-03-31,2023
RRQ,Q1,1910,2022,2,A1,GBP,10486454,8913485,3833821,2300292,1533528,7667641,242,20,2024-03-31,2024
RRQ,Q1,1910,2022,0,A2,GBP,8832403,7507542,1447744,3474587,2316391,7238722,413,65,2024-03-31,2022
RRQ,Q1,1910,2022,1,A2,GBP,7637711,6492054,1657531,1846964,1231309,4735804,288,42,2024-03-31,2023
RRQ,Q1,1910,2022,2,A2,GBP,5999254,5099365,2439790,1463874,975916,4879580,433,38,2024-03-31,2024
RRQ,Q1,1910,2022,0,D1,GBP,3396116,2886698,321853,772448,514965,1609266,415,32,2024-03-31,2022
RRQ,Q1,1910,2022,1,D1,GBP,10684164,9081539,2339634,2607020,1738013,6684667,249,124,2024-03-31,2023
RRQ,Q1,1910,2022,2,D1,GBP,11203607,9523065,4088719,2453231,1635487,8177437,492,72,2024-03-31,2024
RRQ,Q1,1910,2022,0,D2,GBP,17793059,15124100,2370009,5688022,3792014,11850045,234,9,2024-03-31,2022
RRQ,Q1,1910,2022,1,D2,GBP,2337505,1986879,659221,734560,489707,1883488,386,59,2024-03-31,2023
RRQ,Q1,1910,2022,2,D2,GBP,9400952,7990809,2163845,1298307,865538,4327690,127,175,2024-03-31,2024
RRQ,Q1,1910,2022,0,E1,GBP,1696101,1441685,288279,691869,461246,1441394,354,28,2024-03-31,2022
RRQ,Q1,1910,2022,1,E1,GBP,2349950,1997457,621174,692166,461444,1774784,99,85,2024-03-31,2023
