Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q2,33,2022,0,A2,GBP,12147359,10325255,1911132,4586718,3057812,9555662,204,34,2024-06-30,2022
RRQ,Q2,33,2022,1,A2,GBP,15771430,13405715,3223097,3591451,2394301,9208849,427,118,2024-06-30,2023
RRQ,Q2,33,2022,2,A2,GBP,5567579,4732442,1587244,952346,634897,3174487,318,180,2024-06-30,2024
RRQ,Q2,33,2022,0,D1,GBP,7739457,6578538,993133,2383519,1589013,4965665,100,41,2024-06-30,2022
RRQ,Q2,33,2022,1,D1,GBP,11708483,9952210,2321824,2587175,1724783,6633782,365,115,2024-06-30,2023
RRQ,Q2,33,2022,2,D1,GBP,17475471,14854150,7314404,4388642,2925761,14628807,410,64,2024-06-30,2024
RRQ,Q2,33,2022,0,D2,GBP,11934927,10144687,1433198,3439677,2293118,7165993,428,41,2024-06-30,2022
RRQ,Q2,33,2022,1,D2,GBP,13247889,11260705,2297770,2560373,1706915,6565058,298,37,2024-06-30,2023
RRQ,Q2,33,2022,2,D2,GBP,19308274,16412032,5039178,3023507,2015671,10078356,403,143,2024-06-30,2024
RRQ,Q2,33,2022,0,E1,GBP,1903154,1617680,316381,759314,506209,1581904,246,73,2024-06-30,2022
RRQ,Q2,33,2022,1,E1,GBP,8034632,6829437,1758649,1959638,1306425,5024712,159,125,2024-06-30,2023
RRQ,Q2,33,2022,2,E1,GBP,3320579,2822492,1291018,774610,516407,2582035,417,107,2024-06-30,2024
RRQ,Q2,33,2023,0,A1,GBP,17753835,15090759,1795522,4309253,2872835,8977610,165,25,2024-06-30,2023
RRQ,Q2,33,2023,1,A1,GBP,9478590,8056801,2366925,2637431,1758287,6762643,376,77,2024-06-30,2024
RRQ,Q2,33,2023,0,A2,GBP,13649712,11602255,1309242,3142181,2094787,6546210,316,50,2024-06-30,2023
RRQ,Q2,33,2023,1,A2,GBP,14448787,12281468,3356618,3740231,2493487,9590336,482,125,2024-06-30,2024
RRQ,Q2,33,2023,0,D1,GBP,15035842,12780465,2007158,4817181,3211454,10035793,414,37,2024-06-30,2023
RRQ,Q2,33,2023,1,D1,GBP,19015575,16163238,4575808,5098758,3399172,13073738,478,16,2024-06-30,2024
RRQ,Q2,33,2023,0,D2,GBP,4669828,3969353,707555,1698132,1132088,3537775,346,69,2024-06-30,2023
RRQ,Q2,33,2023,1,D2,GBP,12912119,10975301,2334348,2601130,1734087,6669565,323,9,2024-06-30,2024
RRQ,Q2,33,2023,0,E1,GBP,19898536,16913755,3356657,8055977,5370651,16783285,356,67,2024-06-30,2023
RRQ,Q2,33,2023,1,E1,GBP,14408946,12247604,4219711,4701963,3134642,12056316,179,78,2024-06-30,2024
RRQ,Q2,33,2024,0,A1,GBP,4554909,3871672,413785,993084,662056,2068925,142,23,2024-06-30,2024
RRQ,Q2,33,2024,0,A2,GBP,18135451,15415133,2715751,6517804,4345203,13578758,295,60,2024-06-30,2024
RRQ,Q2,33,2024,0,D1,GBP,8416594,7154104,1057648,2538356,1692237,5288241,210,48,2024-06-30,2024
RRQ,Q2,33,2024,0,D2,GBP,17792845,15123918,1815930,4358233,2905488,9079651,22,50,2024-06-30,2024
RRQ,Q2,33,2024,0,E1,GBP,4508094,3831879,512275,1229460,819640,2561375,481,9,2024-06-30,2024
RRQ,Q2,1183,2022,0,A1,GBP,4894640,4160444,766037,1838490,1225660,3830187,383,15,2024-06-30,2022
RRQ,Q2,1183,2022,1,A1,GBP,12687970,10784774,2552371,2844070,1896047,7292488,243,38,2024-06-30,2023
RRQ,Q2,1183,2022,2,A1,GBP,18485712,15712855,5944731,3566838,2377892,11889461,253,27,2024-06-30,2024
RRQ,Q2,1183,2022,0,A2,GBP,15702409,13347047,2320180,5568432,3712288,11600900,241,33,2024-06-30,2022
RRQ,Q2,1183,2022,1,A2,GBP,3253996,2765896,649292,723497,482331,1855120,424,128,2024-06-30,2023
RRQ,Q2,1183,2022,2,A2,GBP,4861620,4132377,1115824,669494,446329,2231647,185,168,2024-06-30,2024
RRQ,Q2,1183,2022,0,D1,GBP,4669602,3969161,673221,1615732,1077154,3366107,94,76,2024-06-30,2022
RRQ,Q2,1183,2022,1,D1,GBP,9184360,7806706,2110007,2351150,1567433,6028590,292,30,2024-06-30,2023
RRQ,Q2,1183,2022,2,D1,GBP,12106169,10290243,4079413,2447647,1631765,8158825,500,120,2024-06-30,2024
RRQ,Q2,1183,2022,0,D2,GBP,8779781,7462813,1350509,3241223,2160815,6752547,332,19,2024-06-30,2022
RRQ,Q2,1183,2022,1,D2,GBP,7254107,6165990,1792976,1997887,1331925,5122788,231,72,2024-06-30,2023
RRQ,Q2,1183,2022,2,D2,GBP,1979530,1682600,737330,442398,294932,1474660,462,53,2024-06-30,2024
RRQ,Q2,1183,2022,0,E1,GBP,16085234,13672448,2209729,5303350,3535566,11048645,209,1,2024-06-30,2022
RRQ,Q2,1183,2022,1,E1,GBP,8207361,6976256,1529112,1703867,1135911,4368890,395,127,2024-06-30,2023
RRQ,Q2,1183,2022,2,E1,GBP,3099291,2634397,1055214,633128,422085,2110427,419,139,2024-06-30,2024
RRQ,Q2,1183,2023,0,A1,GBP,7273331,6182331,867442,2081861,1387907,4337210,110,47,2024-06-30,2023
RRQ,Q2,1183,2023,1,A1,GBP,4823694,4100139,936903,1043978,695985,2676866,451,89,2024-06-30,2024
RRQ,Q2,1183,2023,0,A2,GBP,18707177,15901100,3129211,7510107,5006738,15646056,170,62,2024-06-30,2023
RRQ,Q2,1183,2023,1,A2,GBP,14040569,11934483,3413026,3803086,2535390,9751502,310,22,2024-06-30,2024
RRQ,Q2,1183,2023,0,D1,GBP,12674413,10773251,1497593,3594224,2396149,7487966,244,64,2024-06-30,2023
RRQ,Q2,1183,2023,1,D1,GBP,6789062,5770702,1842709,2053305,1368870,5264884,371,54,2024-06-30,2024
RRQ,Q2,1183,2023,0,D2,GBP,3843804,3267233,552619,1326285,884190,2763094,170,13,2024-06-30,2023
RRQ,Q2,1183,2023,1,D2,GBP,9005172,7654396,1803314,2009407,1339605,5152326,103,68,2024-06-30,2024
RRQ,Q2,1183,2023,0,E1,GBP,5743205,4881724,751590,1803816,1202544,3757950,224,62,2024-06-30,2023
RRQ,Q2,1183,2023,1,E1,GBP,5626058,4782149,1338849,1491860,994573,3825282,226,35,2024-06-30,2024
RRQ,Q2,1183,2024,0,A1,GBP,17329942,14730450,2440751,5857803,3905202,12203756,365,67,2024-06-30,2024
RRQ,Q2,1183,2024,0,A2,GBP,6812795,5790875,915591,2197420,1464947,4577958,260,30,2024-06-30,2024
RRQ,Q2,1183,2024,0,D1,GBP,5707570,4851434,599111,1437867,958578,2995556,441,47,2024-06-30,2024
RRQ,Q2,1183,2024,0,D2,GBP,2798895,2379060,445701,1069682,713121,2228504,497,1,2024-06-30,2024
RRQ,Q2,1183,2024,0,E1,GBP,17260777,14671660,1742005,4180813,2787208,8710026,427,40,2024-06-30,2024
RRQ,Q2,2791,2022,0,A1,GBP,19843567,16867031,2588296,6211911,4141274,12941481,263,42,2024-06-30,2022
RRQ,Q2,2791,2022,1,A1,GBP,17499582,14874644,3774454,4205820,2803880,10784154,440,81,2024-06-30,2023
RRQ,Q2,2791,2022,2,A1,GBP,17398034,14788328,4496534,2697920,1798613,8993067,299,10,2024-06-30,2024
RRQ,Q2,2791,2022,0,A2,GBP,8399742,7139780,952255,2285412,1523608,4761275,150,24,2024-06-30,2022
RRQ,Q2,2791,2022,1,A2,GBP,19039151,16183278,3768111,4198752,2799168,10766031,409,83,2024-06-30,2023
RRQ,Q2,2791,2022,2,A2,GBP,19980079,16983067,7462632,4477579,2985052,14925263,402,129,2024-06-30,2024
RRQ,Q2,2791,2022,0,D1,GBP,19445749,16528886,2544757,6107418,4071612,12723787,303,12,2024-06-30,2022
RRQ,Q2,2791,2022,1,D1,GBP,9988860,8490531,2657194,2960874,1973916,7591984,431,67,2024-06-30,2023
RRQ,Q2,2791,2022,2,D1,GBP,19187957,16309763,7474134,4484480,2989653,14948267,31,197,2024-06-30,2024
RRQ,Q2,2791,2022,0,D2,GBP,15809804,13438333,2113901,5073363,3382242,10569506,227,11,2024-06-30,2022
RRQ,Q2,2791,2022,1,D2,GBP,9305783,7909915,1853518,2065349,1376899,5295766,26,82,2024-06-30,2023
RRQ,Q2,2791,2022,2,D2,GBP,9818615,8345822,2893697,1736218,1157478,5787393,428,24,2024-06-30,2024
RRQ,Q2,2791,2022,0,E1,GBP,15732741,13372829,2505017,6012043,4008028,12525088,70,25,2024-06-30,2022
RRQ,Q2,2791,2022,1,E1,GBP,8042342,6835990,2179461,2428542,1619028,6227031,311,124,2024-06-30,2023
RRQ,Q2,2791,2022,2,E1,GBP,12765218,10850435,5070468,3042281,2028187,10140936,322,164,2024-06-30,2024
RRQ,Q2,2791,2023,0,A1,GBP,15366902,13061866,1587071,3808970,2539313,7935354,81,22,2024-06-30,2023
RRQ,Q2,2791,2023,1,A1,GBP,7943845,6752268,2146916,2392278,1594852,6134046,301,64,2024-06-30,2024
RRQ,Q2,2791,2023,0,A2,GBP,18860379,16031322,2121543,5091704,3394469,10607716,285,18,2024-06-30,2023
RRQ,Q2,2791,2023,1,A2,GBP,11860013,10081011,3493485,3892741,2595160,9981386,159,53,2024-06-30,2024
RRQ,Q2,2791,2023,0,D1,GBP,9970544,8474962,1657022,3976854,2651236,8285112,273,70,2024-06-30,2023
RRQ,Q2,2791,2023,1,D1,GBP,4195226,3565942,740383,824999,549999,2115381,394,75,2024-06-30,2024
RRQ,Q2,2791,2023,0,D2,GBP,2989304,2540908,506384,1215323,810215,2531922,453,68,2024-06-30,2023
RRQ,Q2,2791,2023,1,D2,GBP,5257660,4469011,1344382,1498025,998683,3841090,77,46,2024-06-30,2024
RRQ,Q2,2791,2023,0,E1,GBP,5907115,5021047,867823,2082776,1388517,4339116,434,26,2024-06-30,2023
RRQ,Q2,2791,2023,1,E1,GBP,14176850,12050322,3204311,3570518,2380345,9155174,305,114,2024-06-30,2024
RRQ,Q2,2791,2024,0,A1,GBP,10016651,8514153,1404585,3371004,2247336,7022925,202,47,2024-06-30,2024
RRQ,Q2,2791,2024,0,A2,GBP,3533905,3003819,497185,1193246,795497,2485928,460,79,2024-06-30,2024
RRQ,Q2,2791,2024,0,D1,GBP,4123742,3505180,504036,1209688,806459,2520183,393,29,2024-06-30,2024
RRQ,Q2,2791,2024,0,D2,GBP,13383973,11376377,1691408,4059379,2706253,8457040,259,34,2024-06-30,2024
RRQ,Q2,2791,2024,0,E1,GBP,1082982,920534,172749,414598,276398,863745,443,76,2024-06-30,2024
RRQ,Q2,623,2022,0,A1,GBP,4125315,3506517,612504,1470010,980006,3062520,244,66,2024-06-30,2022
RRQ,Q2,623,2022,1,A1,GBP,13019960,11066966,3600212,4011665,2674443,10286320,417,97,2024-06-30,2023
RRQ,Q2,623,2022,2,A1,GBP,14345130,12193360,3852613,2311568,1541045,7705226,229,56,2024-06-30,2024
RRQ,Q2,623,2022,0,A2,GBP,17599879,14959897,1962086,4709007,3139338,9810431,434,30,2024-06-30,2022
RRQ,Q2,623,2022,1,A2,GBP,12333182,10483204,2887487,3217485,2144990,8249962,76,102,2024-06-30,2023
RRQ,Q2,623,2022,2,A2,GBP,17285237,14692451,6614381,3968628,2645752,13228761,467,177,2024-06-30,2024
RRQ,Q2,623,2022,0,D1,GBP,2624345,2230693,245836,590007,393338,1229181,330,48,2024-06-30,2022
RRQ,Q2,623,2022,1,D1,GBP,1546311,1314364,270439,301346,200897,772682,449,29,2024-06-30,2023
RRQ,Q2,623,2022,2,D1,GBP,15807099,13436034,4999842,2999905,1999937,9999684,500,112,2024-06-30,2024
RRQ,Q2,623,2022,0,D2,GBP,7788672,6620371,1321391,3171338,2114225,6606954,475,14,2024-06-30,2022
RRQ,Q2,623,2022,1,D2,GBP,11128925,9459586,2000500,2229129,1486086,5715715,487,50,2024-06-30,2023
RRQ,Q2,623,2022,2,D2,GBP,4131970,3512174,1470640,882384,588256,2941280,138,23,2024-06-30,2024
RRQ,Q2,623,2022,0,E1,GBP,13477006,11455455,1929377,4630506,3087004,9646887,342,17,2024-06-30,2022
RRQ,Q2,623,2022,1,E1,GBP,2737692,2327038,583095,649734,433156,1665985,166,131,2024-06-30,2023
RRQ,Q2,623,2022,2,E1,GBP,8856563,7528078,2753028,1651817,1101211,5506056,56,182,2024-06-30,2024
RRQ,Q2,623,2023,0,A1,GBP,4193834,3564758,377809,906742,604495,1889046,254,8,2024-06-30,2023
RRQ,Q2,623,2023,1,A1,GBP,5452666,4634766,1311993,1461936,974624,3748553,275,123,2024-06-30,2024
RRQ,Q2,623,2023,0,A2,GBP,15933966,13543871,1445895,3470148,2313432,7229475,366,36,2024-06-30,2023
RRQ,Q2,623,2023,1,A2,GBP,5046455,4289486,1492951,1663574,1109049,4265574,226,125,2024-06-30,2024
RRQ,Q2,623,2023,0,D1,GBP,5435062,4619802,696862,1672468,1114979,3484309,127,40,2024-06-30,2023
RRQ,Q2,623,2023,1,D1,GBP,3997453,3397835,1038565,1157258,771505,2967328,62,19,2024-06-30,2024
RRQ,Q2,623,2023,0,D2,GBP,11514330,9787180,1374867,3299682,2199788,6874337,163,15,2024-06-30,2023
RRQ,Q2,623,2023,1,D2,GBP,13841987,11765688,3678985,4099440,2732960,10511385,395,25,2024-06-30,2024
RRQ,Q2,623,2023,0,E1,GBP,5793353,4924350,553108,1327460,884973,2765541,298,1,2024-06-30,2023
RRQ,Q2,623,2023,1,E1,GBP,6506837,5530811,1425738,1588680,1059120,4073538,379,39,2024-06-30,2024
RRQ,Q2,623,2024,0,A1,GBP,6079272,5167381,994517,2386841,1591227,4972585,325,71,2024-06-30,2024
RRQ,Q2,623,2024,0,A2,GBP,15843939,13467348,2515970,6038328,4025552,12579850,54,11,2024-06-30,2024
RRQ,Q2,623,2024,0,D1,GBP,5698061,4843351,855823,2053977,1369318,4279118,311,75,2024-06-30,2024
RRQ,Q2,623,2024,0,D2,GBP,13885972,11803076,1640250,3936601,2624400,8201251,229,33,2024-06-30,2024
RRQ,Q2,623,2024,0,E1,GBP,5691922,4838133,625103,1500248,1000165,3125516,340,9,2024-06-30,2024
RRQ,Q2,4242,2022,0,A1,GBP,9327103,7928037,1252366,3005679,2003786,6261831,317,74,2024-06-30,2022
RRQ,Q2,4242,2022,1,A1,GBP,10560355,8976301,2814923,3136628,2091085,8042636,363,6,2024-06-30,2023
RRQ,Q2,4242,2022,2,A1,GBP,11121672,9453421,2959356,1775613,1183742,5918711,320,132,2024-06-30,2024
RRQ,Q2,4242,2022,0,A2,GBP,7329926,6230437,1098224,2635738,1757159,5491121,161,67,2024-06-30,2022
RRQ,Q2,4242,2022,1,A2,GBP,2831036,2406380,756544,843006,562004,2161554,416,44,2024-06-30,2023
RRQ,Q2,4242,2022,2,A2,GBP,17605676,14964824,5320032,3192019,2128012,10640063,133,130,2024-06-30,2024
RRQ,Q2,4242,2022,0,D1,GBP,3382767,2875351,447414,1073795,715863,2237072,16,37,2024-06-30,2022
RRQ,Q2,4242,2022,1,D1,GBP,11619060,9876201,2044694,2278373,1518915,5841982,450,103,2024-06-30,2023
RRQ,Q2,4242,2022,2,D1,GBP,15121836,12853560,4507554,2704532,1803021,9015107,359,46,2024-06-30,2024
RRQ,Q2,4242,2022,0,D2,GBP,16804628,14283933,2795554,6709331,4472887,13977772,404,8,2024-06-30,2022
RRQ,Q2,4242,2022,1,D2,GBP,1560003,1326002,373980,416721,277814,1068515,17,48,2024-06-30,2023
RRQ,Q2,4242,2022,2,D2,GBP,8239131,7003261,1919432,1151659,767772,3838863,40,104,2024-06-30,2024
RRQ,Q2,4242,2022,0,E1,GBP,17999031,15299176,2032433,4877839,3251892,10162164,374,52,2024-06-30,2022
RRQ,Q2,4242,2022,1,E1,GBP,14939584,12698646,3238909,3609070,2406047,9254026,215,16,2024-06-30,2023
RRQ,Q2,4242,2022,2,E1,GBP,19004127,16153507,6319462,3791677,2527785,12638924,88,73,2024-06-30,2024
RRQ,Q2,4242,2023,0,A1,GBP,3805052,3234294,436791,1048299,698866,2183956,271,21,2024-06-30,2023
RRQ,Q2,4242,2023,1,A1,GBP,6213591,5281552,1445247,1610419,1073612,4129278,210,106,2024-06-30,2024
RRQ,Q2,4242,2023,0,A2,GBP,3218454,2735685,369522,886853,591235,1847610,233,75,2024-06-30,2023
RRQ,Q2,4242,2023,1,A2,GBP,9007342,7656240,1491677,1662154,1108103,4261934,54,79,2024-06-30,2024
RRQ,Q2,4242,2023,0,D1,GBP,4891863,4158083,617694,1482466,988310,3088470,321,6,2024-06-30,2023
RRQ,Q2,4242,2023,1,D1,GBP,11378052,9671344,2853059,3179123,2119415,8151597,346,134,2024-06-30,2024
RRQ,Q2,4242,2023,0,D2,GBP,6893698,5859643,686305,1647132,1098088,3431525,372,15,2024-06-30,2023
RRQ,Q2,4242,2023,1,D2,GBP,1380863,1173733,249158,277633,185088,711879,497,63,2024-06-30,2024
RRQ,Q2,4242,2023,0,E1,GBP,18549147,15766774,2436946,5848671,3899114,12184731,431,74,2024-06-30,2023
RRQ,Q2,4242,2023,1,E1,GBP,9698884,8244051,1754283,1954773,1303182,5012238,74,135,2024-06-30,2024
RRQ,Q2,4242,2024,0,A1,GBP,10018239,8515503,1489059,3573743,2382495,7445297,70,79,2024-06-30,2024
RRQ,Q2,4242,2024,0,A2,GBP,1985032,1687277,231853,556448,370965,1159266,229,28,2024-06-30,2024
RRQ,Q2,4242,2024,0,D1,GBP,18577630,15790985,1766913,4240593,2827062,8834568,374,60,2024-06-30,2024
RRQ,Q2,4242,2024,0,D2,GBP,3586041,3048134,465080,1116192,744128,2325400,271,37,2024-06-30,2024
RRQ,Q2,4242,2024,0,E1,GBP,2860227,2431192,371740,892176,594784,1858700,300,18,2024-06-30,2024
RRQ,Q2,5000,2022,0,A1,GBP,13337554,11336920,1368230,3283752,2189168,6841150,405,11,2024-06-30,2022
RRQ,Q2,5000,2022,1,A1,GBP,4869953,4139460,922742,1028198,685465,2636405,270,2,2024-06-30,2023
RRQ,Q2,5000,2022,2,A1,GBP,2477666,2106016,982983,589790,393193,1965966,16,65,2024-06-30,2024
RRQ,Q2,5000,2022,0,A2,GBP,2542884,2161451,324830,779594,519729,1624153,206,16,2024-06-30,2022
RRQ,Q2,5000,2022,1,A2,GBP,7004932,5954192,2016456,2246908,1497939,5761303,449,8,2024-06-30,2023
RRQ,Q2,5000,2022,2,A2,GBP,19551063,16618403,7539341,4523604,3015736,15078681,375,192,2024-06-30,2024
RRQ,Q2,5000,2022,0,D1,GBP,15071698,12810943,1627158,3905181,2603454,8135793,137,43,2024-06-30,2022
RRQ,Q2,5000,2022,1,D1,GBP,11735241,9974954,2293959,2556126,1704084,6554169,49,103,2024-06-30,2023
RRQ,Q2,5000,2022,2,D1,GBP,13509366,11482961,3362213,2017328,1344885,6724426,354,15,2024-06-30,2024
RRQ,Q2,5000,2022,0,D2,GBP,7017797,5965127,756903,1816567,1211045,3784515,274,5,2024-06-30,2022
RRQ,Q2,5000,2022,1,D2,GBP,14452805,12284884,2415782,2691871,1794580,6902233,248,52,2024-06-30,2023
RRQ,Q2,5000,2022,2,D2,GBP,11425287,9711493,3318590,1991154,1327436,6637180,293,119,2024-06-30,2024
RRQ,Q2,5000,2022,0,E1,GBP,1267401,1077290,151471,363531,242354,757356,159,58,2024-06-30,2022
RRQ,Q2,5000,2022,1,E1,GBP,11197504,9517878,2923003,3257061,2171374,8351438,134,84,2024-06-30,2023
RRQ,Q2,5000,2022,2,E1,GBP,13357212,11353630,4586040,2751624,1834416,9172080,262,200,2024-06-30,2024
RRQ,Q2,5000,2023,0,A1,GBP,7557288,6423694,1122990,2695177,1796785,5614952,289,78,2024-06-30,2023
RRQ,Q2,5000,2023,1,A1,GBP,9225093,7841329,1647410,1835686,1223790,4706886,487,74,2024-06-30,2024
RRQ,Q2,5000,2023,0,A2,GBP,1802295,1531950,195801,469922,313281,979004,187,66,2024-06-30,2023
RRQ,Q2,5000,2023,1,A2,GBP,1321948,1123655,384209,428118,285412,1097739,10,137,2024-06-30,2024
RRQ,Q2,5000,2023,0,D1,GBP,13625688,11581834,2151775,5164260,3442840,10758875,382,32,2024-06-30,2023
RRQ,Q2,5000,2023,1,D1,GBP,4487950,3814757,835778,931295,620863,2387936,131,76,2024-06-30,2024
RRQ,Q2,5000,2023,0,D2,GBP,17509749,14883286,2922286,7013486,4675657,14611429,82,73,2024-06-30,2023
RRQ,Q2,5000,2023,1,D2,GBP,10389378,8830971,1771635,1974108,1316072,5061815,481,43,2024-06-30,2024
RRQ,Q2,5000,2023,0,E1,GBP,18440225,15674191,2268969,5445525,3630350,11344844,468,39,2024-06-30,2023
RRQ,Q2,5000,2023,1,E1,GBP,16383298,13925803,4815668,5366030,3577353,13759051,53,105,2024-06-30,2024
RRQ,Q2,5000,2024,0,A1,GBP,4207032,3575977,548740,1316978,877985,2743703,336,41,2024-06-30,2024
RRQ,Q2,5000,2024,0,A2,GBP,3510894,2984259,482227,1157345,771563,2411135,41,45,2024-06-30,2024
RRQ,Q2,5000,2024,0,D1,GBP,5385842,4577965,586742,1408183,938788,2933713,143,33,2024-06-30,2024
RRQ,Q2,5000,2024,0,D2,GBP,14185303,12057507,2071877,4972506,3315004,10359387,386,34,2024-06-30,2024
RRQ,Q2,5000,2024,0,E1,GBP,11672246,9921409,1473278,3535867,2357245,7366390,129,8,2024-06-30,2024
RRQ,Q2,1910,2022,0,A1,GBP,7801907,6631620,787126,1889102,1259401,3935629,404,60,2024-06-30,2022
RRQ,Q2,1910,2022,1,A1,GBP,4656521,3958042,834716,930112,620074,2384902,94,82,2024-06-30,2023
RRQ,Q2,1910,2022,2,A1,GBP,16638214,14142481,4788588,2873153,1915435,9577176,71,139,2024-06-30,2024
RRQ,Q2,1910,2022,0,A2,GBP,13022131,11068811,2176919,5224607,3483071,10884597,116,47,2024-06-30,2022
RRQ,Q2,1910,2022,1,A2,GBP,11345090,9643326,2522790,2811109,1874073,7207972,446,23,2024-06-30,2023
RRQ,Q2,1910,2022,2,A2,GBP,4034021,3428917,1034819,620891,413927,2069637,361,80,2024-06-30,2024
RRQ,Q2,1910,2022,0,D1,GBP,2353243,2000256,252271,605451,403634,1261356,448,34,2024-06-30,2022
RRQ,Q2,1910,2022,1,D1,GBP,5976920,5080382,1017689,1133996,755997,2907682,137,65,2024-06-30,2023
RRQ,Q2,1910,2022,2,D1,GBP,14295757,12151393,4684604,2810762,1873841,9369207,356,79,2024-06-30,2024
RRQ,Q2,1910,2022,0,D2,GBP,9729748,8270285,1514018,3633644,2422429,7570091,99,4,2024-06-30,2022
RRQ,Q2,1910,2022,1,D2,GBP,14569151,12383778,4037755,4499213,2999475,11536443,294,135,2024-06-30,2023
RRQ,Q2,1910,2022,2,D2,GBP,19458994,16540144,5350649,3210389,2140259,10701297,246,28,2024-06-30,2024
RRQ,Q2,1910,2022,0,E1,GBP,5690676,4837074,567452,1361887,907924,2837263,41,23,2024-06-30,2022
RRQ,Q2,1910,2022,1,E1,GBP,5386075,4578163,997709,1111733,741155,2850597,215,68,2024-06-30,2023
