Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRQ,Q2,33,2024,A1,GBP,7370218,6997840,3167938,659900,1437913,1656983,961709,0.6666,2024-06-30
RRQ,Q2,33,2024,A2,GBP,36926048,33868085,14911577,4983409,8590789,10134653,3434136,0.7313,2024-06-30
RRQ,Q2,33,2024,D1,GBP,11550030,10673289,4594630,1159923,2473993,2897031,1747949,0.6442,2024-06-30
RRQ,Q2,33,2024,D2,GBP,48918365,43318598,17313485,3630923,8545255,7396473,3863580,0.5679,2024-06-30
RRQ,Q2,33,2024,E1,GBP,24733436,21314734,6614985,2598277,4229722,5152861,2715811,0.6428,2024-06-30
RRQ,Q2,1183,2022,A1,GBP,18055613,16913591,6039144,1523993,1887595,4352965,1415643,0.6501,2024-06-30
RRQ,Q2,1183,2022,A2,GBP,18441676,17495971,7618073,2266131,2037766,4248792,1449274,0.6185,2024-06-30
RRQ,Q2,1183,2022,D1,GBP,10423165,9517426,3057692,1103150,1018737,1719050,1445529,0.6475,2024-06-30
RRQ,Q2,1183,2022,D2,GBP,16314940,14126184,6898154,1931673,1908945,3112188,1784457,0.6653,2024-06-30
RRQ,Q2,1183,2022,E1,GBP,33791410,30017978,10327869,3011637,5640043,5092539,3724502,0.7431,2024-06-30
RRQ,Q2,1183,2023,A1,GBP,40637074,37291619,14052925,2984598,6899842,6425800,2852131,0.5881,2024-06-30
RRQ,Q2,1183,2023,A2,GBP,30739636,27069677,8392257,2091570,6794286,5824076,3561092,0.6507,2024-06-30
RRQ,Q2,1183,2023,D1,GBP,40172939,37714250,17332939,3331250,8193995,6744462,3182161,0.6176,2024-06-30
RRQ,Q2,1183,2023,D2,GBP,32071155,27979906,12352693,2151292,2742114,5345001,2104317,0.5538,2024-06-30
RRQ,Q2,1183,2023,E1,GBP,48657025,43184046,20409485,6105475,9466356,10988472,3694965,0.7084,2024-06-30
RRQ,Q2,1183,2024,A1,GBP,12255370,10441258,5063208,1181930,1885804,2581608,1427879,0.6807,2024-06-30
RRQ,Q2,1183,2024,A2,GBP,15276185,14032306,3637100,1283009,1536824,2745598,1746528,0.5911,2024-06-30
RRQ,Q2,1183,2024,D1,GBP,14204888,13350637,4982697,1456342,1859401,3213482,1572395,0.6338,2024-06-30
RRQ,Q2,1183,2024,D2,GBP,45869419,40195343,15071266,3251806,7866190,7010611,2866017,0.5899,2024-06-30
RRQ,Q2,1183,2024,E1,GBP,38309800,35199825,15262341,3462232,4278338,6108327,3269114,0.7321,2024-06-30
RRQ,Q2,2791,2022,A1,GBP,43530739,37650365,12711038,4499819,8772569,6556314,4119203,0.6838,2024-06-30
RRQ,Q2,2791,2022,A2,GBP,20512904,19440675,6304827,1381480,4113021,4931221,2997417,0.6414,2024-06-30
RRQ,Q2,2791,2022,D1,GBP,29173596,25709835,12880360,2269117,6250771,4334701,4720596,0.7103,2024-06-30
RRQ,Q2,2791,2022,D2,GBP,49517002,43716881,22486124,6577666,6851963,11661404,5244846,0.6794,2024-06-30
RRQ,Q2,2791,2022,E1,GBP,27999732,24921938,11311032,2088847,3730578,6079053,3613011,0.5866,2024-06-30
RRQ,Q2,2791,2023,A1,GBP,48543350,42071447,15524144,6094563,12225545,13021820,4079383,0.7272,2024-06-30
RRQ,Q2,2791,2023,A2,GBP,44644581,40487917,15339889,4650968,8827646,9302141,6621072,0.6465,2024-06-30
RRQ,Q2,2791,2023,D1,GBP,13768130,12374964,5931669,1282600,1448176,2946744,906775,0.6466,2024-06-30
RRQ,Q2,2791,2023,D2,GBP,40219933,36506221,16114080,5596446,8034886,7573430,5049672,0.7035,2024-06-30
RRQ,Q2,2791,2023,E1,GBP,46489318,42592180,12554676,3560136,7546436,7327291,5974919,0.569,2024-06-30
RRQ,Q2,2791,2024,A1,GBP,42469847,38702406,12482297,5984086,7768337,9090655,5394396,0.7284,2024-06-30
RRQ,Q2,2791,2024,A2,GBP,16100066,14476612,4295794,1792064,1456014,2224372,1787362,0.565,2024-06-30
RRQ,Q2,2791,2024,D1,GBP,32063460,27506699,12198104,3598275,3833896,6855357,3371947,0.7134,2024-06-30
RRQ,Q2,2791,2024,D2,GBP,38378160,32689630,13978331,2778947,6970488,9797157,5869131,0.699,2024-06-30
RRQ,Q2,2791,2024,E1,GBP,46544826,43706107,17933648,5217681,7607426,8456626,7057309,0.6775,2024-06-30
RRQ,Q2,623,2022,A1,GBP,19959781,17628423,9042692,2295667,4208826,3912207,2408800,0.7189,2024-06-30
RRQ,Q2,623,2022,A2,GBP,11538887,10063925,4068859,1481973,2776946,2092685,1443985,0.7019,2024-06-30
RRQ,Q2,623,2022,D1,GBP,12135164,10514094,3000081,1164963,1997036,1502245,1300279,0.5592,2024-06-30
RRQ,Q2,623,2022,D2,GBP,17585824,16446604,4691789,1842231,1899383,2701792,2156416,0.5741,2024-06-30
RRQ,Q2,623,2022,E1,GBP,8120586,7582569,3443294,1058196,1433707,1980619,1453578,0.7353,2024-06-30
RRQ,Q2,623,2023,A1,GBP,14035269,11936066,6472502,1619236,2466157,3304973,2487982,0.7428,2024-06-30
RRQ,Q2,623,2023,A2,GBP,16891854,14651403,7494927,1283183,3273258,3735202,1724120,0.6884,2024-06-30
RRQ,Q2,623,2023,D1,GBP,30814272,28068700,11868244,2437563,4483125,5244674,2814495,0.6337,2024-06-30
RRQ,Q2,623,2023,D2,GBP,13950432,12698414,5366253,1218648,2567485,2494528,1185263,0.5776,2024-06-30
RRQ,Q2,623,2023,E1,GBP,42150229,36674446,16745636,3680130,6246532,9537658,7048999,0.6765,2024-06-30
RRQ,Q2,623,2024,A1,GBP,48626558,42197216,20387513,5930166,10581286,12758058,6678441,0.745,2024-06-30
RRQ,Q2,623,2024,A2,GBP,44111466,40437674,15387342,5120493,9324154,7534417,6652899,0.6641,2024-06-30
RRQ,Q2,623,2024,D1,GBP,5857014,4993263,1700615,640322,728325,1341931,475914,0.6545,2024-06-30
RRQ,Q2,623,2024,D2,GBP,24234443,20954137,6966195,2969395,3175155,5129409,2559465,0.6867,2024-06-30
RRQ,Q2,623,2024,E1,GBP,35373103,33137648,12549020,3763289,6023441,6301354,2737230,0.5705,2024-06-30
RRQ,Q2,4242,2022,A1,GBP,24303103,20771813,8609635,2370596,5147999,5640127,4097935,0.6886,2024-06-30
RRQ,Q2,4242,2022,A2,GBP,8610604,7535433,2789083,847392,1541756,1741470,1126365,0.5526,2024-06-30
RRQ,Q2,4242,2022,D1,GBP,48461873,44044017,18781740,3615527,8913886,7213097,5056196,0.6235,2024-06-30
RRQ,Q2,4242,2022,D2,GBP,9997529,8671651,3254270,808759,1384157,1828225,701822,0.5874,2024-06-30
RRQ,Q2,4242,2022,E1,GBP,44190640,37586990,17159101,6157751,5021183,12259145,6023714,0.7192,2024-06-30
RRQ,Q2,4242,2023,A1,GBP,46967646,43031241,17298599,4972009,7006412,11280410,4668858,0.6731,2024-06-30
RRQ,Q2,4242,2023,A2,GBP,19761400,17825980,9316274,1698599,3788997,4112307,2232973,0.7414,2024-06-30
RRQ,Q2,4242,2023,D1,GBP,19317931,17059793,6436557,2572010,3608898,3889998,2429179,0.6827,2024-06-30
RRQ,Q2,4242,2023,D2,GBP,48573793,44537011,14303758,5104262,7309741,8689626,6535036,0.5518,2024-06-30
RRQ,Q2,4242,2023,E1,GBP,26537718,24670010,7213238,2088440,4899464,3406100,2950533,0.6263,2024-06-30
RRQ,Q2,4242,2024,A1,GBP,30163008,27173056,10752798,2552973,5519856,5199992,2212463,0.6529,2024-06-30
RRQ,Q2,4242,2024,A2,GBP,11439527,10817532,3747139,672365,1088609,2229804,1441989,0.5835,2024-06-30
RRQ,Q2,4242,2024,D1,GBP,33468214,29136019,15567743,4508947,7158946,6889474,5340574,0.7171,2024-06-30
RRQ,Q2,4242,2024,D2,GBP,9839924,8515228,3700823,916463,1152734,1451058,1508030,0.6994,2024-06-30
RRQ,Q2,4242,2024,E1,GBP,42452397,39572508,16123355,3370844,5752648,6726436,3531225,0.5641,2024-06-30
RRQ,Q2,5000,2022,A1,GBP,31139027,28133595,12630325,3450262,6421307,6760917,4373346,0.6847,2024-06-30
RRQ,Q2,5000,2022,A2,GBP,9871395,8887055,2987671,1034365,1664633,1572541,1466398,0.6215,2024-06-30
RRQ,Q2,5000,2022,D1,GBP,30596231,28028360,10434959,2951269,3411810,5354131,4226797,0.629,2024-06-30
RRQ,Q2,5000,2022,D2,GBP,41622949,38018591,12405837,4783149,8696283,9465721,4998438,0.609,2024-06-30
RRQ,Q2,5000,2022,E1,GBP,5748277,5205104,1659576,381701,1022896,1167594,919273,0.6607,2024-06-30
RRQ,Q2,5000,2023,A1,GBP,25447477,23517108,9306982,1825502,4988465,5578510,1828434,0.592,2024-06-30
RRQ,Q2,5000,2023,A2,GBP,17347542,16193493,4723755,1217646,3194523,3818294,2347027,0.5942,2024-06-30
RRQ,Q2,5000,2023,D1,GBP,41832774,37857257,13089599,2867707,4557769,9272359,4650140,0.6423,2024-06-30
RRQ,Q2,5000,2023,D2,GBP,27203030,24948702,7951299,2172487,2771727,4035150,2922473,0.6214,2024-06-30
RRQ,Q2,5000,2023,E1,GBP,27034932,23806083,10470584,2849581,4057150,4791918,2989569,0.6733,2024-06-30
RRQ,Q2,5000,2024,A1,GBP,5324262,4943928,2001679,535220,669779,886893,658692,0.6126,2024-06-30
RRQ,Q2,5000,2024,A2,GBP,27250812,24424489,10036999,2581252,5147478,4649598,3776444,0.7256,2024-06-30
RRQ,Q2,5000,2024,D1,GBP,23831816,20590693,9659516,2172819,5629139,3703125,1914580,0.7217,2024-06-30
RRQ,Q2,5000,2024,D2,GBP,6250257,5707501,2896854,710453,1367179,1091404,474708,0.7199,2024-06-30
RRQ,Q2,5000,2024,E1,GBP,22489665,21362321,8023618,2629742,3305903,3624365,3197140,0.6587,2024-06-30
RRQ,Q2,1910,2022,A1,GBP,24528623,22078515,6043345,1929532,2152098,3505419,3460485,0.5768,2024-06-30
RRQ,Q2,1910,2022,A2,GBP,46207256,42775009,14031123,3678982,8355350,9938724,7325744,0.6868,2024-06-30
RRQ,Q2,1910,2022,D1,GBP,14811252,13305693,5241961,1258573,2556019,2195056,1604844,0.6972,2024-06-30
RRQ,Q2,1910,2022,D2,GBP,7872825,7099623,3431192,747180,1795591,2025598,570498,0.6837,2024-06-30
RRQ,Q2,1910,2022,E1,GBP,48521759,44658147,16598805,5458179,9455939,7537415,5419033,0.6148,2024-06-30
RRQ,Q2,1910,2023,A1,GBP,16666863,14797705,6006421,1978392,1725597,2608887,2562860,0.6253,2024-06-30
RRQ,Q2,1910,2023,A2,GBP,19958515,17669069,8609452,1938627,3212945,4183264,2285310,0.6533,2024-06-30
RRQ,Q2,1910,2023,D1,GBP,14326005,12506589,5066706,1170621,1645585,2115580,1739312,0.638,2024-06-30
RRQ,Q2,1910,2023,D2,GBP,12941006,11536406,4406085,982926,2516566,2611548,1665245,0.6822,2024-06-30
RRQ,Q2,1910,2023,E1,GBP,48436831,41280027,14334653,5462101,6325672,11313367,3675403,0.7167,2024-06-30
RRQ,Q2,1910,2024,A1,GBP,43404342,37615684,17018037,3813942,5811322,9904234,4919904,0.5794,2024-06-30
RRQ,Q2,1910,2024,A2,GBP,49408959,46677897,16409481,5669570,8620950,10457875,4690318,0.7143,2024-06-30
RRQ,Q2,1910,2024,D1,GBP,32566096,30268935,14101753,2579432,6153045,5519568,4553253,0.6702,2024-06-30
RRQ,Q2,1910,2024,D2,GBP,27996279,25466908,8649648,2833938,3628090,4180601,3668476,0.7345,2024-06-30
RRQ,Q2,1910,2024,E1,GBP,38846994,36230704,15520239,3141712,8813963,8537557,6181454,0.6869,2024-06-30
RRQ,Q2,2010,2022,A1,GBP,40663660,35041975,14411186,2990675,7162169,9670680,6205707,0.6507,2024-06-30
RRQ,Q2,2010,2022,A2,GBP,48569204,43327052,20472637,5246489,7287023,11981211,5325426,0.6363,2024-06-30
RRQ,Q2,2010,2022,D1,GBP,30584348,28457576,12751574,3484316,5030099,5407013,2620604,0.6201,2024-06-30
RRQ,Q2,2010,2022,D2,GBP,20603675,17685818,8739973,2328292,3039991,3032946,3190600,0.732,2024-06-30
RRQ,Q2,2010,2022,E1,GBP,5477417,4720344,1466170,603206,1048348,959490,562687,0.6656,2024-06-30
RRQ,Q2,2010,2023,A1,GBP,15387014,13979671,4675817,1501396,2569930,3150920,2431488,0.6352,2024-06-30
RRQ,Q2,2010,2023,A2,GBP,31672696,28230596,14101543,3291431,4974279,6904547,3065408,0.701,2024-06-30
RRQ,Q2,2010,2023,D1,GBP,25579140,23722591,8842767,1937412,5494670,3810194,2289102,0.6655,2024-06-30
RRQ,Q2,2010,2023,D2,GBP,15857886,14285328,5747774,1627949,2466124,3045651,974570,0.5701,2024-06-30
RRQ,Q2,2010,2023,E1,GBP,31112305,26461919,9877127,2647285,7747096,6635396,2533547,0.7429,2024-06-30
RRQ,Q2,2010,2024,A1,GBP,19882749,18111253,7661390,2396010,2855936,4110678,1774284,0.6242,2024-06-30
RRQ,Q2,2010,2024,A2,GBP,45095705,41819991,11459769,3783875,3852375,9371609,6067237,0.5615,2024-06-30
RRQ,Q2,2010,2024,D1,GBP,39772678,33940449,14003498,3660693,4741475,5648607,2545633,0.6072,2024-06-30
RRQ,Q2,2010,2024,D2,GBP,21056240,19952147,6109333,1829614,3296433,4788383,2306025,0.681,2024-06-30
RRQ,Q2,2010,2024,E1,GBP,18442602,17035294,5069369,1313991,2493778,4410880,2859622,0.6535,2024-06-30
RRQ,Q2,2525,2022,A1,GBP,28360276,26419057,8220359,3448904,4233294,4933236,1769163,0.6195,2024-06-30
RRQ,Q2,2525,2022,A2,GBP,16746385,14412717,4459272,1368557,3588888,3812904,2574865,0.6314,2024-06-30
RRQ,Q2,2525,2022,D1,GBP,41098085,37296075,17814468,5758125,7691939,10367655,6256468,0.7126,2024-06-30
RRQ,Q2,2525,2022,D2,GBP,35792796,33632786,16178860,3640500,4951473,6793149,5362559,0.6863,2024-06-30
RRQ,Q2,2525,2022,E1,GBP,19789607,17276188,6710100,2652259,3435633,2739066,3049424,0.6854,2024-06-30
RRQ,Q2,2525,2023,A1,GBP,21660286,19275338,8218786,1765755,3432982,3101235,1935248,0.6075,2024-06-30
RRQ,Q2,2525,2023,A2,GBP,19667724,17246776,9807137,2412748,4759038,4297655,1862843,0.7289,2024-06-30
RRQ,Q2,2525,2023,D1,GBP,21244137,18496799,7093282,1923582,4213200,3558710,1785571,0.7245,2024-06-30
RRQ,Q2,2525,2023,D2,GBP,10267211,9408280,4109310,1241094,1817028,1466403,1212388,0.6852,2024-06-30
RRQ,Q2,2525,2023,E1,GBP,46652289,43844386,19000028,4503399,5861830,6766439,6139059,0.6131,2024-06-30
RRQ,Q2,2525,2024,A1,GBP,39301597,34279217,13648198,2510861,7380369,7042380,4313958,0.6061,2024-06-30
RRQ,Q2,2525,2024,A2,GBP,38720540,36243974,15177485,3495192,4175285,7283054,3534243,0.6195,2024-06-30
RRQ,Q2,2525,2024,D1,GBP,5564963,4847501,1765339,407423,837804,774435,560321,0.5524,2024-06-30
RRQ,Q2,2525,2024,D2,GBP,20914139,19781694,6351823,1495243,2965300,3584533,2687963,0.6039,2024-06-30
RRQ,Q2,2525,2024,E1,GBP,29499968,25899879,9653830,2405424,5639154,5225217,2445117,0.7209,2024-06-30
