Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRA,N/A,2987,2019,5,D2,GBP,18541677,15760425,10155657,320704,213803,10690164,143,103,2024-12-31,2024
RRA,N/A,2987,2019,0,E1,GBP,11542261,9810921,1259201,3022083,2014722,6296006,212,14,2024-12-31,2019
RRA,N/A,2987,2019,1,E1,GBP,11066231,9406296,2451296,2731444,1820963,7003703,485,136,2024-12-31,2020
RRA,N/A,2987,2019,2,E1,GBP,3434143,2919021,779080,467448,311632,1558160,328,146,2024-12-31,2021
RRA,N/A,2987,2019,3,E1,GBP,4354814,3701591,1356732,438329,292219,2087280,119,171,2024-12-31,2022
RRA,N/A,2987,2019,4,E1,GBP,9898649,8413851,3983078,597461,398307,4978846,188,32,2024-12-31,2023
RRA,N/A,2987,2019,5,E1,GBP,9196824,7817300,5223062,164938,109959,5497959,90,217,2024-12-31,2024
RRA,N/A,2987,2020,0,A1,GBP,19227370,16343264,2812641,6750338,4500225,14063204,323,67,2024-12-31,2020
RRA,N/A,2987,2020,1,A1,GBP,18748304,15936058,2973391,3313207,2208805,8495403,428,100,2024-12-31,2021
RRA,N/A,2987,2020,2,A1,GBP,11045483,9388660,4543572,2726143,1817429,9087144,63,36,2024-12-31,2022
RRA,N/A,2987,2020,3,A1,GBP,9874003,8392902,3184479,1028831,685887,4899197,64,250,2024-12-31,2023
RRA,N/A,2987,2020,4,A1,GBP,19563105,16628639,8015851,1202377,801585,10019813,154,251,2024-12-31,2024
RRA,N/A,2987,2020,0,A2,GBP,8067558,6857424,1189230,2854153,1902768,5946151,114,71,2024-12-31,2020
RRA,N/A,2987,2020,1,A2,GBP,9857829,8379154,2250121,2507277,1671518,6428916,138,10,2024-12-31,2021
RRA,N/A,2987,2020,2,A2,GBP,4097022,3482468,1441565,864939,576626,2883130,434,73,2024-12-31,2022
RRA,N/A,2987,2020,3,A2,GBP,2479306,2107410,727482,235032,156688,1119202,404,46,2024-12-31,2023
RRA,N/A,2987,2020,4,A2,GBP,9789760,8321296,4030505,604575,403050,5038130,236,229,2024-12-31,2024
RRA,N/A,2987,2020,0,D1,GBP,15350791,13048172,2070400,4968960,3312640,10352000,67,8,2024-12-31,2020
RRA,N/A,2987,2020,1,D1,GBP,6001431,5101216,1403630,1564045,1042696,4010371,437,67,2024-12-31,2021
RRA,N/A,2987,2020,2,D1,GBP,19539665,16608715,4975165,2985099,1990066,9950330,75,13,2024-12-31,2022
RRA,N/A,2987,2020,3,D1,GBP,11343433,9641918,4393418,1419412,946274,6759104,487,16,2024-12-31,2023
RRA,N/A,2987,2020,4,D1,GBP,13006085,11055172,5556518,833477,555651,6945646,137,276,2024-12-31,2024
RRA,N/A,2987,2020,0,D2,GBP,4449181,3781803,526312,1263150,842100,2631562,296,42,2024-12-31,2020
RRA,N/A,2987,2020,1,D2,GBP,6185949,5258056,1776028,1979003,1319335,5074366,131,30,2024-12-31,2021
RRA,N/A,2987,2020,2,D2,GBP,6940891,5899757,2785263,1671157,1114105,5570525,22,48,2024-12-31,2022
RRA,N/A,2987,2020,3,D2,GBP,12146294,10324349,6023596,1946084,1297389,9267069,220,225,2024-12-31,2023
RRA,N/A,2987,2020,4,D2,GBP,9327110,7928043,4154087,623113,415408,5192608,413,291,2024-12-31,2024
RRA,N/A,2987,2020,0,E1,GBP,4627087,3933023,558042,1339301,892867,2790210,29,49,2024-12-31,2020
RRA,N/A,2987,2020,1,E1,GBP,8463637,7194091,1569498,1748869,1165913,4484280,480,84,2024-12-31,2021
RRA,N/A,2987,2020,2,E1,GBP,12732589,10822700,3642006,2185203,1456802,7284011,417,60,2024-12-31,2022
RRA,N/A,2987,2020,3,E1,GBP,8480073,7208062,2532597,818223,545482,3896302,108,135,2024-12-31,2023
RRA,N/A,2987,2020,4,E1,GBP,12014643,10212446,5396412,809461,539641,6745514,45,320,2024-12-31,2024
RRA,N/A,2987,2021,0,A1,GBP,10365880,8810998,1224124,2937898,1958598,6120620,270,41,2024-12-31,2021
RRA,N/A,2987,2021,1,A1,GBP,18992414,16143551,3871812,4314304,2876203,11062319,24,22,2024-12-31,2022
RRA,N/A,2987,2021,2,A1,GBP,9764927,8300187,2545848,1527509,1018339,5091696,145,12,2024-12-31,2023
RRA,N/A,2987,2021,3,A1,GBP,4637385,3941777,2075733,670621,447080,3193434,186,245,2024-12-31,2024
RRA,N/A,2987,2021,0,A2,GBP,11525264,9796474,1439638,3455131,2303421,7198190,271,12,2024-12-31,2021
RRA,N/A,2987,2021,1,A2,GBP,13925013,11836261,3946775,4397835,2931890,11276500,107,47,2024-12-31,2022
RRA,N/A,2987,2021,2,A2,GBP,2489364,2115959,912991,547795,365196,1825982,10,135,2024-12-31,2023
RRA,N/A,2987,2021,3,A2,GBP,19067450,16207332,8982348,2901989,1934659,13818996,491,249,2024-12-31,2024
RRA,N/A,2987,2021,0,D1,GBP,7611401,6469690,906804,2176331,1450887,4534022,45,69,2024-12-31,2021
RRA,N/A,2987,2021,1,D1,GBP,12079674,10267722,2956400,3294275,2196183,8446858,349,23,2024-12-31,2022
RRA,N/A,2987,2021,2,D1,GBP,11077143,9415571,3615850,2169510,1446340,7231700,351,107,2024-12-31,2023
RRA,N/A,2987,2021,3,D1,GBP,11944882,10153149,4743600,1532547,1021698,7297845,161,187,2024-12-31,2024
RRA,N/A,2987,2021,0,D2,GBP,5271069,4480408,555292,1332701,888467,2776460,350,39,2024-12-31,2021
RRA,N/A,2987,2021,1,D2,GBP,6839388,5813479,1666567,1857032,1238021,4761620,164,74,2024-12-31,2022
RRA,N/A,2987,2021,2,D2,GBP,19385721,16477862,7594259,4556555,3037703,15188517,165,75,2024-12-31,2023
RRA,N/A,2987,2021,3,D2,GBP,8052560,6844676,3255415,1051749,701166,5008330,306,204,2024-12-31,2024
RRA,N/A,2987,2021,0,E1,GBP,11812889,10040955,1502588,3606211,2404141,7512940,236,70,2024-12-31,2021
RRA,N/A,2987,2021,1,E1,GBP,8170629,6945034,1871599,2085497,1390331,5347427,416,133,2024-12-31,2022
RRA,N/A,2987,2021,2,E1,GBP,6693898,5689813,2388182,1432909,955273,4776364,155,134,2024-12-31,2023
RRA,N/A,2987,2021,3,E1,GBP,12247051,10409993,3879629,1253418,835612,5968659,497,252,2024-12-31,2024
RRA,N/A,2987,2022,0,A1,GBP,8880882,7548749,1277280,3065474,2043649,6386403,125,21,2024-12-31,2022
RRA,N/A,2987,2022,1,A1,GBP,5944378,5052721,956566,1065888,710592,2733046,135,86,2024-12-31,2023
RRA,N/A,2987,2022,2,A1,GBP,3443709,2927152,1088498,653099,435399,2176996,463,163,2024-12-31,2024
RRA,N/A,2987,2022,0,A2,GBP,7524163,6395538,1109570,2662969,1775313,5547852,206,51,2024-12-31,2022
RRA,N/A,2987,2022,1,A2,GBP,14410124,12248605,2761812,3077448,2051632,7890892,345,124,2024-12-31,2023
RRA,N/A,2987,2022,2,A2,GBP,1186053,1008145,478610,287166,191444,957220,450,199,2024-12-31,2024
RRA,N/A,2987,2022,0,D1,GBP,4576476,3890004,696876,1672503,1115002,3484381,122,19,2024-12-31,2022
RRA,N/A,2987,2022,1,D1,GBP,18379778,15622811,4090180,4557629,3038419,11686228,295,46,2024-12-31,2023
RRA,N/A,2987,2022,2,D1,GBP,5072118,4311300,1604272,962563,641708,3208543,420,121,2024-12-31,2024
RRA,N/A,2987,2022,0,D2,GBP,18821828,15998553,3181479,7635551,5090367,15907397,314,33,2024-12-31,2022
RRA,N/A,2987,2022,1,D2,GBP,15850299,13472754,3855923,4296600,2864400,11016923,378,92,2024-12-31,2023
RRA,N/A,2987,2022,2,D2,GBP,15319043,13021186,5991489,3594893,2396595,11982977,290,116,2024-12-31,2024
RRA,N/A,2987,2022,0,E1,GBP,6340453,5389385,947849,2274839,1516559,4739247,253,47,2024-12-31,2022
RRA,N/A,2987,2022,1,E1,GBP,9697025,8242471,2547881,2839067,1892711,7279659,440,115,2024-12-31,2023
RRA,N/A,2987,2022,2,E1,GBP,10305024,8759270,3896976,2338185,1558790,7793951,276,126,2024-12-31,2024
RRA,N/A,2987,2023,0,A1,GBP,9027759,7673595,1010818,2425963,1617309,5054090,49,74,2024-12-31,2023
RRA,N/A,2987,2023,1,A1,GBP,10587445,8999328,2015098,2245395,1496930,5757423,181,58,2024-12-31,2024
RRA,N/A,2987,2023,0,A2,GBP,19124501,16255825,1844485,4426765,2951177,9222427,87,24,2024-12-31,2023
RRA,N/A,2987,2023,1,A2,GBP,13852531,11774651,3527588,3930741,2620494,10078823,371,39,2024-12-31,2024
RRA,N/A,2987,2023,0,D1,GBP,3155162,2681887,388682,932838,621892,1943412,179,56,2024-12-31,2023
RRA,N/A,2987,2023,1,D1,GBP,16633825,14138751,3588055,3998119,2665412,10251586,115,77,2024-12-31,2024
RRA,N/A,2987,2023,0,D2,GBP,14068673,11958372,2284570,5482969,3655313,11422852,309,72,2024-12-31,2023
RRA,N/A,2987,2023,1,D2,GBP,1655383,1407075,459273,511761,341174,1312208,401,104,2024-12-31,2024
RRA,N/A,2987,2023,0,E1,GBP,13763469,11698948,1763903,4233369,2822246,8819518,492,37,2024-12-31,2023
RRA,N/A,2987,2023,1,E1,GBP,11019777,9366810,2898052,3229258,2152839,8280149,446,76,2024-12-31,2024
RRA,N/A,2987,2024,0,A1,GBP,19059685,16200732,2855164,6852395,4568263,14275822,289,62,2024-12-31,2024
RRA,N/A,2987,2024,0,A2,GBP,8400050,7140042,1084096,2601831,1734554,5420481,149,45,2024-12-31,2024
RRA,N/A,2987,2024,0,D1,GBP,17295441,14701124,1596749,3832198,2554799,7983746,182,69,2024-12-31,2024
RRA,N/A,2987,2024,0,D2,GBP,14566616,12381623,2154905,5171772,3447848,10774525,440,48,2024-12-31,2024
RRA,N/A,2987,2024,0,E1,GBP,5282478,4490106,889874,2135698,1423799,4449371,283,3,2024-12-31,2024
RRA,N/A,33,2018,0,A1,GBP,14221125,12087956,1953291,4687900,3125266,9766457,349,3,2024-12-31,2018
RRA,N/A,33,2018,1,A1,GBP,3816809,3244287,944602,1052557,701704,2698863,79,84,2024-12-31,2019
RRA,N/A,33,2018,2,A1,GBP,7097814,6033141,1668390,1001034,667356,3336780,204,86,2024-12-31,2020
RRA,N/A,33,2018,3,A1,GBP,8102140,6886819,3327725,1075111,716740,5119576,182,256,2024-12-31,2021
RRA,N/A,33,2018,4,A1,GBP,13721364,11663159,6161470,924220,616147,7701837,497,176,2024-12-31,2022
RRA,N/A,33,2018,5,A1,GBP,9464827,8045102,7049082,222602,148401,7420085,250,13,2024-12-31,2023
RRA,N/A,33,2018,6,A1,GBP,19099899,16234914,8992886,0,0,8992886,497,184,2024-12-31,2024
RRA,N/A,33,2018,0,A2,GBP,8523647,7245099,1210456,2905094,1936729,6052279,409,67,2024-12-31,2018
RRA,N/A,33,2018,1,A2,GBP,2350838,1998212,618488,689172,459448,1767108,496,45,2024-12-31,2019
RRA,N/A,33,2018,2,A2,GBP,7689434,6536018,3020761,1812456,1208304,6041521,328,41,2024-12-31,2020
RRA,N/A,33,2018,3,A2,GBP,9004240,7653604,2929236,946368,630912,4506516,352,40,2024-12-31,2021
RRA,N/A,33,2018,4,A2,GBP,19923678,16935126,13215021,1982253,1321502,16518776,248,290,2024-12-31,2022
RRA,N/A,33,2018,5,A2,GBP,9598111,8158394,6900286,217903,145269,7263458,95,299,2024-12-31,2023
RRA,N/A,33,2018,6,A2,GBP,4843085,4116622,3686153,0,0,3686153,93,164,2024-12-31,2024
RRA,N/A,33,2018,0,D1,GBP,4627192,3933113,630662,1513589,1009059,3153310,485,32,2024-12-31,2018
RRA,N/A,33,2018,1,D1,GBP,13593211,11554229,2895783,3226730,2151153,8273666,376,37,2024-12-31,2019
RRA,N/A,33,2018,2,D1,GBP,3550018,3017515,1219145,731487,487658,2438290,435,163,2024-12-31,2020
RRA,N/A,33,2018,3,D1,GBP,9148673,7776372,2918374,942859,628573,4489806,405,103,2024-12-31,2021
RRA,N/A,33,2018,4,D1,GBP,5061933,4302643,3112039,466805,311203,3890047,299,20,2024-12-31,2022
RRA,N/A,33,2018,5,D1,GBP,12650225,10752691,7968923,251650,167766,8388339,348,184,2024-12-31,2023
RRA,N/A,33,2018,6,D1,GBP,3313804,2816733,2161873,0,0,2161873,184,11,2024-12-31,2024
RRA,N/A,33,2018,0,D2,GBP,15094832,12830607,2351570,5643769,3762513,11757852,64,45,2024-12-31,2018
RRA,N/A,33,2018,1,D2,GBP,13153013,11180061,3241979,3612491,2408327,9262797,434,84,2024-12-31,2019
RRA,N/A,33,2018,2,D2,GBP,6133531,5213501,1914259,1148555,765703,3828517,385,136,2024-12-31,2020
RRA,N/A,33,2018,3,D2,GBP,10062461,8553091,4554644,1471500,981000,7007144,480,181,2024-12-31,2021
RRA,N/A,33,2018,4,D2,GBP,17223484,14639961,8762612,1314391,876261,10953264,432,303,2024-12-31,2022
RRA,N/A,33,2018,5,D2,GBP,10005859,8504980,5502979,173778,115852,5792609,135,46,2024-12-31,2023
RRA,N/A,33,2018,6,D2,GBP,10359278,8805386,8314900,0,0,8314900,134,389,2024-12-31,2024
RRA,N/A,33,2018,0,E1,GBP,16593028,14104073,2249815,5399556,3599704,11249075,352,39,2024-12-31,2018
RRA,N/A,33,2018,1,E1,GBP,12287597,10444457,1984668,2211487,1474324,5670479,445,59,2024-12-31,2019
RRA,N/A,33,2018,2,E1,GBP,7101533,6036303,2290315,1374189,916126,4580630,191,68,2024-12-31,2020
RRA,N/A,33,2018,3,E1,GBP,12419876,10556894,4535877,1465437,976958,6978272,315,236,2024-12-31,2021
RRA,N/A,33,2018,4,E1,GBP,10270035,8729529,5523770,828565,552377,6904712,274,81,2024-12-31,2022
RRA,N/A,33,2018,5,E1,GBP,3872694,3291789,2010761,63497,42331,2116589,218,242,2024-12-31,2023
RRA,N/A,33,2018,6,E1,GBP,19628622,16684328,14785570,0,0,14785570,363,248,2024-12-31,2024
RRA,N/A,33,2019,0,A1,GBP,17469231,14848846,2198571,5276572,3517715,10992858,18,10,2024-12-31,2019
RRA,N/A,33,2019,1,A1,GBP,10872907,9241970,2049798,2284061,1522707,5856566,364,45,2024-12-31,2020
RRA,N/A,33,2019,2,A1,GBP,11274569,9583383,4033950,2420370,1613580,8067900,198,123,2024-12-31,2021
RRA,N/A,33,2019,3,A1,GBP,19571470,16635749,8426294,2722341,1814894,12963529,227,250,2024-12-31,2022
RRA,N/A,33,2019,4,A1,GBP,19467972,16547776,9069217,1360382,906921,11336520,369,189,2024-12-31,2023
RRA,N/A,33,2019,5,A1,GBP,10090446,8576879,5489371,173348,115565,5778284,128,62,2024-12-31,2024
RRA,N/A,33,2019,0,A2,GBP,7462056,6342747,859955,2063894,1375929,4299778,390,55,2024-12-31,2019
RRA,N/A,33,2019,1,A2,GBP,7212597,6130707,1329395,1481325,987550,3798270,388,88,2024-12-31,2020
RRA,N/A,33,2019,2,A2,GBP,10277787,8736118,3801928,2281156,1520771,7603855,399,136,2024-12-31,2021
RRA,N/A,33,2019,3,A2,GBP,10495860,8921481,5745777,1856328,1237552,8839657,436,67,2024-12-31,2022
RRA,N/A,33,2019,4,A2,GBP,10940381,9299323,4734937,710240,473493,5918670,101,127,2024-12-31,2023
RRA,N/A,33,2019,5,A2,GBP,1474740,1253529,1027225,32438,21625,1081288,74,137,2024-12-31,2024
RRA,N/A,33,2019,0,D1,GBP,2527253,2148165,424435,1018646,679097,2122178,293,30,2024-12-31,2019
RRA,N/A,33,2019,1,D1,GBP,5237236,4451650,1292559,1440280,960186,3693025,395,89,2024-12-31,2020
RRA,N/A,33,2019,2,D1,GBP,4442270,3775929,1774882,1064929,709952,3549763,303,75,2024-12-31,2021
RRA,N/A,33,2019,3,D1,GBP,16750347,14237794,6984320,2256472,1504315,10745107,184,64,2024-12-31,2022
RRA,N/A,33,2019,4,D1,GBP,2723916,2315328,1200683,180102,120068,1500853,451,199,2024-12-31,2023
RRA,N/A,33,2019,5,D1,GBP,4828129,4103909,3572351,112811,75207,3760369,215,243,2024-12-31,2024
RRA,N/A,33,2019,0,D2,GBP,3485785,2962917,474630,1139112,759408,2373150,361,6,2024-12-31,2019
RRA,N/A,33,2019,1,D2,GBP,6091113,5177446,1086579,1210759,807173,3104511,298,56,2024-12-31,2020
RRA,N/A,33,2019,2,D2,GBP,3858196,3279466,1635040,981024,654016,3270080,70,145,2024-12-31,2021
RRA,N/A,33,2019,3,D2,GBP,14964482,12719809,6736150,2176294,1450863,10363307,414,208,2024-12-31,2022
RRA,N/A,33,2019,4,D2,GBP,8572803,7286882,5214166,782125,521416,6517707,204,188,2024-12-31,2023
RRA,N/A,33,2019,5,D2,GBP,15855251,13476963,8569671,270621,180414,9020706,311,212,2024-12-31,2024
RRA,N/A,33,2019,0,E1,GBP,11246860,9559831,1523841,3657218,2438145,7619204,40,63,2024-12-31,2019
RRA,N/A,33,2019,1,E1,GBP,4329726,3680267,1256324,1399904,933269,3589497,116,113,2024-12-31,2020
RRA,N/A,33,2019,2,E1,GBP,8080830,6868705,2245898,1347539,898359,4491796,51,42,2024-12-31,2021
RRA,N/A,33,2019,3,E1,GBP,9048539,7691258,3055614,987198,658132,4700944,48,55,2024-12-31,2022
RRA,N/A,33,2019,4,E1,GBP,1089782,926314,534783,80217,53478,668478,362,247,2024-12-31,2023
RRA,N/A,33,2019,5,E1,GBP,16767646,14252499,9023987,284968,189978,9498933,128,144,2024-12-31,2024
RRA,N/A,33,2020,0,A1,GBP,10486454,8913485,1533528,3680468,2453645,7667641,242,8,2024-12-31,2020
RRA,N/A,33,2020,1,A1,GBP,8832403,7507542,2533553,2823102,1882068,7238723,413,113,2024-12-31,2021
RRA,N/A,33,2020,2,A1,GBP,7637711,6492054,2367902,1420741,947161,4735804,288,60,2024-12-31,2022
RRA,N/A,33,2020,3,A1,GBP,5999254,5099365,3171727,1024711,683141,4879579,433,50,2024-12-31,2023
RRA,N/A,33,2020,4,A1,GBP,3396116,2886698,1287413,193112,128741,1609266,415,129,2024-12-31,2024
RRA,N/A,33,2020,0,A2,GBP,10684164,9081539,1336933,3208641,2139094,6684668,249,71,2024-12-31,2020
RRA,N/A,33,2020,1,A2,GBP,11203607,9523065,2862103,3189201,2126134,8177438,492,50,2024-12-31,2021
RRA,N/A,33,2020,2,A2,GBP,17793059,15124100,5925023,3555013,2370009,11850045,234,23,2024-12-31,2022
RRA,N/A,33,2020,3,A2,GBP,2337505,1986879,1224268,395532,263688,1883488,386,110,2024-12-31,2023
RRA,N/A,33,2020,4,A2,GBP,9400952,7990809,3462152,519322,346215,4327689,127,280,2024-12-31,2024
RRA,N/A,33,2020,0,D1,GBP,1696101,1441685,288279,691869,461246,1441394,354,28,2024-12-31,2020
RRA,N/A,33,2020,1,D1,GBP,2349950,1997457,621174,692166,461444,1774784,99,85,2024-12-31,2021
RRA,N/A,33,2020,2,D1,GBP,18413536,15651505,6542364,3925418,2616945,13084727,479,73,2024-12-31,2022
RRA,N/A,33,2020,3,D1,GBP,7089765,6026300,3911464,1263703,842469,6017636,233,214,2024-12-31,2023
RRA,N/A,33,2020,4,D1,GBP,17499579,14874642,11726427,1758964,1172642,14658033,250,146,2024-12-31,2024
RRA,N/A,33,2020,0,D2,GBP,14701888,12496604,1715190,4116458,2744305,8575953,353,11,2024-12-31,2020
RRA,N/A,33,2020,1,D2,GBP,6396386,5436928,1302768,1451655,967770,3722193,365,90,2024-12-31,2021
RRA,N/A,33,2020,2,D2,GBP,10670984,9070336,3815055,2289033,1526022,7630110,215,197,2024-12-31,2022
RRA,N/A,33,2020,3,D2,GBP,19458179,16539452,5877172,1898778,1265852,9041802,55,107,2024-12-31,2023
RRA,N/A,33,2020,4,D2,GBP,9469100,8048735,4388431,658264,438843,5485538,405,168,2024-12-31,2024
RRA,N/A,33,2020,0,E1,GBP,18266984,15526936,2849543,6838903,4559268,14247714,10,68,2024-12-31,2020
RRA,N/A,33,2020,1,E1,GBP,19206419,16325456,4267218,4754900,3169933,12192051,37,35,2024-12-31,2021
RRA,N/A,33,2020,2,E1,GBP,18395939,15636548,5470140,3282084,2188056,10940280,397,130,2024-12-31,2022
RRA,N/A,33,2020,3,E1,GBP,15832433,13457568,7759436,2506894,1671263,11937593,114,91,2024-12-31,2023
RRA,N/A,33,2020,4,E1,GBP,19428753,16514440,7808886,1171332,780888,9761106,157,183,2024-12-31,2024
