Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRA,N/A,1183,2024,A2,GBP,7954800,7234323,2330129,802118,870692,1662968,1087341,0.6874,2024-12-31
RRA,N/A,1183,2024,D1,GBP,25970231,24044522,8520066,1742225,2737674,3705414,2589785,0.5545,2024-12-31
RRA,N/A,1183,2024,D2,GBP,34602768,30355811,10589095,2638604,8089157,7385162,2731183,0.6842,2024-12-31
RRA,N/A,1183,2024,E1,GBP,41408485,36516010,11360737,4376080,5306014,6392399,2841973,0.6201,2024-12-31
RRA,N/A,2791,2018,A1,GBP,46155375,41727122,13960379,3459660,11117339,7063648,5296779,0.7284,2024-12-31
RRA,N/A,2791,2018,A2,GBP,10779387,9355411,3963912,1090730,2172446,2327475,1317892,0.6353,2024-12-31
RRA,N/A,2791,2018,D1,GBP,25967537,22586945,10045424,2896347,2652690,6156029,3436369,0.6165,2024-12-31
RRA,N/A,2791,2018,D2,GBP,43103695,40141828,16791688,3647667,5990114,8369566,5130926,0.5764,2024-12-31
RRA,N/A,2791,2018,E1,GBP,36232234,34230215,10341237,4424094,4705089,6363903,2975602,0.6441,2024-12-31
RRA,N/A,2791,2019,A1,GBP,49639515,46466515,15211953,4548973,4986968,6806683,5253782,0.6161,2024-12-31
RRA,N/A,2791,2019,A2,GBP,16462297,14566853,5714638,1505474,2307577,3422917,1158566,0.6065,2024-12-31
RRA,N/A,2791,2019,D1,GBP,42322585,39327969,16108766,4030809,6695541,9328042,5242532,0.6799,2024-12-31
RRA,N/A,2791,2019,D2,GBP,37371615,33039176,15088605,3726554,7187695,6724102,5108567,0.6268,2024-12-31
RRA,N/A,2791,2019,E1,GBP,41542580,36030234,17194607,4977309,8366689,10511943,3352276,0.6888,2024-12-31
RRA,N/A,2791,2020,A1,GBP,45001949,40749659,18698209,3401192,9865952,6186060,3363435,0.6426,2024-12-31
RRA,N/A,2791,2020,A2,GBP,45024089,39976487,17385711,5264225,5330501,11523283,7391039,0.7043,2024-12-31
RRA,N/A,2791,2020,D1,GBP,47690150,44147142,20313383,4933408,7072610,10970980,5672805,0.712,2024-12-31
RRA,N/A,2791,2020,D2,GBP,18801721,16576721,7369073,2468738,2721516,5015231,2131805,0.6863,2024-12-31
RRA,N/A,2791,2020,E1,GBP,28103207,25525375,12265708,3175337,6717367,7788978,2299089,0.7481,2024-12-31
RRA,N/A,2791,2021,A1,GBP,41835057,35563326,17669460,6155270,5348648,7977318,3256283,0.7436,2024-12-31
RRA,N/A,2791,2021,A2,GBP,33971936,30215551,11620865,3243434,5308337,7248378,4676442,0.6904,2024-12-31
RRA,N/A,2791,2021,D1,GBP,36868081,33385601,13910747,2897805,4973096,5489629,4919056,0.5778,2024-12-31
RRA,N/A,2791,2021,D2,GBP,13425461,11507964,3134315,1333099,1915539,2225373,1924773,0.5769,2024-12-31
RRA,N/A,2791,2021,E1,GBP,10681667,9940296,4058869,1167973,1783052,2381256,1193442,0.5774,2024-12-31
RRA,N/A,2791,2022,A1,GBP,35493889,32129245,12379073,3135891,4330440,7425278,4319625,0.6519,2024-12-31
RRA,N/A,2791,2022,A2,GBP,20888021,18317228,9805747,2279942,2266305,3002213,2494796,0.6924,2024-12-31
RRA,N/A,2791,2022,D1,GBP,29734891,26706490,10338035,1944652,5044447,6754950,4215081,0.5726,2024-12-31
RRA,N/A,2791,2022,D2,GBP,23751583,20374665,10186013,1662271,3733847,5319794,3727301,0.643,2024-12-31
RRA,N/A,2791,2022,E1,GBP,10239988,9256127,4036143,1134446,2325924,2159170,714673,0.6868,2024-12-31
RRA,N/A,2791,2023,A1,GBP,35469757,31813649,14353348,3288966,7918340,8324037,3318584,0.6525,2024-12-31
RRA,N/A,2791,2023,A2,GBP,7370703,6705597,2494662,906521,1026305,1654876,948261,0.689,2024-12-31
RRA,N/A,2791,2023,D1,GBP,43443983,41229924,15644295,3954027,5047779,5270245,4280407,0.5603,2024-12-31
RRA,N/A,2791,2023,D2,GBP,23646117,21555322,6851155,1784546,4234874,4554009,3357957,0.6004,2024-12-31
RRA,N/A,2791,2023,E1,GBP,15142539,13431079,4673143,1840398,2036426,2438289,1849231,0.6818,2024-12-31
RRA,N/A,2791,2024,A1,GBP,7220667,6198510,1980980,863792,807674,1336326,1112323,0.6186,2024-12-31
RRA,N/A,2791,2024,A2,GBP,30713901,27458795,10852393,2222443,5448883,4937585,3603668,0.5976,2024-12-31
RRA,N/A,2791,2024,D1,GBP,12784250,11459820,3890003,1057837,2433809,2755126,967712,0.5605,2024-12-31
RRA,N/A,2791,2024,D2,GBP,31177187,26953145,13292221,2034525,6744690,5826207,4057014,0.6449,2024-12-31
RRA,N/A,2791,2024,E1,GBP,40584704,34663467,18817245,4562592,9508375,7979186,6623556,0.6866,2024-12-31
RRA,N/A,623,2018,A1,GBP,23293245,20421392,6172435,2377585,3280082,5096667,3052043,0.617,2024-12-31
RRA,N/A,623,2018,A2,GBP,44508618,40146561,18906997,6246435,6664254,6333998,3173693,0.7041,2024-12-31
RRA,N/A,623,2018,D1,GBP,9560178,8219553,2277006,763597,1023891,1355410,681043,0.5524,2024-12-31
RRA,N/A,623,2018,D2,GBP,6590511,5639422,2568092,841150,858774,1420640,525255,0.6739,2024-12-31
RRA,N/A,623,2018,E1,GBP,13051527,11883005,3796594,1305931,2069972,2670119,945582,0.5673,2024-12-31
RRA,N/A,623,2019,A1,GBP,12438687,10888000,4629558,1659672,2380892,3296223,1212557,0.6891,2024-12-31
RRA,N/A,623,2019,A2,GBP,33654370,30852910,14620570,2913143,7093151,5918735,2533735,0.6884,2024-12-31
RRA,N/A,623,2019,D1,GBP,31077862,26602832,13157139,2423156,4562393,5716416,4584867,0.6165,2024-12-31
RRA,N/A,623,2019,D2,GBP,45956666,42029591,12493604,4450116,6824101,9323883,3348853,0.6285,2024-12-31
RRA,N/A,623,2019,E1,GBP,34634046,29796664,10126778,3771881,4803696,6941438,5628421,0.6931,2024-12-31
RRA,N/A,623,2020,A1,GBP,14989441,12742325,4196356,1418489,1839533,2713229,1618959,0.6806,2024-12-31
RRA,N/A,623,2020,A2,GBP,5248554,4954588,1875654,492238,1092786,1220906,746579,0.6531,2024-12-31
RRA,N/A,623,2020,D1,GBP,41247424,36645959,14895926,4369340,4277471,7538098,6106373,0.5952,2024-12-31
RRA,N/A,623,2020,D2,GBP,27376760,24366999,11080420,3680729,3159312,5767281,4587492,0.6864,2024-12-31
RRA,N/A,623,2020,E1,GBP,10399363,9630281,3637407,898634,1948677,2939149,1487193,0.7182,2024-12-31
RRA,N/A,623,2021,A1,GBP,25056849,23544569,10174396,2347252,2883379,5639200,3631560,0.6892,2024-12-31
RRA,N/A,623,2021,A2,GBP,14391412,12269203,5603919,993020,1826133,2874845,1575631,0.5571,2024-12-31
RRA,N/A,623,2021,D1,GBP,38533235,35967886,13534609,5051089,3983721,5345360,5521401,0.6568,2024-12-31
RRA,N/A,623,2021,D2,GBP,7873234,6858908,2962181,756809,1679547,1858533,896791,0.6311,2024-12-31
RRA,N/A,623,2021,E1,GBP,43879232,37613424,16247198,3897661,4026540,9985311,5046004,0.5966,2024-12-31
RRA,N/A,623,2022,A1,GBP,21286150,18371092,6636440,1542699,3107083,5270945,2474702,0.6903,2024-12-31
RRA,N/A,623,2022,A2,GBP,16454770,14091795,7613347,1314646,3173939,3812634,1291620,0.7171,2024-12-31
RRA,N/A,623,2022,D1,GBP,18599016,17318512,8207299,1983007,2538391,4668894,2202235,0.6352,2024-12-31
RRA,N/A,623,2022,D2,GBP,14216020,13455025,4051918,913127,1612922,1857056,1232108,0.6143,2024-12-31
RRA,N/A,623,2022,E1,GBP,32860535,29147055,8620430,2385029,5108896,4347098,4193363,0.5836,2024-12-31
RRA,N/A,623,2023,A1,GBP,47425862,44000110,12906885,4742435,4824502,7523082,3615785,0.6725,2024-12-31
RRA,N/A,623,2023,A2,GBP,48738590,42810669,19818659,5841583,7992066,7345928,3958939,0.6687,2024-12-31
RRA,N/A,623,2023,D1,GBP,23183129,20660877,10341388,2444165,2390600,3581556,2655558,0.6546,2024-12-31
RRA,N/A,623,2023,D2,GBP,10907002,10124515,3715594,740067,1452241,1646537,1322597,0.6754,2024-12-31
RRA,N/A,623,2023,E1,GBP,11421234,10693394,5356297,1160119,1868786,2503273,1009768,0.6738,2024-12-31
RRA,N/A,623,2024,A1,GBP,8561401,7959203,3052374,992254,1234323,1185845,1010722,0.5887,2024-12-31
RRA,N/A,623,2024,A2,GBP,7893439,6996896,2049009,553947,1210095,1673357,743559,0.5608,2024-12-31
RRA,N/A,623,2024,D1,GBP,12007581,11316978,3795219,1496651,2070529,1871036,1963651,0.6981,2024-12-31
RRA,N/A,623,2024,D2,GBP,34851424,30759770,10709096,3907002,5012609,8289888,3469775,0.6685,2024-12-31
RRA,N/A,623,2024,E1,GBP,11580972,10321651,3182531,1308587,1139558,2193370,748268,0.5974,2024-12-31
RRA,N/A,4242,2018,A1,GBP,34250409,32290898,10639054,2751157,3515584,6821011,3863060,0.579,2024-12-31
RRA,N/A,4242,2018,A2,GBP,23098893,19927904,8287650,1445212,2418120,5050771,2302009,0.5904,2024-12-31
RRA,N/A,4242,2018,D1,GBP,16489125,14378275,5655674,1339154,3576127,4521219,2730160,0.7021,2024-12-31
RRA,N/A,4242,2018,D2,GBP,43797073,40972179,13879846,6051174,8076254,13006228,6150228,0.744,2024-12-31
RRA,N/A,4242,2018,E1,GBP,36055493,33279284,13561709,2723147,4706415,6900264,5106464,0.6058,2024-12-31
RRA,N/A,4242,2019,A1,GBP,44713121,42091835,22128975,4686330,5250488,13163988,6942089,0.7393,2024-12-31
RRA,N/A,4242,2019,A2,GBP,38837385,35074515,11757470,3887621,6794800,6280852,2942211,0.5567,2024-12-31
RRA,N/A,4242,2019,D1,GBP,42479425,39052014,15535201,3625000,6597619,7375333,7435758,0.7006,2024-12-31
RRA,N/A,4242,2019,D2,GBP,6069055,5343703,2395297,728369,1173976,803211,659504,0.646,2024-12-31
RRA,N/A,4242,2019,E1,GBP,14302893,12737241,6603534,1420756,2517795,3386796,2374708,0.7248,2024-12-31
RRA,N/A,4242,2020,A1,GBP,9744502,8955928,3416935,792160,1836399,2074876,1172274,0.627,2024-12-31
RRA,N/A,4242,2020,A2,GBP,43602989,40497112,13114721,5813693,9184965,6520840,7473980,0.7089,2024-12-31
RRA,N/A,4242,2020,D1,GBP,29426990,25339482,10912673,3466718,4777087,5032717,3935729,0.7276,2024-12-31
RRA,N/A,4242,2020,D2,GBP,9496690,8806827,2776398,839437,1621907,2073912,1324349,0.6622,2024-12-31
RRA,N/A,4242,2020,E1,GBP,43931152,40429152,19915349,5602451,6811595,12076963,5584834,0.7242,2024-12-31
RRA,N/A,4242,2021,A1,GBP,33382293,28586489,10177416,3003755,5160506,4538128,4172961,0.6054,2024-12-31
RRA,N/A,4242,2021,A2,GBP,40759324,36487658,15185616,4978058,8587129,11769536,6915930,0.7299,2024-12-31
RRA,N/A,4242,2021,D1,GBP,17640194,15801863,5448537,2438628,2668363,5028052,1495658,0.7284,2024-12-31
RRA,N/A,4242,2021,D2,GBP,23518203,20338433,5992572,1621161,4582724,2753477,2187301,0.5724,2024-12-31
RRA,N/A,4242,2021,E1,GBP,41335084,37093711,16010971,5289040,4696298,7238252,3144294,0.7363,2024-12-31
RRA,N/A,4242,2022,A1,GBP,20591272,18572545,7393130,2330756,4150852,5276037,2552976,0.717,2024-12-31
RRA,N/A,4242,2022,A2,GBP,49684795,46415077,18275724,4466657,6041623,12257515,4307468,0.6894,2024-12-31
RRA,N/A,4242,2022,D1,GBP,22448805,19916360,6501341,2466536,2401265,3433163,3253479,0.5954,2024-12-31
RRA,N/A,4242,2022,D2,GBP,46515571,42849270,16597339,6744589,10864946,11572679,6834580,0.7348,2024-12-31
RRA,N/A,4242,2022,E1,GBP,15300190,13184047,6219343,1402673,2121818,2440358,1165000,0.5823,2024-12-31
RRA,N/A,4242,2023,A1,GBP,7327945,6945442,2224492,725054,1727466,1535421,591802,0.6831,2024-12-31
RRA,N/A,4242,2023,A2,GBP,6672702,6005042,1867571,613819,901100,845593,887336,0.6309,2024-12-31
RRA,N/A,4242,2023,D1,GBP,39051643,35948800,13047839,3104074,8153543,9533382,4477664,0.6163,2024-12-31
RRA,N/A,4242,2023,D2,GBP,14870604,13723402,7143702,1413231,1820670,3122682,1119156,0.7099,2024-12-31
RRA,N/A,4242,2023,E1,GBP,41974299,35782231,14085383,2937054,5330333,6384338,4602160,0.5734,2024-12-31
RRA,N/A,4242,2024,A1,GBP,18096277,15783833,8212326,1541760,1864088,3712047,2012590,0.6667,2024-12-31
RRA,N/A,4242,2024,A2,GBP,10863766,9662693,4429275,1297820,2042542,1709810,1619187,0.7452,2024-12-31
RRA,N/A,4242,2024,D1,GBP,31679665,29632537,9380530,2520681,3799482,4962497,4528393,0.5796,2024-12-31
RRA,N/A,4242,2024,D2,GBP,42650288,39357060,12907642,4823057,7521354,6238246,5345669,0.5675,2024-12-31
RRA,N/A,4242,2024,E1,GBP,33442897,29811646,15138707,3717905,4158448,6064437,5776186,0.6957,2024-12-31
RRA,N/A,5000,2018,A1,GBP,40252356,34480634,20697069,5282689,5044389,8479794,7134223,0.7473,2024-12-31
RRA,N/A,5000,2018,A2,GBP,32817564,29411494,10949813,3676089,3644688,7035080,2753305,0.585,2024-12-31
RRA,N/A,5000,2018,D1,GBP,37922643,35367598,13773504,2761399,5545530,6198529,2203038,0.5584,2024-12-31
RRA,N/A,5000,2018,D2,GBP,5164193,4544577,1776137,490868,524399,999344,429372,0.5808,2024-12-31
RRA,N/A,5000,2018,E1,GBP,17037471,15653761,5229789,1236518,2269473,4406163,1215234,0.6484,2024-12-31
RRA,N/A,5000,2019,A1,GBP,29277269,26541526,12883061,3175390,4782760,6609216,2300360,0.6662,2024-12-31
RRA,N/A,5000,2019,A2,GBP,39395028,33554892,13113580,4340414,4918401,8018863,5598009,0.6966,2024-12-31
RRA,N/A,5000,2019,D1,GBP,28983732,25426472,8880474,3229107,3735509,4356544,3030362,0.5827,2024-12-31
RRA,N/A,5000,2019,D2,GBP,10155751,9410768,3016207,725593,1992306,2046778,1530506,0.6528,2024-12-31
RRA,N/A,5000,2019,E1,GBP,25204620,23183127,7748846,2337067,3355771,3483979,1835974,0.6043,2024-12-31
RRA,N/A,5000,2020,A1,GBP,23885626,21460993,7490754,2850710,2543449,3444967,1986722,0.6246,2024-12-31
RRA,N/A,5000,2020,A2,GBP,17644436,15983486,7592438,2442626,3993456,4284889,2568857,0.709,2024-12-31
RRA,N/A,5000,2020,D1,GBP,12648178,11909563,3485078,906369,1229684,2160434,1631751,0.6335,2024-12-31
RRA,N/A,5000,2020,D2,GBP,14329070,13454604,5921821,1802824,2232679,3495869,1066345,0.7134,2024-12-31
RRA,N/A,5000,2020,E1,GBP,12958902,12125405,3410487,944915,1348677,1741372,861202,0.5945,2024-12-31
RRA,N/A,5000,2021,A1,GBP,12497549,11591092,4433021,736845,1212602,2534645,1251182,0.5655,2024-12-31
RRA,N/A,5000,2021,A2,GBP,8977222,8446245,2386919,752310,878826,1267488,685291,0.6438,2024-12-31
