Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Gross_Claims_Reported,Gross_Claims_Paid,Gross_Claims_Outstanding,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Gross_Ultimate_Estimate,Net_Ultimate_Estimate
1729,2024-12-31,General liability insurance,2020,3,13269368.707038157,7961621.224222895,5307747.482815262,4781384.113950517,2999969.249224035,1781414.864726482,8487984.59308764,4961651.97499886,3526332.61808878,,
1729,2024-12-31,General liability insurance,2020,4,15014056.67686983,10509839.67380888,4504217.00306095,6753319.742708515,3725350.1351592178,3027969.6075492976,8260736.934161315,6784489.538649662,1476247.3955116523,30601463.263012234,18360877.95780734
1729,2024-12-31,General liability insurance,2021,0,2576007.076516247,711562.5400994938,1864444.5364167532,1072437.5153396402,289389.6685152973,783047.8468243429,1503569.5611766067,422172.8715841965,1081396.68959241,,
1729,2024-12-31,General liability insurance,2021,1,3578965.783471519,1431586.3133886077,2147379.4700829117,1335690.2628194953,660564.5667624373,675125.6960570579,2243275.520652024,771021.7466261704,1472253.7740258537,,
1729,2024-12-31,General liability insurance,2021,2,4019344.0722671608,2009672.0361335804,2009672.0361335804,1299653.2198688246,654777.3252818857,644875.8945869389,2719690.852398336,1354894.7108516947,1364796.1415466412,,
1729,2024-12-31,General liability insurance,2021,3,4486474.267815266,2691884.5606891597,1794589.7071261061,2186321.9170199702,973575.0313259289,1212746.8856940414,2300152.3507952956,1718309.5293632308,581842.8214320648,10287582.809556799,6172549.685734079
1729,2024-12-31,General liability insurance,2022,0,15569679.231577562,1157508.0736962503,14412171.157881312,4784066.528337146,370830.22844611324,4413236.299891033,10785612.703240417,786677.8452501372,9998934.85799028,,
1729,2024-12-31,General liability insurance,2022,1,15527125.327741653,6210850.131096661,9316275.196644992,5278197.007665389,2324436.648387659,2953760.3592777303,10248928.320076264,3886413.482709002,6362514.837367263,,
1729,2024-12-31,General liability insurance,2022,2,17212697.006353915,8606348.503176957,8606348.503176957,7661261.856163609,2776806.024714901,4884455.831448708,9551435.150190305,5829542.478462056,3721892.6717282487,44129352.59866482,26477611.55919889
1729,2024-12-31,General liability insurance,2023,0,6916426.56611203,1122177.201877538,5794249.364234492,3206954.225994881,375183.8318706581,2831770.394124223,3709472.3401171495,746993.37000688,2962478.9701102693,,
1729,2024-12-31,General liability insurance,2023,1,8248887.846395254,3299555.138558102,4949332.707837152,3617761.64216985,1356691.821840361,2261069.820329489,4631126.204225404,1942863.3167177408,2688262.887507663,23286488.237485766,13971892.942491459
1729,2024-12-31,General liability insurance,2024,0,10301729.596047219,427720.35221679544,9874009.243830424,4462225.574746409,173198.7104278332,4289026.864318577,5839504.021300809,254521.64178896224,5584982.379511847,36478754.168115735,21887252.500869438
1729,2024-12-31,Fire and other damage to property insurance,2015,0,9037343.114747599,2458699.3256150656,6578643.789132534,3772855.5419406183,779605.6037908841,2993249.9381497344,5264487.57280698,1679093.7218241815,3585393.850982799,,
1729,2024-12-31,Fire and other damage to property insurance,2015,1,11600437.391399862,4640174.956559945,6960262.434839917,5234943.429151906,2129037.148065743,3105906.2810861627,6365493.962247957,2511137.808494202,3854356.1537537547,,
1729,2024-12-31,Fire and other damage to property insurance,2015,2,13165553.721219728,6582776.860609864,6582776.860609864,6305635.558507987,2327233.3771186043,3978402.181389383,6859918.1627117405,4255543.48349126,2604374.679220481,,
1729,2024-12-31,Fire and other damage to property insurance,2015,3,14600184.25604648,8760110.55362789,5840073.70241859,7003991.37005816,4198294.750232878,2805696.619825282,7596192.885988319,4561815.803395011,3034377.082593308,,
1729,2024-12-31,Fire and other damage to property insurance,2015,4,16398651.694157114,11479056.185909979,4919595.508247135,7736820.069109894,3647523.5196124697,4089296.5494974246,8661831.62504722,7831532.666297509,830298.9587497106,,
1729,2024-12-31,Fire and other damage to property insurance,2015,5,18100026.505905382,14480021.204724306,3620005.301181076,6590653.713147617,4860455.1777035175,1730198.5354440995,11509372.792757764,9619566.02702079,1889806.7657369748,,
1729,2024-12-31,Fire and other damage to property insurance,2015,6,18985904.62485278,17087314.162367504,1898590.4624852762,7282873.433324569,5984633.5882605305,1298239.8450640384,11703031.191528212,11102680.574106973,600350.6174212396,,
1729,2024-12-31,Fire and other damage to property insurance,2015,7,20587904.581656612,19558509.352573782,1029395.2290828303,6732156.21286087,7026108.01361228,-293951.8007514095,13855748.368795741,12532401.338961503,1323347.0298342388,,
1729,2024-12-31,Fire and other damage to property insurance,2015,8,22362666.35513384,21244533.037377145,1118133.3177566938,8685005.316903984,7846535.546764103,838469.7701398814,13677661.038229855,13397997.490613043,279663.54761681147,,
1729,2024-12-31,Fire and other damage to property insurance,2015,9,24058859.99553545,22855916.995758675,1202942.9997767732,11517024.259933978,10316197.431115981,1200826.8288179971,12541835.73560147,12539719.564642694,2116.170958776027,33771866.024424896,20263119.614654936
1729,2024-12-31,Fire and other damage to property insurance,2016,0,6956846.388569342,317190.8350736138,6639655.553495728,2268374.361534506,117083.19622238775,2151291.1653121184,4688472.027034836,200107.63885122605,4488364.38818361,,
1729,2024-12-31,Fire and other damage to property insurance,2016,1,7063378.749197542,2825351.499679017,4238027.249518525,2467023.81965393,883348.0726420439,1583675.7470118862,4596354.929543612,1942003.427036973,2654351.502506639,,
1729,2024-12-31,Fire and other damage to property insurance,2016,2,7556300.617038328,3778150.308519164,3778150.308519164,3564677.212227224,1612350.7951162,1952326.4171110238,3991623.4048111043,2165799.513402964,1825823.8914081403,,
1729,2024-12-31,Fire and other damage to property insurance,2016,3,8526278.445951024,5115767.067570616,3410511.3783804085,3504804.899109759,2074525.011856174,1430279.8872535848,5021473.546841266,3041242.0557144415,1980231.4911268242,,
1729,2024-12-31,Fire and other damage to property insurance,2016,4,9664197.115376445,6764937.980763511,2899259.1346129337,3349973.232769548,3199007.9139804165,150965.31878913147,6314223.882606897,3565930.0667830943,2748293.8158238023,,
1729,2024-12-31,Fire and other damage to property insurance,2016,5,10354480.680674735,8283584.544539789,2070896.1361349467,4543818.764390769,2511789.337656946,2032029.4267338235,5810661.916283966,5771795.206882843,38866.709401123226,,
1729,2024-12-31,Fire and other damage to property insurance,2016,6,11289641.383718079,10160677.245346272,1128964.1383718066,4181027.9582929662,4152637.146944573,28390.811348393094,7108613.425425112,6008040.098401699,1100573.327023413,,
1729,2024-12-31,Fire and other damage to property insurance,2016,7,12007529.857916167,11407153.365020359,600376.4928958081,5499764.169713363,3918997.810650058,1580766.359063305,6507765.688202804,7488155.554370301,-980389.8661674969,,
1729,2024-12-31,Fire and other damage to property insurance,2016,8,13266325.041564353,12603008.789486134,663316.2520782184,6111032.133325543,5197170.680470142,913861.4528554017,7155292.90823881,7405838.109015993,-250545.2007771833,19940031.595295563,11964018.957177337
1729,2024-12-31,Fire and other damage to property insurance,2017,0,12743059.887355685,1359161.2490542354,11383898.63830145,5884384.526867455,487857.7111145923,5396526.815752863,6858675.36048823,871303.537939643,5987371.822548587,,
1729,2024-12-31,Fire and other damage to property insurance,2017,1,13309120.336087646,5323648.134435059,7985472.201652587,5976853.742522777,2000580.0247918167,3976273.7177309603,7332266.593564869,3323068.109643242,4009198.483921627,,
1729,2024-12-31,Fire and other damage to property insurance,2017,2,14725645.093207361,7362822.546603681,7362822.546603681,5770526.79211937,3413350.7756796405,2357176.0164397294,8955118.30108799,3949471.77092404,5005646.53016395,,
1729,2024-12-31,Fire and other damage to property insurance,2017,3,17172281.48565527,10303368.891393164,6868912.594262106,7023749.605454917,4454076.731945869,2569672.8735090485,10148531.880200353,5849292.159447296,4299239.720753057,,
1729,2024-12-31,Fire and other damage to property insurance,2017,4,18866919.492012247,13206843.644408572,5660075.847603675,6031930.949963529,4575058.1915416,1456872.7584219286,12834988.542048719,8631785.452866971,4203203.089181747,,
1729,2024-12-31,Fire and other damage to property insurance,2017,5,20368640.943541132,16294912.754832907,4073728.1887082253,9466303.317846764,7681516.475451069,1784786.842395695,10902337.625694368,8613396.279381838,2288941.3463125303,,
1729,2024-12-31,Fire and other damage to property insurance,2017,6,21756011.178443972,19580410.060599577,2175601.1178443953,6915539.33612178,7588511.186672198,-672971.8505504178,14840471.842322193,11991898.873927379,2848572.968394814,,
1729,2024-12-31,Fire and other damage to property insurance,2017,7,23269235.73720195,22105773.950341854,1163461.7868600972,8335954.512591379,10046046.593229093,-1710092.080637714,14933281.224610573,12059727.357112762,2873553.867497811,38339744.30248935,23003846.58149361
1729,2024-12-31,Fire and other damage to property insurance,2018,0,3069868.1719683423,393866.31441192416,2676001.857556418,1286927.9896993123,125222.09310269773,1161705.8965966145,1782940.18226903,268644.2213092264,1514295.9609598035,,
1729,2024-12-31,Fire and other damage to property insurance,2018,1,2856578.7492171624,1142631.499686865,1713947.2495302975,908221.1725737603,562527.4791240862,345693.69344967406,1948357.5766434022,580104.0205627787,1368253.5560806235,,
1729,2024-12-31,Fire and other damage to property insurance,2018,2,3352918.4861317636,1676459.2430658818,1676459.2430658818,1314097.7776222161,577909.8847018253,736187.8929203908,2038820.7085095474,1098549.3583640563,940271.3501454911,,
1729,2024-12-31,Fire and other damage to property insurance,2018,3,3762656.736124676,2257594.0416748063,1505062.69444987,1388116.7612689473,749965.7112584063,638151.050010541,2374539.974855729,1507628.3304164,866911.6444393289,,
1729,2024-12-31,Fire and other damage to property insurance,2018,4,4047300.056397971,2833110.0394785795,1214190.0169193917,1978137.4270190953,852103.3387376905,1126034.0882814047,2069162.629378876,1981006.7007408892,88155.92863798677,,
1729,2024-12-31,Fire and other damage to property insurance,2018,5,4343344.93273602,3474675.946188816,868668.9865472037,2118203.8405437297,1161296.4426104524,956907.3979332773,2225141.09219229,2313379.5035783635,-88238.41138607357,,
1729,2024-12-31,Fire and other damage to property insurance,2018,6,4689821.97092622,4220839.773833598,468982.1970926216,1941761.8977177003,1993792.8697892062,-52030.97207150585,2748060.0732085193,2227046.9040443916,521013.16916412767,8398718.871164909,5039231.322698945
1729,2024-12-31,Fire and other damage to property insurance,2019,0,10559199.9566547,2151452.9340968016,8407747.022557897,3324194.3383975616,1072642.200783594,2251552.1376139675,7235005.618257138,1078810.7333132075,6156194.88494393,,
1729,2024-12-31,Fire and other damage to property insurance,2019,1,9058988.89395244,3623595.5575809763,5435393.336371465,3238411.940625735,1491384.3735302386,1747027.5670954965,5820576.953326706,2132211.184050738,3688365.769275968,,
1729,2024-12-31,Fire and other damage to property insurance,2019,2,10167878.300894449,5083939.150447224,5083939.150447224,3226181.372387619,1526634.0669942666,1699547.3053933526,6941696.928506829,3557305.0834529577,3384391.845053871,,
1729,2024-12-31,Fire and other damage to property insurance,2019,3,11474388.909945756,6884633.345967455,4589755.563978301,5362815.94721094,2853426.046068712,2509389.9011422275,6111572.962734817,4031207.2998987427,2080365.662836074,,
1729,2024-12-31,Fire and other damage to property insurance,2019,4,13101991.706607338,9171394.194625136,3930597.5119822025,4682249.986449751,3265851.048946258,1416398.937503493,8419741.720157586,5905543.145678878,2514198.574478708,,
1729,2024-12-31,Fire and other damage to property insurance,2019,5,13626527.083506737,10901221.66680539,2725305.4167013466,4535081.510834998,3892142.9599430584,642938.55089194,9091445.572671738,7009078.706862332,2082366.8658094052,26469941.796226677,15881965.077736005
1729,2024-12-31,Fire and other damage to property insurance,2020,0,15504399.492153248,4535442.305646276,10968957.186506972,5371622.166647074,2160047.526141959,3211574.640505115,10132777.325506173,2375394.7795043173,7757382.546001855,,
1729,2024-12-31,Fire and other damage to property insurance,2020,1,13824255.538492758,5529702.215397104,8294553.323095654,4459263.966048643,2621106.4162390428,1838157.5498096002,9364991.572444115,2908595.799158061,6456395.773286054,,
1729,2024-12-31,Fire and other damage to property insurance,2020,2,16030437.136416264,8015218.568208132,8015218.568208132,5337272.795735475,3093603.8657453335,2243668.929990141,10693164.34068079,4921614.702462798,5771549.638217991,,
1729,2024-12-31,Fire and other damage to property insurance,2020,3,17435227.20504675,10461136.323028052,6974090.882018698,7799804.303295368,4086990.6968352147,3712813.6064601536,9635422.901751382,6374145.626192838,3261277.2755585443,,
1729,2024-12-31,Fire and other damage to property insurance,2020,4,20122429.960344072,14085700.97224085,6036728.988103222,6257049.402343018,5225838.06754739,1031211.3347956277,13865380.558001054,8859862.90469346,5005517.653307594,40677802.03730872,24406681.222385235
1729,2024-12-31,Fire and other damage to property insurance,2021,0,8022376.355744787,760366.8214317951,7262009.534312991,3576760.8531269897,361135.77679465385,3215625.076332336,4445615.502617797,399231.0446371413,4046384.4579806556,,
1729,2024-12-31,Fire and other damage to property insurance,2021,1,9557723.511344709,3823089.4045378836,5734634.106806825,4406289.03265636,1797295.6493678854,2608993.3832884748,5151434.478688348,2025793.7551699982,3125640.72351835,,
1729,2024-12-31,Fire and other damage to property insurance,2021,2,10447812.742773892,5223906.371386946,5223906.371386946,4860088.930065968,1884267.1123638502,2975821.817702118,5587723.812707924,3339639.259023096,2248084.5536848283,,
1729,2024-12-31,Fire and other damage to property insurance,2021,3,11526921.398462735,6916152.839077642,4610768.559385093,4188682.6996260798,2721350.3011247134,1467332.3985013664,7338238.698836655,4194802.537952929,3143436.1608837266,26685507.51994898,16011304.511969388
1729,2024-12-31,Fire and other damage to property insurance,2022,0,7003377.6282495335,657290.7206678832,6346086.907581651,2238341.873430503,266441.62314706255,1971900.2502834406,4765035.75481903,390849.0975208206,4374186.657298209,,
1729,2024-12-31,Fire and other damage to property insurance,2022,1,5921435.7123389635,2368574.2849355857,3552861.427403378,1907345.5642486196,814500.2986082665,1092845.265640353,4014090.148090344,1554073.9863273192,2460016.1617630245,,
1729,2024-12-31,Fire and other damage to property insurance,2022,2,6942830.665827546,3471415.332913773,3471415.332913773,2684446.771514963,1596637.1181467029,1087809.65336826,4258383.894312583,1874778.2147670703,2383605.6795455124,17851082.730738636,10710649.638443181
1729,2024-12-31,Fire and other damage to property insurance,2023,0,10918854.33498688,1093100.2900471585,9825754.044939723,3966751.611443648,497140.9378973789,3469610.673546269,6952102.723543232,595959.3521497796,6356143.371393452,,
1729,2024-12-31,Fire and other damage to property insurance,2023,1,12690992.874278247,5076397.1497113,7614595.724566948,3839841.7547985925,2330619.001642439,1509222.7531561535,8851151.119479654,2745778.1480688606,6105372.971410794,38276359.42478511,22965815.65487106
1729,2024-12-31,Fire and other damage to property insurance,2024,0,5987243.670970455,423117.19529915036,5564126.475671304,2912798.779558583,199669.2562692813,2713129.523289302,3074444.8914118716,223447.93902986907,2850996.9523820025,26471586.919507217,15882952.15170433
1729,2024-12-31,Workers compensation insurance,2015,0,10950777.016361296,1709384.402029918,9241392.614331378,5421170.193372294,842989.9071524375,4578180.286219857,5529606.822989002,866394.4948774806,4663212.328111521,,
1729,2024-12-31,Workers compensation insurance,2015,1,12428871.2658348,4971548.50633392,7457322.759500881,5744884.227298354,1687584.8483737665,4057299.3789245873,6683987.038536447,3283963.6579601537,3400023.3805762934,,
1729,2024-12-31,Workers compensation insurance,2015,2,14089267.051989287,7044633.525994644,7044633.525994644,6131911.177663674,2684006.921233294,3447904.2564303796,7957355.8743256135,4360626.604761349,3596729.2695642645,,
1729,2024-12-31,Workers compensation insurance,2015,3,16547284.106907409,9928370.464144446,6618913.642762963,5258759.106393176,3994234.35201644,1264524.754376736,11288525.000514232,5934136.112128006,5354388.888386225,,
1729,2024-12-31,Workers compensation insurance,2015,4,18195166.753836546,12736616.727685582,5458550.026150964,8748649.789520195,4219715.537898153,4528934.251622042,9446516.964316351,8516901.189787429,929615.7745289225,,
1729,2024-12-31,Workers compensation insurance,2015,5,19245878.40146354,15396702.721170831,3849175.680292707,8156870.556647577,5109841.947571361,3047028.609076216,11089007.844815962,10286860.77359947,802147.071216492,,
1729,2024-12-31,Workers compensation insurance,2015,6,21574653.30425517,19417187.973829653,2157465.330425516,10419475.916796433,6473496.993864256,3945978.922932177,11155177.387458736,12943690.979965396,-1788513.5925066601,,
1729,2024-12-31,Workers compensation insurance,2015,7,22298462.027697053,21183538.9263122,1114923.101384852,7070434.170457779,10208108.729575254,-3137674.5591174746,15228027.857239272,10975430.196736947,4252597.660502326,,
1729,2024-12-31,Workers compensation insurance,2015,8,24041086.88972643,22839032.545240108,1202054.3444863223,9213914.494521607,8901975.953192344,311938.5413292628,14827172.395204823,13937056.592047764,890115.8031570595,,
1729,2024-12-31,Workers compensation insurance,2015,9,26152655.72962386,24845022.943142667,1307632.7864811942,8221010.668621684,8580271.493317027,-359260.8246953422,17931645.061002176,16264751.44982564,1666893.6111765355,36940327.260078765,22164196.356047258
1729,2024-12-31,Workers compensation insurance,2016,0,17907401.130244873,4197265.506720732,13710135.62352414,5441705.51661582,1533686.4979907998,3908019.01862502,12465695.613629054,2663579.008729932,9802116.604899123,,
1729,2024-12-31,Workers compensation insurance,2016,1,16366491.71527496,6546596.686109984,9819895.029164976,5810727.178805559,3154918.4545467533,2655808.7242588056,10555764.5364694,3391678.231563231,7164086.304906169,,
1729,2024-12-31,Workers compensation insurance,2016,2,18486107.31762102,9243053.65881051,9243053.65881051,5811687.253920236,4453313.584396563,1358373.6695236731,12674420.063700784,4789740.074413947,7884679.989286837,,
1729,2024-12-31,Workers compensation insurance,2016,3,21053236.398747668,12631941.839248603,8421294.559499064,6643190.502728176,5134531.256633952,1508659.246094224,14410045.896019492,7497410.582614651,6912635.313404841,,
1729,2024-12-31,Workers compensation insurance,2016,4,22243425.220643688,15570397.65445058,6673027.5661931075,8420644.890485266,5230567.476869383,3190077.4136158833,13822780.330158422,10339830.177581199,3482950.1525772233,,
1729,2024-12-31,Workers compensation insurance,2016,5,24741347.813151494,19793078.250521194,4948269.5626302995,12162744.419255191,7929394.5437301835,4233349.875525008,12578603.393896302,11863683.70679101,714919.6871052925,,
1729,2024-12-31,Workers compensation insurance,2016,6,26155675.683440242,23540108.115096223,2615567.5683440194,11090013.465379188,8663809.649053741,2426203.8163254466,15065662.218061054,14876298.466042481,189363.75201857276,,
1729,2024-12-31,Workers compensation insurance,2016,7,29354965.441384867,27887217.16931562,1467748.2720692456,11358482.03680649,9441717.161478346,1916764.875328144,17996483.404578377,18445500.007837273,-449016.6032588966,,
1729,2024-12-31,Workers compensation insurance,2016,8,30530491.941796493,29003967.344706666,1526524.597089827,13853297.307468781,10241809.009105148,3611488.2983636335,16677194.634327712,18762158.335601516,-2084963.7012738045,46917067.41135167,28150240.446811
1729,2024-12-31,Workers compensation insurance,2017,0,9532660.440483563,919958.0763485346,8612702.364135029,3747263.981692346,449527.5508053421,3297736.430887004,5785396.458791217,470430.52554319246,5314965.933248024,,
1729,2024-12-31,Workers compensation insurance,2017,1,14148230.49264676,5659292.197058704,8488938.295588056,4829843.342978154,2103240.9041065653,2726602.438871589,9318387.149668604,3556051.2929521385,5762335.856716465,,
