Syndicate,Reporting_Date,Asset_ID,Instrument_Type,Asset_Category,Issuer_Name,Issuer_Country,Currency,Total_Solvency_II_Value,Book_Value,Credit_Rating
5820,2024-12-31,5820-INV-0020,Corporate bonds - Non-investment grade,Corporate bonds,Issuer_387,IT,AUD,255255454.1730275,245697419.17345232,BBB
5820,2024-12-31,5820-INV-0021,Real estate,Investment funds,Issuer_213,JP,CAD,7110805.962215294,7329218.304857459,A
5820,2024-12-31,5820-INV-0022,Equities - Unlisted,Loans and mortgages,Issuer_348,IT,CHF,20525736.53337688,19535477.225308187,AAA
5820,2024-12-31,5820-INV-0023,Real estate,Government bonds,Issuer_4,FR,USD,116992758.86462931,117202884.03340524,Not rated
5820,2024-12-31,5820-INV-0024,Collective investment undertakings,Government bonds,Issuer_4,CH,USD,75776791.86077096,71998209.60914224,BB
5820,2024-12-31,5820-INV-0025,Deposits with credit institutions,Cash and deposits,Issuer_343,AU,JPY,102442631.18980864,107300403.8418222,AAA
5820,2024-12-31,5820-INV-0026,Policy loans,Government bonds,Issuer_442,AU,CHF,51356178.79470088,53403033.7621214,B
5820,2024-12-31,5820-INV-0027,Corporate bonds - Investment grade,Investment funds,Issuer_11,AU,CAD,314282098.5866986,312961980.4857087,Not rated
5820,2024-12-31,5820-INV-0028,Mortgage loans,Cash and deposits,Issuer_55,FR,CHF,74265352.0601764,71039969.64004654,AAA
5820,2024-12-31,5820-INV-0029,Collective investment undertakings,Corporate bonds,Issuer_171,DE,CHF,36863652.01126437,36804954.27514409,BB
5820,2024-12-31,5820-INV-0030,Collective investment undertakings,Loans and mortgages,Issuer_491,DE,GBP,196804624.31653503,188102798.61493284,AA
5820,2024-12-31,5820-INV-0031,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_389,US,CAD,454228789.3082162,467182919.3989828,BBB
5820,2024-12-31,5820-INV-0032,Real estate,Loans and mortgages,Issuer_326,IT,CAD,292461191.2812611,305995369.5814928,AA
5820,2024-12-31,5820-INV-0033,Policy loans,Investment funds,Issuer_324,JP,CHF,16419875.348282196,15968954.813518971,BB
5820,2024-12-31,5820-INV-0034,Policy loans,Investment funds,Issuer_20,GB,CAD,22291059.71701065,22563932.69644309,B
5000,2024-12-31,5000-INV-0001,Deposits with credit institutions,Investment funds,Issuer_237,IT,JPY,242460664.61880776,233900899.0119612,B
5000,2024-12-31,5000-INV-0002,Real estate,Investment funds,Issuer_257,DE,JPY,272746775.6472998,269696531.3412344,B
5000,2024-12-31,5000-INV-0003,Other investments,Corporate bonds,Issuer_21,FR,JPY,112605340.29419424,110862121.88992402,BB
5000,2024-12-31,5000-INV-0004,Collective investment undertakings,Equities,Issuer_199,CA,AUD,165829401.78871456,165331719.0349133,Not rated
5000,2024-12-31,5000-INV-0005,Collective investment undertakings,Government bonds,Issuer_286,CA,EUR,328034886.53005344,313673625.0272249,BB
5000,2024-12-31,5000-INV-0006,Corporate bonds - Investment grade,Property,Issuer_340,DE,EUR,7930586.573707173,8034415.232886884,B
5000,2024-12-31,5000-INV-0007,Real estate,Loans and mortgages,Issuer_481,US,CHF,49494738.307506666,51761271.25588496,Not rated
5000,2024-12-31,5000-INV-0008,Other investments,Loans and mortgages,Issuer_425,NL,AUD,84212211.60536994,84217294.41154985,BB
5000,2024-12-31,5000-INV-0009,Collective investment undertakings,Equities,Issuer_93,FR,CAD,57324202.30199398,56032709.89358777,AA
5000,2024-12-31,5000-INV-0010,Corporate bonds - Investment grade,Equities,Issuer_433,US,AUD,207318014.8058076,208283642.867954,AA
5000,2024-12-31,5000-INV-0011,Corporate bonds - Non-investment grade,Corporate bonds,Issuer_426,IT,AUD,30230632.967986677,29220173.39541411,BBB
5000,2024-12-31,5000-INV-0012,Equities - Listed,Investment funds,Issuer_313,JP,USD,64297373.71528952,61403857.05789089,A
5000,2024-12-31,5000-INV-0013,Collective investment undertakings,Loans and mortgages,Issuer_485,IT,JPY,414761571.54085225,426920011.4513412,Not rated
5000,2024-12-31,5000-INV-0014,Deposits with credit institutions,Investment funds,Issuer_495,DE,CAD,135680869.52434924,141930696.38074946,Not rated
5000,2024-12-31,5000-INV-0015,Other investments,Investment funds,Issuer_448,AU,AUD,94542713.44814502,99220869.31994866,Not rated
5000,2024-12-31,5000-INV-0016,Corporate bonds - Investment grade,Cash and deposits,Issuer_83,JP,CHF,349963899.0939484,352397540.33389205,AAA
5000,2024-12-31,5000-INV-0017,Collective investment undertakings,Government bonds,Issuer_213,GB,CHF,64198132.93988398,64798776.67662671,BBB
5000,2024-12-31,5000-INV-0018,Equities - Listed,Government bonds,Issuer_164,US,CAD,24426829.72712344,25602194.63582925,AAA
5000,2024-12-31,5000-INV-0019,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_362,CH,CHF,77640017.2858127,80806944.22580388,AAA
5000,2024-12-31,5000-INV-0020,Corporate bonds - Non-investment grade,Property,Issuer_482,IT,GBP,454948893.54908377,455925197.4383135,AA
5000,2024-12-31,5000-INV-0021,Sovereign bonds,Corporate bonds,Issuer_215,IT,GBP,381930627.6388071,369008823.56819177,BB
5000,2024-12-31,5000-INV-0022,Deposits with credit institutions,Property,Issuer_124,DE,JPY,178197748.15706295,173695409.47995153,A
5000,2024-12-31,5000-INV-0023,Mortgage loans,Corporate bonds,Issuer_341,US,GBP,224322007.8663325,216755620.79406345,BB
5000,2024-12-31,5000-INV-0024,Policy loans,Government bonds,Issuer_326,CA,EUR,224642793.04090205,224617984.940592,A
5000,2024-12-31,5000-INV-0025,Equities - Listed,Loans and mortgages,Issuer_337,US,USD,707795.9079459719,697676.5034165343,BB
5000,2024-12-31,5000-INV-0026,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_399,CH,AUD,141630573.27002847,143533573.89818576,AAA
5000,2024-12-31,5000-INV-0027,Equities - Unlisted,Corporate bonds,Issuer_23,FR,EUR,43401109.78541491,44911651.07948883,BB
5000,2024-12-31,5000-INV-0028,Policy loans,Equities,Issuer_19,FR,EUR,67758053.61579826,67274952.38732834,Not rated
5000,2024-12-31,5000-INV-0029,Corporate bonds - Investment grade,Cash and deposits,Issuer_189,CA,AUD,8029471.268776085,8159897.191778663,A
5000,2024-12-31,5000-INV-0030,Policy loans,Equities,Issuer_474,NL,CAD,21488929.571233906,21269391.41529953,BBB
5000,2024-12-31,5000-INV-0031,Real estate,Cash and deposits,Issuer_93,NL,EUR,457014502.4120629,436216288.7877758,A
5000,2024-12-31,5000-INV-0032,Policy loans,Property,Issuer_368,CA,AUD,165400555.32527682,163621807.7534437,BBB
5000,2024-12-31,5000-INV-0033,Collective investment undertakings,Property,Issuer_223,JP,GBP,349558695.4768967,365321296.6016508,BBB
5000,2024-12-31,5000-INV-0034,Other investments,Corporate bonds,Issuer_488,GB,CAD,121691440.62818553,125190666.8791328,Not rated
5000,2024-12-31,5000-INV-0035,Corporate bonds - Non-investment grade,Government bonds,Issuer_121,AU,JPY,76490152.56905042,75408417.06359918,BB
5000,2024-12-31,5000-INV-0036,Policy loans,Equities,Issuer_191,CH,CHF,103919895.94534063,100714933.04653604,A
5000,2024-12-31,5000-INV-0037,Other investments,Equities,Issuer_128,US,AUD,87985842.36568241,88038263.51876192,BB
5000,2024-12-31,5000-INV-0038,Corporate bonds - Investment grade,Equities,Issuer_397,JP,USD,14964251.820170028,14269938.695879312,B
5000,2024-12-31,5000-INV-0039,Corporate bonds - Investment grade,Corporate bonds,Issuer_437,US,USD,77468696.39572927,75783587.58148313,BBB
727,2024-12-31,0727-INV-0001,Collective investment undertakings,Loans and mortgages,Issuer_178,US,EUR,296302110.8752737,294423975.9381683,B
727,2024-12-31,0727-INV-0002,Deposits with credit institutions,Corporate bonds,Issuer_63,FR,USD,164002006.503891,168245988.9890671,AAA
727,2024-12-31,0727-INV-0003,Real estate,Equities,Issuer_240,NL,CHF,59155576.288308494,61486863.84613784,AAA
727,2024-12-31,0727-INV-0004,Policy loans,Property,Issuer_211,CA,USD,427492405.1344847,424048868.0543251,AAA
727,2024-12-31,0727-INV-0005,Other investments,Property,Issuer_177,DE,CAD,206348524.11977503,206297759.3318982,BB
727,2024-12-31,0727-INV-0006,Deposits with credit institutions,Corporate bonds,Issuer_156,DE,EUR,64932010.12926388,62894027.42263468,AA
727,2024-12-31,0727-INV-0007,Equities - Unlisted,Cash and deposits,Issuer_41,JP,AUD,144442870.45702735,140211789.36263874,AA
727,2024-12-31,0727-INV-0008,Deposits with credit institutions,Government bonds,Issuer_258,DE,USD,5842907.932632999,6100454.269775943,B
727,2024-12-31,0727-INV-0009,Sovereign bonds,Cash and deposits,Issuer_443,GB,GBP,118854224.641028,122549147.91134793,A
727,2024-12-31,0727-INV-0010,Mortgage loans,Property,Issuer_328,GB,AUD,166768292.1425399,169997227.41982597,B
727,2024-12-31,0727-INV-0011,Equities - Listed,Cash and deposits,Issuer_414,CA,JPY,265802246.69936737,256541565.5114415,AAA
727,2024-12-31,0727-INV-0012,Mortgage loans,Investment funds,Issuer_238,FR,CHF,256313179.4817361,250737661.0795309,Not rated
727,2024-12-31,0727-INV-0013,Collective investment undertakings,Investment funds,Issuer_67,AU,EUR,28489194.49218379,27429016.984486487,AAA
727,2024-12-31,0727-INV-0014,Equities - Listed,Corporate bonds,Issuer_50,GB,JPY,38293069.54290366,37973574.489685446,BBB
727,2024-12-31,0727-INV-0015,Collective investment undertakings,Property,Issuer_370,AU,CAD,39007291.17561224,40852640.94080079,BB
727,2024-12-31,0727-INV-0016,Equities - Unlisted,Investment funds,Issuer_12,US,CHF,42405061.86301392,41573678.87336065,AA
727,2024-12-31,0727-INV-0017,Sovereign bonds,Equities,Issuer_254,IT,EUR,11712639.600333128,11981262.892069658,Not rated
727,2024-12-31,0727-INV-0018,Corporate bonds - Non-investment grade,Equities,Issuer_373,AU,EUR,145932994.29402918,148312390.7851398,AAA
727,2024-12-31,0727-INV-0019,Deposits with credit institutions,Equities,Issuer_38,CA,CAD,320455915.90019506,317976522.7467013,Not rated
727,2024-12-31,0727-INV-0020,Corporate bonds - Investment grade,Investment funds,Issuer_192,AU,CAD,59627314.96726202,60895118.88700444,BB
727,2024-12-31,0727-INV-0021,Sovereign bonds,Government bonds,Issuer_20,DE,CAD,107615460.14797896,106226585.86864533,BBB
727,2024-12-31,0727-INV-0022,Deposits with credit institutions,Corporate bonds,Issuer_168,IT,USD,372552700.0625231,390616230.7722394,B
727,2024-12-31,0727-INV-0023,Collective investment undertakings,Property,Issuer_425,NL,AUD,171223241.59413704,172775171.96890035,BBB
727,2024-12-31,0727-INV-0024,Collective investment undertakings,Loans and mortgages,Issuer_57,CA,CAD,56416815.74258775,56667853.41687457,Not rated
727,2024-12-31,0727-INV-0025,Policy loans,Equities,Issuer_496,IT,AUD,88910480.6391358,91405590.72702505,BBB
727,2024-12-31,0727-INV-0026,Other investments,Loans and mortgages,Issuer_318,CA,CAD,279534325.44472635,266743458.02379787,AAA
727,2024-12-31,0727-INV-0027,Sovereign bonds,Investment funds,Issuer_161,CA,JPY,85325501.52804218,83589638.77584839,BBB
727,2024-12-31,0727-INV-0028,Sovereign bonds,Loans and mortgages,Issuer_71,NL,CHF,279846297.6220967,268722854.04010814,BBB
727,2024-12-31,0727-INV-0029,Corporate bonds - Non-investment grade,Investment funds,Issuer_468,NL,CHF,143501415.88184848,141625576.42614302,Not rated
727,2024-12-31,0727-INV-0030,Policy loans,Corporate bonds,Issuer_491,FR,CHF,394075123.0648806,401846654.2094396,A
727,2024-12-31,0727-INV-0031,Equities - Listed,Loans and mortgages,Issuer_361,CH,JPY,184207233.31037825,191962256.90738103,Not rated
727,2024-12-31,0727-INV-0032,Corporate bonds - Investment grade,Property,Issuer_347,NL,JPY,262701337.3498245,272203005.7630447,Not rated
727,2024-12-31,0727-INV-0033,Sovereign bonds,Equities,Issuer_490,US,JPY,113541362.35254556,110081082.63953954,B
727,2024-12-31,0727-INV-0034,Equities - Listed,Cash and deposits,Issuer_276,JP,USD,69553866.31489499,72882195.96055607,B
727,2024-12-31,0727-INV-0035,Sovereign bonds,Loans and mortgages,Issuer_464,NL,AUD,313139439.6049522,320249482.314028,AAA
727,2024-12-31,0727-INV-0036,Policy loans,Government bonds,Issuer_349,DE,CHF,267862430.64301705,267762216.6883604,BBB
727,2024-12-31,0727-INV-0037,Other investments,Corporate bonds,Issuer_388,JP,EUR,47019333.35143781,48365053.24851064,Not rated
727,2024-12-31,0727-INV-0038,Real estate,Corporate bonds,Issuer_274,GB,JPY,163810656.53592762,156032818.6772355,AAA
727,2024-12-31,0727-INV-0039,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_493,JP,GBP,46269589.68879962,47212100.21111313,BB
727,2024-12-31,0727-INV-0040,Equities - Unlisted,Investment funds,Issuer_329,NL,USD,239610007.30117816,233259704.86478552,BBB
727,2024-12-31,0727-INV-0041,Corporate bonds - Investment grade,Equities,Issuer_84,CH,AUD,294553300.6019439,295920920.8868161,B
727,2024-12-31,0727-INV-0042,Real estate,Loans and mortgages,Issuer_388,FR,CHF,70838642.87116662,70872614.23873141,BBB
727,2024-12-31,0727-INV-0043,Collective investment undertakings,Government bonds,Issuer_206,US,USD,314941420.7553411,304839851.4268348,AA
727,2024-12-31,0727-INV-0044,Mortgage loans,Corporate bonds,Issuer_229,JP,EUR,239035329.9215491,236562597.44607925,BB
727,2024-12-31,0727-INV-0045,Other investments,Equities,Issuer_355,FR,AUD,58254866.19033354,56258315.85060024,A
