Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Gross_Claims_Reported,Gross_Claims_Paid,Gross_Claims_Outstanding,Gross_Ultimate_Estimate
1729,2024-12-31,Fire and other damage to property insurance,2018,2,3352918.486131764,1676459.2430658818,1676459.2430658818,
1729,2024-12-31,Fire and other damage to property insurance,2018,3,3762656.736124676,2257594.0416748063,1505062.69444987,
1729,2024-12-31,Fire and other damage to property insurance,2018,4,4047300.056397971,2833110.0394785795,1214190.0169193917,
1729,2024-12-31,Fire and other damage to property insurance,2018,5,4343344.93273602,3474675.946188816,868668.9865472037,
1729,2024-12-31,Fire and other damage to property insurance,2018,6,4689821.97092622,4220839.773833598,468982.1970926216,8398718.871164909
1729,2024-12-31,Fire and other damage to property insurance,2019,0,10559199.9566547,2151452.9340968016,8407747.022557897,
1729,2024-12-31,Fire and other damage to property insurance,2019,1,9058988.89395244,3623595.557580976,5435393.336371465,
1729,2024-12-31,Fire and other damage to property insurance,2019,2,10167878.300894449,5083939.150447224,5083939.150447224,
1729,2024-12-31,Fire and other damage to property insurance,2019,3,11474388.909945756,6884633.345967455,4589755.563978301,
1729,2024-12-31,Fire and other damage to property insurance,2019,4,13101991.706607338,9171394.194625136,3930597.5119822025,
1729,2024-12-31,Fire and other damage to property insurance,2019,5,13626527.083506737,10901221.66680539,2725305.416701346,26469941.79622668
1729,2024-12-31,Fire and other damage to property insurance,2020,0,15504399.492153248,4535442.305646276,10968957.186506972,
1729,2024-12-31,Fire and other damage to property insurance,2020,1,13824255.538492758,5529702.215397104,8294553.323095654,
1729,2024-12-31,Fire and other damage to property insurance,2020,2,16030437.136416264,8015218.568208132,8015218.568208132,
1729,2024-12-31,Fire and other damage to property insurance,2020,3,17435227.20504675,10461136.323028052,6974090.882018698,
1729,2024-12-31,Fire and other damage to property insurance,2020,4,20122429.960344072,14085700.97224085,6036728.988103222,40677802.03730872
1729,2024-12-31,Fire and other damage to property insurance,2021,0,8022376.355744787,760366.8214317951,7262009.534312991,
1729,2024-12-31,Fire and other damage to property insurance,2021,1,9557723.511344709,3823089.404537884,5734634.106806825,
1729,2024-12-31,Fire and other damage to property insurance,2021,2,10447812.742773892,5223906.371386946,5223906.371386946,
1729,2024-12-31,Fire and other damage to property insurance,2021,3,11526921.398462735,6916152.839077642,4610768.559385093,26685507.51994898
1729,2024-12-31,Fire and other damage to property insurance,2022,0,7003377.6282495335,657290.7206678832,6346086.907581651,
1729,2024-12-31,Fire and other damage to property insurance,2022,1,5921435.712338964,2368574.2849355857,3552861.427403378,
1729,2024-12-31,Fire and other damage to property insurance,2022,2,6942830.665827546,3471415.332913773,3471415.332913773,17851082.730738636
1729,2024-12-31,Fire and other damage to property insurance,2023,0,10918854.33498688,1093100.2900471585,9825754.044939725,
1729,2024-12-31,Fire and other damage to property insurance,2023,1,12690992.874278247,5076397.1497113,7614595.724566948,38276359.42478511
1729,2024-12-31,Fire and other damage to property insurance,2024,0,5987243.670970455,423117.1952991504,5564126.475671304,26471586.919507217
1729,2024-12-31,Workers compensation insurance,2015,0,10950777.016361296,1709384.402029918,9241392.614331378,
1729,2024-12-31,Workers compensation insurance,2015,1,12428871.2658348,4971548.50633392,7457322.759500881,
1729,2024-12-31,Workers compensation insurance,2015,2,14089267.051989287,7044633.525994644,7044633.525994644,
1729,2024-12-31,Workers compensation insurance,2015,3,16547284.106907409,9928370.464144446,6618913.642762963,
1729,2024-12-31,Workers compensation insurance,2015,4,18195166.753836542,12736616.727685582,5458550.026150964,
1729,2024-12-31,Workers compensation insurance,2015,5,19245878.40146354,15396702.721170831,3849175.680292707,
1729,2024-12-31,Workers compensation insurance,2015,6,21574653.30425517,19417187.973829653,2157465.330425516,
1729,2024-12-31,Workers compensation insurance,2015,7,22298462.027697053,21183538.9263122,1114923.101384852,
1729,2024-12-31,Workers compensation insurance,2015,8,24041086.88972643,22839032.545240108,1202054.3444863225,
1729,2024-12-31,Workers compensation insurance,2015,9,26152655.72962386,24845022.943142667,1307632.7864811942,36940327.260078765
1729,2024-12-31,Workers compensation insurance,2016,0,17907401.130244873,4197265.506720732,13710135.62352414,
1729,2024-12-31,Workers compensation insurance,2016,1,16366491.71527496,6546596.686109984,9819895.029164976,
1729,2024-12-31,Workers compensation insurance,2016,2,18486107.31762102,9243053.65881051,9243053.65881051,
1729,2024-12-31,Workers compensation insurance,2016,3,21053236.398747668,12631941.839248603,8421294.559499064,
1729,2024-12-31,Workers compensation insurance,2016,4,22243425.220643688,15570397.65445058,6673027.566193108,
1729,2024-12-31,Workers compensation insurance,2016,5,24741347.813151494,19793078.250521194,4948269.5626303,
1729,2024-12-31,Workers compensation insurance,2016,6,26155675.68344024,23540108.115096223,2615567.56834402,
1729,2024-12-31,Workers compensation insurance,2016,7,29354965.441384867,27887217.16931562,1467748.2720692456,
1729,2024-12-31,Workers compensation insurance,2016,8,30530491.941796493,29003967.344706666,1526524.597089827,46917067.41135167
1729,2024-12-31,Workers compensation insurance,2017,0,9532660.440483565,919958.0763485346,8612702.364135029,
1729,2024-12-31,Workers compensation insurance,2017,1,14148230.49264676,5659292.197058704,8488938.295588056,
1729,2024-12-31,Workers compensation insurance,2017,2,14999216.1045547,7499608.05227735,7499608.05227735,
1729,2024-12-31,Workers compensation insurance,2017,3,17668801.09760358,10601280.65856215,7067520.439041432,
1729,2024-12-31,Workers compensation insurance,2017,4,18962444.455164693,13273711.118615285,5688733.336549409,
1729,2024-12-31,Workers compensation insurance,2017,5,20162341.92227599,16129873.537820794,4032468.384455197,
1729,2024-12-31,Workers compensation insurance,2017,6,22209043.56711138,19988139.21040025,2220904.3567111343,
1729,2024-12-31,Workers compensation insurance,2017,7,24478186.997176632,23254277.6473178,1223909.3498588316,39525502.73716504
1729,2024-12-31,Workers compensation insurance,2018,0,5547757.534949004,1417156.657022157,4130600.877926847,
1729,2024-12-31,Workers compensation insurance,2018,1,5531637.177462201,2212654.8709848803,3318982.3064773204,
1729,2024-12-31,Workers compensation insurance,2018,2,5907566.568795348,2953783.284397674,2953783.284397674,
1729,2024-12-31,Workers compensation insurance,2018,3,6886152.3163987305,4131691.389839239,2754460.9265594915,
1729,2024-12-31,Workers compensation insurance,2018,4,7589773.599443466,5312841.519610426,2276932.07983304,
1729,2024-12-31,Workers compensation insurance,2018,5,8112315.023171148,6489852.018536919,1622463.0046342297,
1729,2024-12-31,Workers compensation insurance,2018,6,8729840.473588053,7856856.426229249,872984.0473588044,15394068.973762864
1729,2024-12-31,Workers compensation insurance,2019,0,8904900.009703182,249836.20486034013,8655063.80484284,
1729,2024-12-31,Workers compensation insurance,2019,1,12084888.334389858,4833955.333755943,7250933.000633915,
1729,2024-12-31,Workers compensation insurance,2019,2,13418718.892706089,6709359.446353043,6709359.446353043,
1729,2024-12-31,Workers compensation insurance,2019,3,14982140.490483198,8989284.29428992,5992856.196193278,
1729,2024-12-31,Workers compensation insurance,2019,4,15725581.450628985,11007907.015440289,4717674.435188696,
1729,2024-12-31,Workers compensation insurance,2019,5,17333382.03997358,13866705.631978864,3466676.4079947155,33716295.61323212
1729,2024-12-31,Workers compensation insurance,2020,0,2070138.129390996,294232.84725636616,1775905.2821346298,
1729,2024-12-31,Workers compensation insurance,2020,1,2093975.703605175,837590.28144207,1256385.422163105,
1729,2024-12-31,Workers compensation insurance,2020,2,2334547.5748497853,1167273.787424893,1167273.787424893,
1729,2024-12-31,Workers compensation insurance,2020,3,2574435.026919001,1544661.016151401,1029774.0107676004,
1729,2024-12-31,Workers compensation insurance,2020,4,2859806.0558194662,2001864.2390736265,857941.81674584,5905477.483388332
1729,2024-12-31,Workers compensation insurance,2021,0,11691591.774019564,2316582.708388013,9375009.06563155,
1729,2024-12-31,Workers compensation insurance,2021,1,14936574.914813075,5974629.965925232,8961944.948887846,
1729,2024-12-31,Workers compensation insurance,2021,2,16796845.838449843,8398422.919224922,8398422.919224922,
1729,2024-12-31,Workers compensation insurance,2021,3,19090190.882265866,11454114.52935952,7636076.352906343,42914952.56593316
1729,2024-12-31,Workers compensation insurance,2022,0,4221305.047146594,1183850.699252789,3037454.347893805,
1729,2024-12-31,Workers compensation insurance,2022,1,4657756.405875647,1863102.5623502587,2794653.843525388,
1729,2024-12-31,Workers compensation insurance,2022,2,5215771.71394972,2607885.85697486,2607885.85697486,13735794.67006875
1729,2024-12-31,Workers compensation insurance,2023,0,3926190.664077144,98208.61874594698,3827982.045331197,
1729,2024-12-31,Workers compensation insurance,2023,1,5541399.050597406,2216559.6202389626,3324839.4303584434,15832066.354857802
1729,2024-12-31,Workers compensation insurance,2024,0,6849392.558011217,383783.5094721712,6465609.048539046,32967829.001213785
1729,2024-12-31,Medical expense insurance,2015,0,5721727.885120198,915855.9842079082,4805871.90091229,
1729,2024-12-31,Medical expense insurance,2015,1,6986848.9378833175,2794739.575153327,4192109.3627299904,
1729,2024-12-31,Medical expense insurance,2015,2,7966435.04843734,3983217.52421867,3983217.52421867,
1729,2024-12-31,Medical expense insurance,2015,3,9266761.96628633,5560057.179771799,3706704.786514531,
1729,2024-12-31,Medical expense insurance,2015,4,9884369.495483888,6919058.646838722,2965310.8486451665,
1729,2024-12-31,Medical expense insurance,2015,5,11106412.31876474,8885129.855011791,2221282.463752948,
1729,2024-12-31,Medical expense insurance,2015,6,11908692.51548125,10717823.263933128,1190869.2515481226,
1729,2024-12-31,Medical expense insurance,2015,7,13080947.131845975,12426899.775253676,654047.3565922994,
1729,2024-12-31,Medical expense insurance,2015,8,13818008.840943769,13127108.39889658,690900.4420471899,
1729,2024-12-31,Medical expense insurance,2015,9,14703227.69185196,13968066.307259362,735161.3845925983,20778921.11557161
1729,2024-12-31,Medical expense insurance,2016,0,4903191.881287308,790922.3038618028,4112269.5774255055,
1729,2024-12-31,Medical expense insurance,2016,1,5785206.706123736,2314082.6824494945,3471124.0236742413,
1729,2024-12-31,Medical expense insurance,2016,2,6819829.764828581,3409914.8824142907,3409914.8824142907,
1729,2024-12-31,Medical expense insurance,2016,3,7118204.743218691,4270922.845931215,2847281.897287476,
1729,2024-12-31,Medical expense insurance,2016,4,8315329.400373954,5820730.580261768,2494598.8201121865,
1729,2024-12-31,Medical expense insurance,2016,5,8876620.423989039,7101296.339191232,1775324.084797807,
1729,2024-12-31,Medical expense insurance,2016,6,9800065.378680414,8820058.840812374,980006.5378680396,
1729,2024-12-31,Medical expense insurance,2016,7,10616541.158340055,10085714.100423057,530827.0579170026,
1729,2024-12-31,Medical expense insurance,2016,8,11259433.22260891,10696461.561478464,562971.6611304469,16923517.769994937
1729,2024-12-31,Medical expense insurance,2017,0,6628416.791334639,989422.6145797324,5638994.176754907,
1729,2024-12-31,Medical expense insurance,2017,1,10925131.729039058,4370052.691615623,6555079.037423435,
1729,2024-12-31,Medical expense insurance,2017,2,12087700.124671971,6043850.062335986,6043850.062335986,
1729,2024-12-31,Medical expense insurance,2017,3,14009848.851807578,8405909.311084548,5603939.5407230295,
1729,2024-12-31,Medical expense insurance,2017,4,15609747.030620366,10926822.921434255,4682924.109186111,
1729,2024-12-31,Medical expense insurance,2017,5,16757983.25098811,13406386.60079049,3351596.650197621,
1729,2024-12-31,Medical expense insurance,2017,6,17801553.71664874,16021398.344983866,1780155.3716648724,
1729,2024-12-31,Medical expense insurance,2017,7,19523697.885564268,18547512.99128605,976184.8942782134,32043073.774887376
1729,2024-12-31,Medical expense insurance,2018,0,15725524.383046864,599626.5756002299,15125897.807446636,
1729,2024-12-31,Medical expense insurance,2018,1,16526624.913099883,6610649.965239953,9915974.94785993,
1729,2024-12-31,Medical expense insurance,2018,2,18696803.56446075,9348401.782230375,9348401.782230375,
1729,2024-12-31,Medical expense insurance,2018,3,20888064.20022486,12532838.520134918,8355225.680089943,
1729,2024-12-31,Medical expense insurance,2018,4,21737000.05822203,15215900.04075542,6521100.01746661,
1729,2024-12-31,Medical expense insurance,2018,5,24968849.53197088,19975079.625576705,4993769.906394176,
1729,2024-12-31,Medical expense insurance,2018,6,27114762.2803344,24403286.052300964,2711476.2280334383,46545068.61433528
1729,2024-12-31,Medical expense insurance,2019,0,10788422.280447958,2603379.255391632,8185043.025056326,
1729,2024-12-31,Medical expense insurance,2019,1,9814232.82728693,3925693.130914773,5888539.696372159,
1729,2024-12-31,Medical expense insurance,2019,2,11054286.02750662,5527143.01375331,5527143.01375331,
1729,2024-12-31,Medical expense insurance,2019,3,12282313.220486827,7369387.932292098,4912925.288194731,
1729,2024-12-31,Medical expense insurance,2019,4,13420909.779962586,9394636.84597381,4026272.933988776,
1729,2024-12-31,Medical expense insurance,2019,5,14808723.530608788,11846978.82448703,2961744.7061217576,28270306.88856137
1729,2024-12-31,Medical expense insurance,2020,0,9349830.763993926,2431484.8616066915,6918345.902387235,
1729,2024-12-31,Medical expense insurance,2020,1,8975541.975656334,3590216.790262534,5385325.185393801,
1729,2024-12-31,Medical expense insurance,2020,2,10708641.789899249,5354320.894949623,5354320.894949623,
1729,2024-12-31,Medical expense insurance,2020,3,11874550.47780506,7124730.286683038,4749820.191122023,
1729,2024-12-31,Medical expense insurance,2020,4,12861206.069614476,9002844.248730134,3858361.8208843432,26889907.421384357
1729,2024-12-31,Medical expense insurance,2021,0,3798421.7789511136,1014430.074932067,2783991.7040190464,
1729,2024-12-31,Medical expense insurance,2021,1,3344289.573360528,1337715.8293442111,2006573.7440163167,
1729,2024-12-31,Medical expense insurance,2021,2,3797995.88429906,1898997.94214953,1898997.94214953,
1729,2024-12-31,Medical expense insurance,2021,3,4247522.95042868,2548513.770257208,1699009.1801714716,9678171.91605753
1729,2024-12-31,Medical expense insurance,2022,0,2729542.338410363,375246.5473104268,2354295.791099936,
1729,2024-12-31,Medical expense insurance,2022,1,2528034.158536791,1011213.6634147164,1516820.4951220746,
1729,2024-12-31,Medical expense insurance,2022,2,2916983.202315113,1458491.6011575563,1458491.6011575563,7338474.415903112
1729,2024-12-31,Medical expense insurance,2023,0,17571905.485901088,1109816.0102904215,16462089.475610666,
1729,2024-12-31,Medical expense insurance,2023,1,16986283.782458544,6794513.512983418,10191770.269475125,49625876.3176731
1729,2024-12-31,Medical expense insurance,2024,0,5868362.105709964,1043221.4006359576,4825140.705074006,15264517.005607331
1729,2024-12-31,Income protection insurance,2015,0,10054494.805812169,1467167.070995816,8587327.734816354,
1729,2024-12-31,Income protection insurance,2015,1,11421095.82730513,4568438.330922052,6852657.496383078,
1729,2024-12-31,Income protection insurance,2015,2,12826333.478008984,6413166.739004492,6413166.739004492,
1729,2024-12-31,Income protection insurance,2015,3,13892630.079387588,8335578.047632554,5557052.031755033,
1729,2024-12-31,Income protection insurance,2015,4,15094991.782781009,10566494.247946704,4528497.534834303,
1729,2024-12-31,Income protection insurance,2015,5,16680770.975593235,13344616.780474588,3336154.195118647,
1729,2024-12-31,Income protection insurance,2015,6,18654971.346158262,16789474.21154244,1865497.134615824,
1729,2024-12-31,Income protection insurance,2015,7,19595274.71277217,18615510.97713356,979763.735638611,
1729,2024-12-31,Income protection insurance,2015,8,21378570.091930263,20309641.58733375,1068928.5045965128,
1729,2024-12-31,Income protection insurance,2015,9,23144078.55597448,21986874.62817575,1157203.9277987257,32228206.404698465
1729,2024-12-31,Income protection insurance,2016,0,3623770.4229093664,328614.4100380989,3295156.0128712677,
1729,2024-12-31,Income protection insurance,2016,1,5696817.153354605,2278726.861341842,3418090.2920127627,
1729,2024-12-31,Income protection insurance,2016,2,6207942.525641768,3103971.262820884,3103971.262820884,
1729,2024-12-31,Income protection insurance,2016,3,6747254.8490873175,4048352.909452391,2698901.9396349266,
1729,2024-12-31,Income protection insurance,2016,4,7673095.939535614,5371167.157674929,2301928.781860685,
1729,2024-12-31,Income protection insurance,2016,5,8484178.001432022,6787342.401145618,1696835.6002864037,
1729,2024-12-31,Income protection insurance,2016,6,9321782.95546068,8389604.659914615,932178.295546066,
1729,2024-12-31,Income protection insurance,2016,7,9743991.007621111,9256791.457240056,487199.5503810551,
1729,2024-12-31,Income protection insurance,2016,8,10742315.99919753,10205200.199237652,537115.7999598775,16012201.866066542
1729,2024-12-31,Income protection insurance,2017,0,16617550.13944566,1322516.4807404354,15295033.658705223,
1729,2024-12-31,Income protection insurance,2017,1,15042117.26564872,6016846.906259488,9025270.359389232,
1729,2024-12-31,Income protection insurance,2017,2,17214039.61085067,8607019.805425335,8607019.805425335,
1729,2024-12-31,Income protection insurance,2017,3,18477113.776157875,11086268.265694726,7390845.510463148,
1729,2024-12-31,Income protection insurance,2017,4,21231643.915048417,14862150.74053389,6369493.174514527,
1729,2024-12-31,Income protection insurance,2017,5,22638344.40801233,18110675.526409864,4527668.881602466,
1729,2024-12-31,Income protection insurance,2017,6,24506152.7007756,22055537.43069804,2450615.2700775564,
1729,2024-12-31,Income protection insurance,2017,7,26072196.487384368,24768586.66301515,1303609.8243692182,43402808.00916237
1729,2024-12-31,Income protection insurance,2018,0,4064203.378339975,924668.9852332002,3139534.393106775,
1729,2024-12-31,Income protection insurance,2018,1,6156464.682348872,2462585.872939549,3693878.809409322,
1729,2024-12-31,Income protection insurance,2018,2,7077823.9285322325,3538911.9642661163,3538911.9642661163,
1729,2024-12-31,Income protection insurance,2018,3,7955425.746841025,4773255.448104615,3182170.2987364093,
1729,2024-12-31,Income protection insurance,2018,4,9035308.076534506,6324715.653574154,2710592.422960352,
1729,2024-12-31,Income protection insurance,2018,5,9742881.860103909,7794305.488083128,1948576.372020781,
1729,2024-12-31,Income protection insurance,2018,6,10392158.612755964,9352942.751480369,1039215.8612755948,18565528.38848006
1729,2024-12-31,Income protection insurance,2019,0,7626051.351430182,984484.5532845852,6641566.798145597,
1729,2024-12-31,Income protection insurance,2019,1,11186008.652292917,4474403.460917166,6711605.191375748,
1729,2024-12-31,Income protection insurance,2019,2,12966136.08144877,6483068.040724385,6483068.040724385,
1729,2024-12-31,Income protection insurance,2019,3,15164004.14873607,9098402.489241645,6065601.659494426,
1729,2024-12-31,Income protection insurance,2019,4,16071519.907569528,11250063.935298668,4821455.972270859,
1729,2024-12-31,Income protection insurance,2019,5,17263727.85801668,13810982.286413344,3452745.5716033354,33772388.96543441
1729,2024-12-31,Income protection insurance,2020,0,11887143.993231202,1897497.80791566,9989646.185315542,
1729,2024-12-31,Income protection insurance,2020,1,15838730.99123356,6335492.396493424,9503238.594740136,
1729,2024-12-31,Income protection insurance,2020,2,18944282.14585648,9472141.07292824,9472141.07292824,
1729,2024-12-31,Income protection insurance,2020,3,20342538.372228503,12205523.023337103,8137015.3488914,
1729,2024-12-31,Income protection insurance,2020,4,22923054.44230867,16046138.10961607,6876916.332692603,47701229.81849218
1729,2024-12-31,Income protection insurance,2021,0,1836824.9142240128,360514.9741141017,1476309.9401099116,
1729,2024-12-31,Income protection insurance,2021,1,2475321.018651278,990128.4074605112,1485192.611190767,
1729,2024-12-31,Income protection insurance,2021,2,2826388.185560554,1413194.092780277,1413194.092780277,
1729,2024-12-31,Income protection insurance,2021,3,3143117.479019409,1885870.4874116457,1257246.991607763,7240145.068536969
1729,2024-12-31,Income protection insurance,2022,0,4131169.575935819,615083.7969460476,3516085.7789897714,
