Syndicate,Reporting_Date,Fund_ID,Fund_Name,Fund_Type,Fund_Manager,Domicile,Currency,Units_Held,NAV_Per_Unit,Total_Value,Look_Through_Available,Underlying_Equities_Pct,Underlying_Bonds_Pct,Underlying_Property_Pct,Underlying_Other_Pct
1003,2024-12-31,1003-FUND-007,Investment Fund 7,Hedge fund,Manager_48,US,AUD,93086.35508339245,287.4145879724746,26754376.392152708,Partial,24.94703507495331,5.090179367209111,69.96278555783758,0
1003,2024-12-31,1003-FUND-008,Investment Fund 8,Equity fund,Manager_38,AU,EUR,13008.996802547877,186.24880772238524,2422910.144138864,Yes,31.368489022475405,33.250446692446346,35.38106428507826,0
1003,2024-12-31,1003-FUND-009,Investment Fund 9,Hedge fund,Manager_34,CH,JPY,17459.277704620363,220.88183216974193,3856437.247756872,Yes,26.66475561401959,41.899262629404014,31.435981756576396,0
1003,2024-12-31,1003-FUND-010,Investment Fund 10,Mixed fund,Manager_5,JP,CHF,92337.77195230182,392.9954262413797,36288322.04657417,No,40.79608149634191,13.239101510223852,45.964816993434226,0
1003,2024-12-31,1003-FUND-011,Investment Fund 11,Real estate fund,Manager_43,NL,EUR,62714.5770300308,321.1111267057699,20138348.490988985,Yes,36.20306739417274,39.076241095338716,24.720691510488546,0
1003,2024-12-31,1003-FUND-012,Investment Fund 12,Real estate fund,Manager_26,JP,CHF,52411.956571588016,138.90015755531522,7280029.025575914,Partial,74.83606234973132,17.266837855939855,7.89709979432881,0
1003,2024-12-31,1003-FUND-013,Investment Fund 13,Real estate fund,Manager_43,NL,USD,44188.356609358576,346.2383477777278,15299703.583437353,Yes,34.39433686101934,21.746422115388278,43.859241023592396,0
1003,2024-12-31,1003-FUND-014,Investment Fund 14,Private equity fund,Manager_46,NL,CAD,35353.231205807795,469.7904605569849,16608610.770354014,Yes,52.63532646906817,28.65945271705717,18.70522081387466,0
3210,2024-12-31,3210-FUND-001,Investment Fund 1,Real estate fund,Manager_14,CH,EUR,73976.10898170726,66.52082456737999,4920951.767749532,Partial,27.417489656531373,19.422378180282017,53.16013216318661,0
3210,2024-12-31,3210-FUND-002,Investment Fund 2,Hedge fund,Manager_40,CA,CHF,2188.2996999955717,298.7666940732571,653791.0670091773,Partial,56.49243243119986,36.99364541275278,6.513922156047363,0
3210,2024-12-31,3210-FUND-003,Investment Fund 3,Private equity fund,Manager_4,NL,USD,97273.67761276232,283.1046941192441,27538634.746415034,No,46.03079926186783,17.732955617199433,36.23624512093273,0
3210,2024-12-31,3210-FUND-004,Investment Fund 4,Real estate fund,Manager_10,FR,USD,43485.79970387386,83.70312890089268,3639897.4979717545,Partial,8.970391660015915,70.76517979117075,20.264428548813342,0
3210,2024-12-31,3210-FUND-005,Investment Fund 5,Private equity fund,Manager_49,JP,CAD,20300.868878364425,277.21015306256265,5627606.969074417,No,54.617852510959594,4.4011687033133144,40.98097878572708,0
3210,2024-12-31,3210-FUND-006,Investment Fund 6,Real estate fund,Manager_21,US,AUD,12801.833841216763,66.40747287152831,850137.4335164153,Yes,5.248778322678378,83.01127066198862,11.739951015333002,0
3210,2024-12-31,3210-FUND-007,Investment Fund 7,Infrastructure fund,Manager_27,JP,CAD,5469.985076816903,247.05494921431054,1351386.8853560365,No,55.23103738261711,17.172036672326364,27.596925945056526,0
3210,2024-12-31,3210-FUND-008,Investment Fund 8,Private equity fund,Manager_11,JP,AUD,4952.330723811371,252.08533136069414,1248409.9315197358,Partial,39.00295880152662,38.5501385675585,22.4469026309149,0
3210,2024-12-31,3210-FUND-009,Investment Fund 9,Bond fund,Manager_26,FR,GBP,32237.784885650417,97.98062852146904,3158678.425235943,Yes,29.75112440886411,8.070043140990661,62.17883245014523,0
3210,2024-12-31,3210-FUND-010,Investment Fund 10,Bond fund,Manager_2,FR,CAD,96661.1554770704,486.5335055000181,47028890.819941334,No,39.92521081092374,27.728071407369164,32.3467177817071,0
3210,2024-12-31,3210-FUND-011,Investment Fund 11,Real estate fund,Manager_32,NL,JPY,29235.374465360994,333.8466890776793,9760132.969206896,No,26.874948235491775,28.43016320555762,44.69488855895061,0
3210,2024-12-31,3210-FUND-012,Investment Fund 12,Private equity fund,Manager_3,FR,USD,28909.917204127913,193.11782526253396,5583020.3389810985,No,63.050906837053965,3.833909315628719,33.115183847317326,0
3210,2024-12-31,3210-FUND-013,Investment Fund 13,Bond fund,Manager_2,JP,CAD,91367.27924037831,324.66335351817065,29663607.280012358,No,47.95455941383486,21.91840597668386,30.127034609481267,0
3210,2024-12-31,3210-FUND-014,Investment Fund 14,Private equity fund,Manager_36,DE,AUD,85352.7931646646,301.6481592958062,25746512.948876746,Yes,81.65973533705417,15.797525734718976,2.542738928226847,0
1458,2024-12-31,1458-FUND-001,Investment Fund 1,Infrastructure fund,Manager_2,GB,CAD,96404.83368001787,219.64377527907874,21174721.624630805,Yes,44.157710831087066,5.8354756749322805,50.00681349398065,0
1458,2024-12-31,1458-FUND-002,Investment Fund 2,Mixed fund,Manager_39,JP,CAD,93324.10416189014,309.0493638488388,28841755.022994917,Yes,8.554923740169697,39.46057633454488,51.98449992528542,0
1458,2024-12-31,1458-FUND-003,Investment Fund 3,Real estate fund,Manager_24,US,JPY,41235.23712082785,445.92698657366054,18387905.029941108,Partial,29.873438590236155,41.41261489732626,28.713946512437587,0
1458,2024-12-31,1458-FUND-004,Investment Fund 4,Infrastructure fund,Manager_9,FR,GBP,13997.509228477598,189.3612699973351,2650586.1243039365,Partial,10.78528209444271,48.57381335690307,40.64090454865422,0
1458,2024-12-31,1458-FUND-005,Investment Fund 5,Private equity fund,Manager_33,US,CHF,67963.4385220906,185.43484383422975,12602789.608781144,Partial,13.009880670469487,53.47252344172816,33.517595887802344,0
1458,2024-12-31,1458-FUND-006,Investment Fund 6,Infrastructure fund,Manager_38,NL,EUR,23353.165662912284,327.4798901743738,7647692.126514472,No,4.8300480164886,39.05944772103333,56.11050426247807,0
1458,2024-12-31,1458-FUND-007,Investment Fund 7,Equity fund,Manager_16,IT,GBP,15647.875076831178,493.0945149158778,7715881.370474325,No,38.50883959537092,24.006748174194666,37.48441223043442,0
1458,2024-12-31,1458-FUND-008,Investment Fund 8,Mixed fund,Manager_38,CA,CAD,77137.0521828127,241.47754667232925,18626866.11864105,Partial,91.0703239774428,3.383899530809505,5.545776491747702,0
1458,2024-12-31,1458-FUND-009,Investment Fund 9,Private equity fund,Manager_16,CA,USD,45136.7294328746,417.4948594407306,18844352.510192268,Yes,58.61311449523985,5.740983700797642,35.64590180396251,0
1458,2024-12-31,1458-FUND-010,Investment Fund 10,Equity fund,Manager_12,FR,EUR,91409.73894164778,224.58773947904888,20529506.63527466,No,43.69226664202967,7.041594481830117,49.26613887614021,0
1458,2024-12-31,1458-FUND-011,Investment Fund 11,Real estate fund,Manager_17,IT,GBP,75390.90843559896,473.6004767541057,35705170.1780248,No,34.20364138333595,18.370412621832873,47.425945994831174,0
1458,2024-12-31,1458-FUND-012,Investment Fund 12,Hedge fund,Manager_24,US,EUR,28281.11085460867,199.47763492777963,5641449.106407694,Partial,29.254859850913522,31.947705691199808,38.79743445788667,0
2001,2024-12-31,2001-FUND-001,Investment Fund 1,Real estate fund,Manager_44,FR,EUR,21275.43849656474,409.0991158486508,8703763.078236984,Yes,62.08545383654736,5.36285308016793,32.55169308328472,0
2001,2024-12-31,2001-FUND-002,Investment Fund 2,Mixed fund,Manager_31,AU,CAD,28993.78024894976,187.02069095931367,5422436.815681085,No,41.945322627523595,27.429260468597178,30.625416903879227,0
2001,2024-12-31,2001-FUND-003,Investment Fund 3,Equity fund,Manager_42,IT,GBP,97685.14609418591,219.7408021059374,21465412.35657209,Partial,38.07580319360264,20.63393191218299,41.29026489421438,0
2001,2024-12-31,2001-FUND-004,Investment Fund 4,Private equity fund,Manager_4,FR,EUR,18885.096589819015,476.4587796789258,8997970.075303812,Partial,16.813274128443727,25.071042549474047,58.115683322082226,0
2001,2024-12-31,2001-FUND-005,Investment Fund 5,Real estate fund,Manager_20,AU,CAD,39981.759014975265,323.695119544901,12941900.263967842,Partial,31.412523946402693,52.45412371593516,16.133352337662142,0
2001,2024-12-31,2001-FUND-006,Investment Fund 6,Equity fund,Manager_35,FR,CAD,6787.340736450824,184.9682288628798,1255442.3947101831,No,47.567575378947055,16.850433251239174,35.58199136981378,0
2001,2024-12-31,2001-FUND-007,Investment Fund 7,Real estate fund,Manager_1,CA,EUR,40598.318811063284,75.8263296597231,3078421.505798222,No,36.020103581199656,54.609542357031756,9.370354061768575,0
2001,2024-12-31,2001-FUND-008,Investment Fund 8,Equity fund,Manager_49,FR,EUR,60182.993326749885,349.1326422098808,21011847.476267815,Yes,27.386663486399023,45.78854216654081,26.82479434706017,0
2001,2024-12-31,2001-FUND-009,Investment Fund 9,Infrastructure fund,Manager_11,CH,AUD,50959.091509766055,53.30887004949214,2716571.587134297,No,49.71169056343236,47.52856240593572,2.7597470306319005,0
2001,2024-12-31,2001-FUND-010,Investment Fund 10,Infrastructure fund,Manager_50,CA,CAD,37456.760632118174,490.5643283562503,18374950.62189589,Yes,22.958298519995594,27.389614968101476,49.65208651190293,0
2001,2024-12-31,2001-FUND-011,Investment Fund 11,Mixed fund,Manager_6,CH,JPY,72008.92571070988,311.9315590059006,22461856.459281813,Partial,37.649007129419125,40.79009874137095,21.560894129209917,0
4242,2024-12-31,4242-FUND-001,Investment Fund 1,Infrastructure fund,Manager_22,CA,CAD,48035.72812825171,223.7229210433261,10746693.411295535,Yes,55.33218772902413,39.90430231465953,4.763509956316325,0
4242,2024-12-31,4242-FUND-002,Investment Fund 2,Infrastructure fund,Manager_11,JP,CHF,86433.00270798882,266.2519733763206,23012957.535842888,Yes,6.63881359498575,53.08018957571262,40.280996829301635,0
4242,2024-12-31,4242-FUND-003,Investment Fund 3,Mixed fund,Manager_27,IT,AUD,87897.19108139987,141.7975716242243,12463608.247932928,Partial,57.442696441376995,38.76166242162339,3.795641136999621,0
4242,2024-12-31,4242-FUND-004,Investment Fund 4,Private equity fund,Manager_21,CH,AUD,97212.68483122298,280.6768598464399,27285351.11566931,Yes,17.975984045512526,29.009011132028213,53.015004822459254,0
4242,2024-12-31,4242-FUND-005,Investment Fund 5,Infrastructure fund,Manager_4,DE,AUD,31185.409314121287,136.70437841901514,4263181.996029516,No,10.693746581465238,24.678098329663833,64.62815508887093,0
4242,2024-12-31,4242-FUND-006,Investment Fund 6,Infrastructure fund,Manager_42,DE,GBP,47691.01015433091,152.36672166209297,7266522.869968987,No,11.549938321763719,23.124860490129095,65.32520118810717,0
4242,2024-12-31,4242-FUND-007,Investment Fund 7,Bond fund,Manager_41,JP,EUR,34959.64454641241,494.6558341795859,17292992.135727443,Partial,31.1938093573848,11.51783661652026,57.288354026094936,0
4242,2024-12-31,4242-FUND-008,Investment Fund 8,Equity fund,Manager_8,DE,USD,46575.18194034786,369.352104577036,17202641.47072584,Partial,87.00934775814514,4.43801270554843,8.552639536306431,0
4242,2024-12-31,4242-FUND-009,Investment Fund 9,Private equity fund,Manager_50,DE,CAD,72325.21740481287,176.8212514829624,12788635.455296345,Partial,75.06879776416923,16.032699939897118,8.89850229593365,0
4242,2024-12-31,4242-FUND-010,Investment Fund 10,Private equity fund,Manager_27,AU,JPY,77674.07470885929,110.4950423162975,8582600.17183466,No,31.14049250101457,40.34016159477794,28.519345904207487,0
4242,2024-12-31,4242-FUND-011,Investment Fund 11,Infrastructure fund,Manager_48,DE,EUR,3683.5585812870777,402.57567616455896,1482911.0865534088,Yes,0.6311566604757503,45.73971377480775,53.62912956471651,0
0218,2024-12-31,0218-FUND-001,Investment Fund 1,Hedge fund,Manager_21,JP,USD,43851.15218466006,290.99411289400916,12760427.129355345,Yes,27.1999824328379,22.194625123463517,50.60539244369859,0
0218,2024-12-31,0218-FUND-002,Investment Fund 2,Real estate fund,Manager_24,DE,JPY,89499.41755632906,201.11736408869055,17999886.946401976,No,24.563137248484797,37.01654571215226,38.42031703936295,0
0218,2024-12-31,0218-FUND-003,Investment Fund 3,Infrastructure fund,Manager_37,FR,GBP,51386.945001782704,253.77116237794706,13040524.764154034,Yes,20.18967358799402,69.46431637087166,10.346010041134313,0
0218,2024-12-31,0218-FUND-004,Investment Fund 4,Hedge fund,Manager_42,IT,AUD,58403.12802872477,177.1476203833875,10345975.153234914,Yes,16.580300413216577,24.06559614498629,59.35410344179714,0
0218,2024-12-31,0218-FUND-005,Investment Fund 5,Equity fund,Manager_30,FR,EUR,6441.664377142384,310.34381819158915,1999130.7183111124,Partial,12.202975603840846,22.835952983740036,64.96107141241912,0
0218,2024-12-31,0218-FUND-006,Investment Fund 6,Infrastructure fund,Manager_11,GB,JPY,51535.55300329769,166.4565837640358,8578432.095319329,Partial,44.783110023549725,12.307049696684807,42.90984027976547,0
0218,2024-12-31,0218-FUND-007,Investment Fund 7,Real estate fund,Manager_39,JP,USD,96689.28549867387,475.11832175261674,45938851.05758955,Yes,18.447264664724425,31.446331271956655,50.10640406331891,0
0218,2024-12-31,0218-FUND-008,Investment Fund 8,Mixed fund,Manager_11,IT,GBP,1612.1984414487708,414.80760665191633,668752.1769453143,Yes,78.95559263003942,7.603235948976564,13.441171420984025,0
0218,2024-12-31,0218-FUND-009,Investment Fund 9,Private equity fund,Manager_34,CA,CAD,96113.88397436419,291.8930646381558,28054976.147553295,No,1.9669131558698396,35.694359022226855,62.338727821903305,0
0218,2024-12-31,0218-FUND-010,Investment Fund 10,Infrastructure fund,Manager_44,CH,GBP,69597.982191452,379.9221701615598,26441816.433042035,Yes,54.6588680080052,15.787318732699521,29.553813259295268,0
0218,2024-12-31,0218-FUND-011,Investment Fund 11,Private equity fund,Manager_14,FR,CAD,53799.0312381009,232.54036675125687,12510446.454970308,No,8.458366866749047,48.87440084716851,42.66723228608245,0
0218,2024-12-31,0218-FUND-012,Investment Fund 12,Mixed fund,Manager_48,CH,JPY,50334.96980112948,321.4604402078134,16180701.550118078,Yes,15.50192519521697,37.09278979086491,47.4052850139181,0
0218,2024-12-31,0218-FUND-013,Investment Fund 13,Real estate fund,Manager_14,IT,USD,52001.53581027229,495.6283267632236,25773434.182763107,No,34.844857047940636,21.14452017413303,44.010622777926336,0
0218,2024-12-31,0218-FUND-014,Investment Fund 14,Private equity fund,Manager_44,FR,JPY,17875.78864658256,223.03211616781994,3986874.9700159985,Yes,22.2331785776466,27.670259683971675,50.096561738381716,0
0218,2024-12-31,0218-FUND-015,Investment Fund 15,Real estate fund,Manager_10,GB,EUR,48933.13018417734,407.3065026196832,19930782.11755093,No,33.35126039910982,19.78953407030721,46.85920553058297,0
2488,2024-12-31,2488-FUND-001,Investment Fund 1,Hedge fund,Manager_29,FR,EUR,24590.677384756065,150.97234090990798,3712512.1293369574,Partial,65.14429032238755,33.68233998081486,1.1733696967975873,0
2488,2024-12-31,2488-FUND-002,Investment Fund 2,Private equity fund,Manager_42,CH,GBP,65181.455202581354,279.99221966257915,18250300.32300772,Yes,22.45909503077839,48.74605920369259,28.79484576552902,0
2488,2024-12-31,2488-FUND-003,Investment Fund 3,Real estate fund,Manager_9,AU,AUD,86479.72620114907,112.75260629232207,9750814.52062597,No,28.17446716597669,42.96308119836987,28.862451635653436,0
2488,2024-12-31,2488-FUND-004,Investment Fund 4,Private equity fund,Manager_14,CA,AUD,72083.40363457314,217.41960551549332,15672345.18244297,No,9.78478615428375,48.46381691756618,41.75139692815007,0
2488,2024-12-31,2488-FUND-005,Investment Fund 5,Private equity fund,Manager_39,JP,GBP,86838.95805551579,159.7978860586125,13876681.924803942,Yes,44.49861688641592,44.10293946678616,11.398443646797915,0
2488,2024-12-31,2488-FUND-006,Investment Fund 6,Hedge fund,Manager_4,GB,EUR,35457.14359225473,453.00008339324825,16062089.004177772,Yes,55.83995537055151,25.616646479497263,18.54339814995122,0
2488,2024-12-31,2488-FUND-007,Investment Fund 7,Real estate fund,Manager_23,IT,AUD,53083.30731190266,359.49614286458063,19083244.229124196,Partial,25.760476188371,69.37355626038844,4.865967551240554,0
2488,2024-12-31,2488-FUND-008,Investment Fund 8,Private equity fund,Manager_48,GB,GBP,5880.154783677228,223.82946731549535,1316151.9129631356,No,30.46851292314458,27.206800734511553,42.32468634234387,0
3000,2024-12-31,3000-FUND-001,Investment Fund 1,Hedge fund,Manager_25,JP,JPY,32752.62464884555,136.51606331064136,4471259.380151472,Partial,18.252543693017216,57.49994753404136,24.247508772941433,0
3000,2024-12-31,3000-FUND-002,Investment Fund 2,Mixed fund,Manager_9,NL,GBP,45026.56490897524,309.445245478013,13933256.43128953,Partial,51.585788882050466,12.674337157756424,35.73987396019311,0
3000,2024-12-31,3000-FUND-003,Investment Fund 3,Bond fund,Manager_17,DE,CHF,71882.48466063068,323.29598755687965,23239318.86640085,No,10.67793848111105,81.59557461231184,7.726486906577117,0
3000,2024-12-31,3000-FUND-004,Investment Fund 4,Mixed fund,Manager_30,DE,GBP,60018.1223054398,382.8115297497842,22975629.212455053,No,19.481114325490307,77.71599302445189,2.8028926500577964,0
3000,2024-12-31,3000-FUND-005,Investment Fund 5,Private equity fund,Manager_34,CA,USD,84537.4735021723,257.1480727892443,21738648.389555413,No,16.67758111185105,10.253766200602723,73.06865268754622,0
3000,2024-12-31,3000-FUND-006,Investment Fund 6,Equity fund,Manager_21,GB,USD,8193.893170534513,139.59203897116655,1143802.2547868292,No,22.991072703058094,40.99755122312929,36.01137607381261,0
3000,2024-12-31,3000-FUND-007,Investment Fund 7,Infrastructure fund,Manager_18,AU,JPY,13438.705748819084,180.3775926821966,2424041.3917363826,No,27.651262171146023,24.731667653932494,47.61707017492148,0
3000,2024-12-31,3000-FUND-008,Investment Fund 8,Mixed fund,Manager_40,JP,CHF,70699.11380657404,147.85381949775618,10453134.011408519,No,21.145773190690996,22.543570687702594,56.31065612160641,0
3000,2024-12-31,3000-FUND-009,Investment Fund 9,Real estate fund,Manager_11,AU,AUD,95511.96933102782,410.06191223843416,39165820.78553995,No,38.56667365266813,10.858166873718769,50.575159473613105,0
3000,2024-12-31,3000-FUND-010,Investment Fund 10,Infrastructure fund,Manager_10,NL,CAD,27412.660393949256,277.66661006587725,7611580.484475025,Partial,31.348431149224933,34.59703220744495,34.05453664333013,0
3000,2024-12-31,3000-FUND-011,Investment Fund 11,Private equity fund,Manager_29,GB,USD,36607.88056108371,359.2554545573073,13151580.771351742,Yes,29.092601231580655,5.664024892920418,65.24337387549892,0
3000,2024-12-31,3000-FUND-012,Investment Fund 12,Equity fund,Manager_15,DE,GBP,1972.9277044089968,234.13216435631986,461925.8335518241,No,18.41133870410994,38.75777834635016,42.83088294953989,0
3000,2024-12-31,3000-FUND-013,Investment Fund 13,Mixed fund,Manager_11,CH,JPY,31105.3689611571,415.2321565001841,12915949.432475153,Yes,20.031652909663215,30.419002687443236,49.549344402893546,0
5000,2024-12-31,5000-FUND-001,Investment Fund 1,Equity fund,Manager_29,AU,AUD,69599.10269325407,494.31581254049,34403936.99990489,Partial,15.039200685269982,44.23826039101075,40.72253892371927,0
5000,2024-12-31,5000-FUND-002,Investment Fund 2,Real estate fund,Manager_30,CH,GBP,91594.74699451296,120.36296374019378,11024615.211292787,Partial,47.14258303766126,35.63409932039492,17.223317641943815,0
5000,2024-12-31,5000-FUND-003,Investment Fund 3,Infrastructure fund,Manager_10,US,EUR,47969.05650057024,200.199468681409,9603379.62456265,Yes,28.4308991697035,43.62938369148333,27.93971713881317,0
5000,2024-12-31,5000-FUND-004,Investment Fund 4,Bond fund,Manager_19,DE,CAD,63540.51941433182,283.43653120161923,18009704.413547356,Yes,6.593273950846405,30.006548628985392,63.400177420168205,0
5000,2024-12-31,5000-FUND-005,Investment Fund 5,Private equity fund,Manager_33,JP,CHF,31713.293090725772,131.7936189925374,4179609.6665977812,Partial,46.461703378106776,29.750676059205155,23.78762056268808,0
5000,2024-12-31,5000-FUND-006,Investment Fund 6,Hedge fund,Manager_14,IT,GBP,46934.556326597696,109.97791613697791,5161764.699612827,Partial,37.06433778927588,34.665536591724724,28.270125618999398,0
5000,2024-12-31,5000-FUND-007,Investment Fund 7,Infrastructure fund,Manager_37,DE,JPY,11515.168931257165,399.14476451136187,4596219.3913751915,Yes,47.81695839650796,45.43825212833975,6.744789475152291,0
5000,2024-12-31,5000-FUND-008,Investment Fund 8,Bond fund,Manager_50,CH,AUD,64746.88774970871,425.4461580872293,27546314.641218662,Yes,34.32287473434382,38.42803960354307,27.24908566211311,0
5000,2024-12-31,5000-FUND-009,Investment Fund 9,Mixed fund,Manager_2,JP,AUD,53342.02466852121,65.46958625827635,3492280.2852268545,Partial,55.30113303979392,7.049113956398455,37.64975300380763,0
5000,2024-12-31,5000-FUND-010,Investment Fund 10,Equity fund,Manager_26,AU,CHF,29972.854669073375,295.4425775952709,8855257.441319488,Yes,8.235213945791363,42.692158850776494,49.072627203432155,0
5000,2024-12-31,5000-FUND-011,Investment Fund 11,Infrastructure fund,Manager_21,DE,GBP,17172.090524572493,96.94088930834698,1664677.7267354962,Yes,9.38305722565117,56.55850463360094,34.05843814074788,0
5000,2024-12-31,5000-FUND-012,Investment Fund 12,Real estate fund,Manager_46,CH,JPY,47258.838604742756,98.02031859605943,4632326.416516637,Partial,27.690860890887603,37.003207887364425,35.305931221747976,0
2121,2024-12-31,2121-FUND-001,Investment Fund 1,Hedge fund,Manager_43,GB,EUR,62979.41618909933,83.87542249325313,5282425.141239132,Yes,26.813212614223993,11.763054489842593,61.423732895933405,0
2121,2024-12-31,2121-FUND-002,Investment Fund 2,Private equity fund,Manager_40,CH,EUR,14430.485248877398,167.02161811359525,2410202.9964318704,Partial,19.864563490135886,48.64705751788728,31.48837899197684,0
2121,2024-12-31,2121-FUND-003,Investment Fund 3,Private equity fund,Manager_37,DE,USD,83662.40478261327,369.6581753205495,30926491.894870035,Yes,10.013429966165527,65.50117685972482,24.485393174109664,0
2121,2024-12-31,2121-FUND-004,Investment Fund 4,Infrastructure fund,Manager_42,JP,EUR,64271.67685247593,203.43288813934484,13074972.847657856,Yes,64.76901575609787,17.10979703115335,18.12118721274879,0
2121,2024-12-31,2121-FUND-005,Investment Fund 5,Private equity fund,Manager_5,NL,CHF,93136.55330067743,61.0899820863452,5689710.372722319,No,30.848868773149924,32.11691161334402,37.034219613506046,0
2121,2024-12-31,2121-FUND-006,Investment Fund 6,Equity fund,Manager_26,JP,USD,97469.49175320906,489.02086362049357,47664615.03380487,Yes,4.256922536300061,53.594977211946826,42.148100251753114,0
2121,2024-12-31,2121-FUND-007,Investment Fund 7,Infrastructure fund,Manager_26,US,GBP,65086.87130293603,107.75746697661266,7013596.385037168,Yes,25.552766825745763,38.61218674878152,35.83504642547272,0
2121,2024-12-31,2121-FUND-008,Investment Fund 8,Bond fund,Manager_25,CA,EUR,44473.9354196802,67.97658797874246,3023186.3838168015,Partial,19.167112844611772,43.72012413508388,37.112763020304335,0
2121,2024-12-31,2121-FUND-009,Investment Fund 9,Infrastructure fund,Manager_42,DE,GBP,46475.02190380168,74.795690821474,3476131.369237982,No,23.398220360651926,25.70738914982092,50.89439048952714,0
2623,2024-12-31,2623-FUND-001,Investment Fund 1,Infrastructure fund,Manager_28,JP,AUD,64467.52425463378,190.243812494592,12264547.596289111,Partial,33.58937409240955,4.223642304818314,62.18698360277214,0
2623,2024-12-31,2623-FUND-002,Investment Fund 2,Bond fund,Manager_23,US,CAD,36645.93029114188,265.0403097109111,9712648.714008702,No,20.898714782019486,40.14709082703902,38.954194390941495,0
2623,2024-12-31,2623-FUND-003,Investment Fund 3,Hedge fund,Manager_13,CH,JPY,71816.90874238443,170.66445332536438,12256593.47003662,No,28.79058144265243,11.42355345826763,59.78586509907995,0
