Syndicate,Reporting_Date,Line_of_Business,Premiums_Written_Gross,Premiums_Written_Reinsurers_Share,Premiums_Written_Net,Premiums_Earned_Gross,Premiums_Earned_Reinsurers_Share,Premiums_Earned_Net,Claims_Incurred_Gross,Claims_Incurred_Reinsurers_Share,Claims_Incurred_Net,Changes_Other_Technical_Provisions_Gross,Changes_Other_Technical_Provisions_Reinsurers,Changes_Other_Technical_Provisions_Net,Expenses_Incurred,Loss_Ratio,Expense_Ratio,Combined_Ratio
0001,2025-09-30,"Marine, aviation and transport insurance",93385086.03697942,8420465.772974035,84964620.2640054,91168276.2442018,15204138.550990937,75964137.69321086,22737709.87263994,12754217.052810447,9983492.819829492,3729458.358764082,696674.6592286834,3032783.6995353987,21131222.957228996,13.142376288333418,27.81736698252228,40.9597432708557
0001,2025-09-30,General liability insurance,72702669.33685738,22306914.112946313,50395755.22391106,83388065.17052957,10492032.212620463,72896032.9579091,40386647.891302146,6981769.95275284,33404877.938549306,4876680.079966471,1332178.0190598397,3544502.060906631,5788536.227370118,45.82537153679901,7.940811032491268,53.76618256929028
0001,2025-09-30,Assistance,76446013.80125508,28131207.935391646,48314805.86586343,31904301.574804682,18130685.53326311,13773616.041541573,65098321.26010643,3611027.614544379,61487293.64556205,1974202.6724683996,-607952.9778823477,2582155.650350747,23487923.90753061,446.413588560294,170.5283771283477,616.9419656886416
0001,2025-09-30,Motor vehicle liability insurance,97684659.61322942,28606662.22783585,69077997.38539357,54514494.68262471,25189023.623743523,29325471.05888119,60983865.11503408,8743808.5183786,52240056.59665548,3289154.741506773,-1388977.0958535222,4678131.8373602955,16925397.56964106,178.13884896090912,57.71568864369605,235.85453760460516
0001,2025-09-30,Medical expense insurance,38400706.983016245,8014172.14443197,30386534.838584274,23925396.525449105,21210930.621075355,2714465.90437375,31712747.898547836,16045801.887517706,15666946.01103013,-4346436.592010576,-554128.986508169,-3792307.605502407,15789825.847506745,577.1649585204359,581.6918098718793,1158.8567683923152
2623,2025-09-30,Motor vehicle liability insurance,83257853.18711708,12968812.573301747,70289040.61381534,66193635.9856497,25763465.95766849,40430170.02798121,47720064.91457366,7193270.545565408,40526794.36900826,-4755992.18443462,1110296.6217027898,-5866288.806137409,5425388.217007743,100.23899068680686,13.419157557964512,113.65814824477137
2623,2025-09-30,Miscellaneous financial loss,89976133.81473595,18223428.3506803,71752705.46405566,90308212.785493,23670797.65856797,66637415.12692504,69880178.41093358,9312812.678130783,60567365.7328028,2671882.889311269,-294207.25917227357,2966090.1484835427,14597512.406078177,90.89092909357221,21.905880320048624,112.79680941362084
2623,2025-09-30,Income protection insurance,70200437.0574696,26841927.85465847,43358509.20281114,93774427.12834573,22938561.932748437,70835865.19559729,36230473.365705356,10584426.040987264,25646047.32471809,2375823.0158889145,-783668.562695093,3159491.5785840075,7209482.262627893,36.20489035307511,10.177728813956788,46.3826191670319
2623,2025-09-30,"Marine, aviation and transport insurance",48369772.61126213,12180974.791352043,36188797.81991009,40815725.275111236,10106586.025197838,30709139.2499134,14441404.99890899,3321730.8252014485,11119674.173707541,4877223.897360316,-216680.59879241302,5093904.496152729,12686532.943193633,36.20965759806797,41.31191317330527,77.52157077137323
2623,2025-09-30,Medical expense insurance,74371782.61544558,10456347.196626604,63915435.41881898,91147011.16416734,23372280.34597325,67774730.81819409,17185838.13411105,10516453.96412871,6669384.16998234,3791183.0756216478,1334196.0668742307,2456987.008747417,14348030.224997394,9.840517386742533,21.17017663041116,31.010694017153693
2623,2025-09-30,Other motor insurance,69072911.13685662,9175848.652301881,59897062.48455474,94319984.2125472,10060120.833202641,84259863.37934455,66678442.899837285,14693639.681862632,51984803.217974655,1077367.9487885917,38065.53304952569,1039302.415739066,9613396.234355174,61.69580762780848,11.409223619405726,73.1050312472142
2623,2025-09-30,Fire and other damage to property insurance,34122242.56044066,10512155.226754384,23610087.333686277,32355746.185107596,23210027.36560208,9145718.819505516,32307265.031670347,4041168.178141135,28266096.85352921,4691026.301408114,1151357.654890277,3539668.646517837,23555045.66390426,309.06369867007874,257.55269901439874,566.6163976844775
2623,2025-09-30,Legal expenses insurance,99592625.81171483,9347381.230487183,90245244.58122765,48510635.45550472,22697723.41689819,25812912.038606532,52369195.84711995,5770126.314117391,46599069.533002555,3158331.2499061776,-826678.284490018,3985009.534396196,9476352.296452463,180.52620124109845,36.71167469318982,217.23787593428827
1183,2025-09-30,Legal expenses insurance,62957953.83147308,19823498.37104258,43134455.4604305,62666638.00351146,6695684.097546117,55970953.90596534,62892730.03256206,7780800.766596709,55111929.26596535,-3704850.787171958,1166244.2396069318,-4871095.02677889,24113029.96459507,98.46523137439607,43.08132751338569,141.54655888778177
1183,2025-09-30,Motor vehicle liability insurance,88970209.38123605,25237901.86812195,63732307.513114095,68453632.50920467,17720576.894619346,50733055.614585325,17045232.074861787,10352157.835272577,6693074.239589211,-1273114.8298768601,-720738.6487190214,-552376.1811578388,19468402.2737717,13.192728406575629,38.37419614870329,51.566924555278916
1183,2025-09-30,Medical expense insurance,59670058.80630167,7026155.397691199,52643903.40861047,34954106.55013548,20898210.3278303,14055896.222305179,16415589.85043741,18321724.452877834,-1906134.6024404243,-48534.729860256426,-58240.268020055955,9705.53815979953,16848155.69319035,-13.56110327149112,119.86539617768493,106.30429290619381
1183,2025-09-30,Income protection insurance,85974477.27401194,13695230.197554827,72279247.07645711,70207243.7470479,18077567.135898985,52129676.611148916,27487639.669826437,18815339.754392844,8672299.915433593,2974260.216069281,475355.50397527637,2498904.7120940047,22011634.58188484,16.636013263851435,42.22476718218742,58.86078044603886
1183,2025-09-30,Miscellaneous financial loss,89383536.0767842,22709074.41787587,66674461.65890832,82450026.28400275,21239315.080062807,61210711.203939945,51448164.762097426,14135004.807873318,37313159.95422411,2527166.395576412,-1024184.6841207789,3551351.079697191,22617415.18397857,60.95854666662063,36.95009376483564,97.90864043145626
1183,2025-09-30,Credit and suretyship insurance,89747482.21961856,5731182.075863979,84016300.14375459,81587889.79348673,7592876.819362685,73995012.97412404,31436893.54703023,16383148.61324894,15053744.933781289,-3392401.039516918,953901.0723571866,-4346302.1118741045,21642683.55915484,20.344269605095633,29.248840819479625,49.59311042457526
1183,2025-09-30,General liability insurance,60597418.70086689,5159646.792920839,55437771.90794605,40101936.254468285,19306246.041017815,20795690.21345047,68908798.32559055,14372643.48630003,54536154.83929052,-2401964.189358402,402017.1092988341,-2803981.298657236,15799707.59431711,262.24739010594135,75.97587496325559,338.22326506919694
1183,2025-09-30,"Marine, aviation and transport insurance",82387631.61209148,7674515.97067396,74713115.64141752,76599148.49265616,17490397.888226647,59108750.60442951,67853536.2238217,9153698.98869635,58699837.23512535,1326218.931339481,1296084.3165300526,30134.61480942834,7050194.559813585,99.30820163660586,11.927497177186579,111.23569881379244
2001,2025-09-30,"Marine, aviation and transport insurance",94978278.9789161,22197143.057520334,72781135.92139576,23223453.551098235,11723125.60672359,11500327.944374645,53073981.14142633,4212310.8264378905,48861670.31498844,821704.6017627325,-462350.82914112974,1284055.4309038622,17418310.35534954,424.8719736630554,151.4592491588004,576.3312228218558
2001,2025-09-30,Income protection insurance,23659362.705001026,26788420.153809406,-3129057.4488083795,92958650.62665956,27753068.526856594,65205582.09980296,55479806.241089635,5341552.322351376,50138253.91873826,2582631.959290226,-1426239.2506235954,4008871.2099138214,5442471.030579945,76.89257929175018,8.346633609143703,85.23921290089389
2001,2025-09-30,Credit and suretyship insurance,45888817.5319633,17216079.760116644,28672737.77184666,77321371.17120007,20899089.038556125,56422282.13264394,37862356.969851404,7925279.993069986,29937076.97678142,4971245.001577111,-221456.09329208126,5192701.094869193,14027740.48659351,53.05896154005597,24.862057960745894,77.92101950080186
2001,2025-09-30,Motor vehicle liability insurance,33089905.695333533,24870238.718748234,8219666.976585299,71413531.38517463,9798470.70693025,61615060.67824438,16778100.645718876,15248987.437344836,1529113.2083740402,1545112.1428113524,-680221.419005372,2225333.5618167245,24017271.245008208,2.4817198774811136,38.97954652747498,41.46126640495609
2001,2025-09-30,Other motor insurance,32084631.342472017,15808370.026065048,16276261.316406969,90658425.85290511,14573455.606226936,76084970.24667817,49034504.96451696,10156699.163330298,38877805.801186666,-2257847.9765132996,1451932.9438794847,-3709780.9203927843,13186680.12630086,51.09787869422746,17.33151775383205,68.4293964480595
2001,2025-09-30,Miscellaneous financial loss,91527936.29433076,10748865.147277154,80779071.1470536,34409062.20993142,5247217.989228273,29161844.220703147,49796675.87180133,9633474.1870277,40163201.68477363,3643582.4983963706,-80370.27992532845,3723952.7783216992,24363868.558294434,137.72517739553723,83.54707738613307,221.2722547816703
2001,2025-09-30,Legal expenses insurance,34842041.256249696,26715579.19889027,8126462.057359427,77797957.66496411,23002124.271457247,54795833.39350686,60997427.230779484,16698431.83697398,44298995.393805504,1262203.2163141537,-1106265.3669528372,2368468.583266991,5650523.589825038,80.8437296238929,10.311958482767793,91.15568810666069
2001,2025-09-30,Assistance,93667827.82525495,20416257.863018453,73251569.9622365,79333371.40516558,16056536.436301202,63276834.96886438,18803874.95981888,5253344.259645907,13550530.700172974,1855652.8722897135,-209082.31530161202,2064735.1875913255,9010494.534006733,21.414678384025635,14.239799665138724,35.65447804916436
6104,2025-09-30,Credit and suretyship insurance,59327563.73931495,6605223.426878352,52722340.312436596,62811797.947408706,10955841.706442345,51855956.240966365,58258427.83695691,8586515.260624327,49671912.576332584,-447798.5091819884,-1465138.3802756981,1017339.8710937097,6448937.755891178,95.7882491753023,12.436252695686473,108.22450187098877
6104,2025-09-30,Workers compensation insurance,51399484.51253478,16998470.867928088,34401013.644606695,64201582.20518639,11499901.889023278,52701680.31616311,52308949.39533947,18482203.14940568,33826746.245933786,2798509.8889334984,-1381143.5239549286,4179653.4128884273,14610138.945156578,64.18532775995654,27.72233989031994,91.90766765027648
6104,2025-09-30,Legal expenses insurance,28394414.273453988,11051125.396563187,17343288.8768908,93973019.68157028,7919893.029636318,86053126.65193395,40935512.900178656,14126803.217726143,26808709.682452515,2024649.705441039,178946.05046074232,1845703.6549802967,5195416.948383673,31.153672998876463,6.037452850955662,37.191125849832126
6104,2025-09-30,General liability insurance,46116904.65951935,17942791.084617786,28174113.574901566,24765720.434152167,12915046.349020338,11850674.08513183,13925780.309899261,4414412.948790373,9511367.361108888,-1030767.2379840394,-1101852.737870819,71085.49988677958,16350816.965231163,80.26013788567607,137.97372915474347,218.23386704041954
6104,2025-09-30,Motor vehicle liability insurance,75157197.53098126,25014667.47772707,50142530.05325419,33411568.806850377,8519581.974217674,24891986.832632706,18064934.739395216,14455744.491785461,3609190.247609755,2064757.264869012,-1405241.565523074,3469998.830392086,23724244.924873795,14.499406061384407,95.30876375754774,109.80816981893214
6104,2025-09-30,Fire and other damage to property insurance,24157702.69211779,18532408.382526763,5625294.309591029,72597659.99772057,25403258.969906054,47194401.027814515,53417042.06368081,17431105.495256253,35985936.56842456,-1605498.0745719392,944475.3412395366,-2549973.415811476,6602296.927693503,76.2504360362914,13.989576695342251,90.24001273163366
6104,2025-09-30,Miscellaneous financial loss,91585332.48484221,18689809.403843407,72895523.08099881,80931928.28711201,15355638.828439204,65576289.45867281,49327506.321398444,12475247.896850038,36852258.4245484,2315895.2175533185,-1255110.0539082312,3571005.2714615497,6207041.6798112765,56.19753531155993,9.46537495648187,65.6629102680418
6104,2025-09-30,"Marine, aviation and transport insurance",39768258.72081172,8988617.002829708,30779641.71798201,85127334.62759952,9761135.696593065,75366198.93100646,68600184.83750962,9064124.251879923,59536060.585629694,-3178820.843113007,869095.5214274372,-4047916.364540444,18174155.51001752,78.9957055418592,24.114464796950877,103.11017033881006
0218,2025-09-30,Motor vehicle liability insurance,59855657.31625112,18884088.77344078,40971568.54281034,73378536.92696431,9982913.791951168,63395623.13501315,69787367.13129103,20546276.918642096,49241090.212648936,1503256.8634693688,-901372.6472125646,2404629.5106819333,18604564.848625824,77.67269691123721,29.346765484115256,107.01946239535246
0218,2025-09-30,Income protection insurance,25775872.718334068,5766312.555145152,20009560.163188916,37841582.41536345,15602950.961743591,22238631.45361986,62359805.31368607,16089043.255793544,46270762.05789253,2427065.2119998103,-223519.99665577384,2650585.208655584,11918699.850939259,208.06479101195268,53.59457426953856,261.65936528149126
0218,2025-09-30,Assistance,49683101.03876822,29691239.093401447,19991861.94536677,21088407.73876115,25308755.906938765,-4220348.168177616,45563173.697198816,10895077.545412628,34668096.151786186,2252576.6041513653,-39993.17572589149,2292569.7798772566,22468464.76163321,-821.4510929025124,-532.3841509345257,-1353.835243837038
0218,2025-09-30,Fire and other damage to property insurance,92056149.12090068,15543023.171836386,76513125.94906428,39315740.38709897,18716407.88624069,20599332.500858277,64917074.045768075,6791919.402101998,58125154.64366607,1229665.8356348276,394680.66027756175,834985.1753572659,19662260.44830562,282.1700879931147,95.45095913902253,377.6210471321372
0218,2025-09-30,"Marine, aviation and transport insurance",30525414.810180783,22895624.117052212,7629790.693128571,87995504.09125435,8812394.612885807,79183109.47836855,25777512.845584903,20485111.69274951,5292401.152835391,-3190230.472905102,1063155.2801087373,-4253385.75301384,14845557.128960695,6.683750092286012,18.748388673743914,25.432138766029926
0218,2025-09-30,Miscellaneous financial loss,39778485.95225416,26768747.531812783,13009738.420441378,52288504.63520524,16855616.494312562,35432888.14089268,32835535.42518641,13673115.325828694,19162420.099357717,-3364761.2741497722,-326755.3900447178,-3038005.8841050547,24388246.44670575,54.080886726370444,68.82940603015525,122.9102927565257
0218,2025-09-30,Credit and suretyship insurance,40650674.61609021,21418416.613532305,19232258.002557904,43039634.9453015,23063355.016478416,19976279.928823087,19590672.32166429,20456778.811413806,-866106.4897495173,-462104.5861636074,-791848.6099606082,329744.02379700076,6469934.946600253,-4.335674574222611,32.3880871195893,28.05241254536669
0218,2025-09-30,General liability insurance,33580632.40700326,17994348.71390044,15586283.693102822,43949244.58520904,24393200.781182628,19556043.804026414,36991476.37238474,7476856.906577338,29514619.465807404,1171449.8660403006,620331.6506563374,551118.2153839632,8340838.158018997,150.9232632201949,42.65094843110187,193.57421165129676
1221,2025-09-30,Miscellaneous financial loss,33409537.30306541,5916785.673338574,27492751.62972684,74702955.16005433,20431308.66292332,54271646.497131005,39528590.7934892,18195068.08144555,21333522.712043654,3056701.529500532,256063.0931902565,2800638.4363102755,22365425.610265173,39.30878108363899,41.21014757023723,80.51892865387623
1221,2025-09-30,Medical expense insurance,36467296.80294146,7797990.484943197,28669306.31799826,38770720.086808205,5870084.546143556,32900635.54066465,42807832.624059856,19858902.461309306,22948930.16275055,-4606564.593314904,-1133670.2579699196,-3472894.335344984,14043980.565668706,69.75223969271367,42.68604643916551,112.43828613187918
1221,2025-09-30,Income protection insurance,94710001.4022324,12903902.624418762,81806098.77781363,57057080.269006215,5497748.61720941,51559331.6517968,20603905.655801155,20759342.213259242,-155436.5574580878,4651186.964360455,-1485180.0571967713,6136367.021557227,24036235.70846478,-0.30147124192342195,46.6185944200988,46.31712317817538
1221,2025-09-30,Assistance,71129595.02524003,26697957.363000553,44431637.66223948,53014968.88380715,16874304.685902007,36140664.197905146,40353101.65490137,15003556.635829879,25349545.01907149,-3603487.452436871,-1410079.230381966,-2193408.222054905,11158598.831823818,70.14133686159771,30.875466955227164,101.01680381682488
1221,2025-09-30,Fire and other damage to property insurance,76374461.01893175,10046336.303073708,66328124.71585804,69854297.36601862,27777889.10657449,42076408.25944413,17446241.515786268,15106838.128052274,2339403.387733994,-562497.8069542889,1104426.7631325163,-1666924.5700868051,8542995.788947718,5.559893262060719,20.303529085161937,25.863422347222656
1221,2025-09-30,"Marine, aviation and transport insurance",75410076.17809317,25952882.241202757,49457193.93689041,90735294.89949979,20897952.6789515,69837342.22054829,40836136.31248878,14121250.323621849,26714885.988866933,3689049.8447871823,211829.239916489,3477220.6048706933,5607741.193936737,38.25301069519595,8.02971736270738,46.28272805790333
1221,2025-09-30,Workers compensation insurance,94475895.64055823,22238168.77578903,72237726.86476919,70091530.70484799,9676203.657545213,60415327.04730278,50215357.27349412,10089559.301774852,40125797.971719265,1512329.7704149205,-1180220.9090760278,2692550.679490948,18156906.092060722,66.4165865398732,30.053476459449758,96.47006299932295
1221,2025-09-30,Credit and suretyship insurance,99953098.06165333,6205300.971513901,93747797.09013943,93242412.18504143,14265791.057348894,78976621.12769254,62503700.11956103,17082938.71304892,45420761.40651211,670162.6098666778,715347.6277539795,-45185.01788730174,22570311.226026956,57.511654408554676,28.578471582792055,86.09012599134672
1003,2025-09-30,Motor vehicle liability insurance,52331225.732082635,13175829.039080966,39155396.69300167,69404690.68839602,23888302.606590208,45516388.08180581,56212537.817043714,17360645.679455422,38851892.13758829,-644166.85187067,953502.6485250648,-1597669.5003957348,7404181.107412169,85.35802987653692,16.26706647747348,101.6250963540104
1003,2025-09-30,Miscellaneous financial loss,63559127.836867966,5143966.512453039,58415161.324414924,42993108.90232082,13295076.836913548,29698032.06540727,34978016.11333682,15518409.720417518,19459606.3929193,-1114418.9872965426,-153919.13213240798,-960499.8551641346,9750882.61748655,65.52490195330536,32.833430161335606,98.35833211464097
1003,2025-09-30,Assistance,49860143.33034721,10681740.681578787,39178402.648768425,23636086.13017016,18982766.24115307,4653319.88901709,50756342.31619094,14150826.22817306,36605516.08801788,-365059.561994276,-360642.6594623106,-4416.902531965403,22266672.991436504,786.6537646469428,478.51154707826976,1265.1653117252126
1003,2025-09-30,Credit and suretyship insurance,61526542.81089745,16979546.940743275,44546995.87015417,19974439.067095548,12689947.863027751,7284491.2040677965,34051345.88957971,10178810.056144208,23872535.833435506,801723.6922733225,100807.64018063527,700916.0520926872,17158101.85586889,327.71727173072344,235.5429003234637,563.2601720541871
1003,2025-09-30,General liability insurance,81190660.92337027,25324643.467902336,55866017.45546794,73295476.86944008,27432568.702918433,45862908.166521646,13057489.795228975,6524003.74230383,6533486.052925145,-4924371.250218579,442424.1424638091,-5366795.3926823875,22960610.978999738,14.245686359885845,50.06357402289679,64.30926038278264
1003,2025-09-30,Income protection insurance,39478583.72610395,28175863.619907666,11302720.10619628,22640589.052296184,26926464.643332344,-4285875.59103616,32394115.859898794,4825574.912085897,27568540.947812896,-141282.40813674405,-729670.2968384762,588387.8887017322,10697458.039238457,-643.2417451750597,-249.59795990373635,-892.839705078796
1003,2025-09-30,Legal expenses insurance,44583197.19410293,25075647.445816584,19507549.748286344,59515418.303994596,11971384.779744089,47544033.52425051,47399359.43203326,15890712.136017485,31508647.296015777,-2273759.992664662,-259352.69542394555,-2014407.2972407166,7437721.866738951,66.27255821688823,15.643859629505846,81.91641784639407
1003,2025-09-30,Fire and other damage to property insurance,34491947.962774426,22027946.34912457,12464001.613649856,31970752.772563275,17103921.208009444,14866831.56455383,53124683.17990109,4923784.6157053895,48200898.56419571,673122.1962890355,-730311.6488959087,1403433.845184944,24258537.504751597,324.2176946372249,163.17220921901,487.3899038562349
0727,2025-09-30,Other motor insurance,58683651.73759398,25149813.744378954,33533837.993215024,60367443.746032156,5541900.78851566,54825542.9575165,48722779.784453295,20125260.159719825,28597519.62473347,1016118.2014633119,957566.5782803707,58551.62318294123,22684129.266968157,52.160941929737504,41.37511102178368,93.53605295152119
0727,2025-09-30,General liability insurance,38246381.7559146,10301120.997705666,27945260.75820893,65045536.141526364,14364683.275360914,50680852.86616545,60711955.56626978,19200416.2211642,41511539.34510557,-1465786.2069728188,-789388.3230765539,-676397.883896265,20610510.304877236,81.90773634912266,40.667252303950114,122.57498865307278
0727,2025-09-30,Motor vehicle liability insurance,41984482.84385089,25565357.96284196,16419124.881008927,50627845.53095473,20521197.58299529,30106647.94795944,17541048.202410754,14229467.844178313,3311580.3582324404,-482323.2126277089,259825.38952642237,-742148.6021541313,8360284.154897269,10.999498728508868,27.768897319118217,38.768396047627085
0727,2025-09-30,Income protection insurance,78949899.59553456,26569926.938580714,52379972.65695385,34688964.60698973,6797149.332483882,27891815.274505846,13371037.990687512,14555487.007978788,-1184449.0172912758,1070940.3608878078,140092.23814221006,930848.1227455977,9638941.92231951,-4.246582754238682,34.558316937979505,30.311734183740825
0727,2025-09-30,Assistance,51272479.67244117,19861908.379654326,31410571.292786844,56251048.132156044,28206852.485157296,28044195.64699875,19913505.648290522,15512601.972856687,4400903.675433835,-956812.3189570787,-215401.15522315563,-741411.1637339231,19351955.313163526,15.692743449765562,69.00520719778443,84.69795064754999
0727,2025-09-30,Fire and other damage to property insurance,75394892.10594958,29781399.842554707,45613492.26339488,27886360.287967645,6998631.585219992,20887728.70274765,54011651.39346699,13410964.506115364,40600686.887351625,-2258393.3344019414,-1261741.8930330402,-996651.4413689012,6713164.991928611,194.37578620987574,32.13927702462708,226.5150632345028
0727,2025-09-30,Miscellaneous financial loss,91535269.97312947,9796683.117968572,81738586.85516089,42899610.2828951,9939753.653447714,32959856.62944739,32589785.738252364,4249629.16942968,28340156.568822682,190597.9090827033,-1297162.3092233553,1487760.2183060586,21007130.15644723,85.98385875108049,63.73550222812192,149.7193609792024
0727,2025-09-30,Medical expense insurance,38696966.552834645,18500297.865112767,20196668.68772188,85766089.74223228,20121056.85713266,65645032.88509962,42911551.619977444,8838007.556076761,34073544.06390068,-1669980.8694180208,508460.8655945703,-2178441.735012591,24882787.22442335,51.90574605018566,37.905057139626095,89.81080318981176
0033,2025-09-30,Medical expense insurance,72947135.18795028,18944585.434250623,54002549.75369966,74260089.28842196,15664934.694809236,58595154.59361272,15488255.870845541,13121342.685802376,2366913.1850431655,4576252.845053801,-974091.172927021,5550344.017980822,18800097.816413313,4.0394350035577435,32.08473114680144,36.12416615035918
