Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRQ,Q3,33,2023,D2,GBP,20850837,19389968,8884672,1811522,2251240,3089434,3238867,0.647,2024-09-30
RRQ,Q3,33,2023,E1,GBP,15344851,14198224,5768114,1522905,3106368,3800747,1377303,0.7175,2024-09-30
RRQ,Q3,33,2024,A1,GBP,43772642,38717233,18079023,5354917,5283247,7123282,4874886,0.6969,2024-09-30
RRQ,Q3,33,2024,A2,GBP,25224405,23832652,11014671,2007923,4666398,4524993,2268791,0.6453,2024-09-30
RRQ,Q3,33,2024,D1,GBP,40597368,34555923,19934541,4258771,8398041,11533104,5950421,0.7241,2024-09-30
RRQ,Q3,33,2024,D2,GBP,7752645,7001641,2234605,814217,1201287,1458748,622011,0.5695,2024-09-30
RRQ,Q3,33,2024,E1,GBP,23141278,19897511,8326687,1942586,4253811,4884809,2934462,0.6034,2024-09-30
RRQ,Q3,1183,2022,A1,GBP,44508618,40146561,18906997,6246435,6664254,6333998,3173693,0.7041,2024-09-30
RRQ,Q3,1183,2022,A2,GBP,9560178,8219553,2277006,763597,1023891,1355410,681043,0.5524,2024-09-30
RRQ,Q3,1183,2022,D1,GBP,6590511,5639422,2568092,841150,858774,1420640,525255,0.6739,2024-09-30
RRQ,Q3,1183,2022,D2,GBP,13051527,11883005,3796594,1305931,2069972,2670119,945582,0.5673,2024-09-30
RRQ,Q3,1183,2022,E1,GBP,12438687,10888000,4629558,1659672,2380892,3296223,1212557,0.6891,2024-09-30
RRQ,Q3,1183,2023,A1,GBP,33654370,30852910,14620570,2913143,7093151,5918735,2533735,0.6884,2024-09-30
RRQ,Q3,1183,2023,A2,GBP,31077862,26602832,13157139,2423156,4562393,5716416,4584867,0.6165,2024-09-30
RRQ,Q3,1183,2023,D1,GBP,45956666,42029591,12493604,4450116,6824101,9323883,3348853,0.6285,2024-09-30
RRQ,Q3,1183,2023,D2,GBP,34634046,29796664,10126778,3771881,4803696,6941438,5628421,0.6931,2024-09-30
RRQ,Q3,1183,2023,E1,GBP,14989441,12742325,4196356,1418489,1839533,2713229,1618959,0.6806,2024-09-30
RRQ,Q3,1183,2024,A1,GBP,5248554,4954588,1875654,492238,1092786,1220906,746579,0.6531,2024-09-30
RRQ,Q3,1183,2024,A2,GBP,41247424,36645959,14895926,4369340,4277471,7538098,6106373,0.5952,2024-09-30
RRQ,Q3,1183,2024,D1,GBP,27376760,24366999,11080420,3680729,3159312,5767281,4587492,0.6864,2024-09-30
RRQ,Q3,1183,2024,D2,GBP,10399363,9630281,3637407,898634,1948677,2939149,1487193,0.7182,2024-09-30
RRQ,Q3,1183,2024,E1,GBP,25056849,23544569,10174396,2347252,2883379,5639200,3631560,0.6892,2024-09-30
RRQ,Q3,2791,2022,A1,GBP,14391412,12269203,5603919,993020,1826133,2874845,1575631,0.5571,2024-09-30
RRQ,Q3,2791,2022,A2,GBP,38533235,35967886,13534609,5051089,3983721,5345360,5521401,0.6568,2024-09-30
RRQ,Q3,2791,2022,D1,GBP,7873234,6858908,2962181,756809,1679547,1858533,896791,0.6311,2024-09-30
RRQ,Q3,2791,2022,D2,GBP,43879232,37613424,16247198,3897661,4026540,9985311,5046004,0.5966,2024-09-30
RRQ,Q3,2791,2022,E1,GBP,21286150,18371092,6636440,1542699,3107083,5270945,2474702,0.6903,2024-09-30
RRQ,Q3,2791,2023,A1,GBP,16454770,14091795,7613347,1314646,3173939,3812634,1291620,0.7171,2024-09-30
RRQ,Q3,2791,2023,A2,GBP,18599016,17318512,8207299,1983007,2538391,4668894,2202235,0.6352,2024-09-30
RRQ,Q3,2791,2023,D1,GBP,14216020,13455025,4051918,913127,1612922,1857056,1232108,0.6143,2024-09-30
RRQ,Q3,2791,2023,D2,GBP,32860535,29147055,8620430,2385029,5108896,4347098,4193363,0.5836,2024-09-30
RRQ,Q3,2791,2023,E1,GBP,47425862,44000110,12906885,4742435,4824502,7523082,3615785,0.6725,2024-09-30
RRQ,Q3,2791,2024,A1,GBP,48738590,42810669,19818659,5841583,7992066,7345928,3958939,0.6687,2024-09-30
RRQ,Q3,2791,2024,A2,GBP,23183129,20660877,10341388,2444165,2390600,3581556,2655558,0.6546,2024-09-30
RRQ,Q3,2791,2024,D1,GBP,10907002,10124515,3715594,740067,1452241,1646537,1322597,0.6754,2024-09-30
RRQ,Q3,2791,2024,D2,GBP,11421234,10693394,5356297,1160119,1868786,2503273,1009768,0.6738,2024-09-30
RRQ,Q3,2791,2024,E1,GBP,8561401,7959203,3052374,992254,1234323,1185845,1010722,0.5887,2024-09-30
RRQ,Q3,623,2022,A1,GBP,7893439,6996896,2049009,553947,1210095,1673357,743559,0.5608,2024-09-30
RRQ,Q3,623,2022,A2,GBP,12007581,11316978,3795219,1496651,2070529,1871036,1963651,0.6981,2024-09-30
RRQ,Q3,623,2022,D1,GBP,34851424,30759770,10709096,3907002,5012609,8289888,3469775,0.6685,2024-09-30
RRQ,Q3,623,2022,D2,GBP,11580972,10321651,3182531,1308587,1139558,2193370,748268,0.5974,2024-09-30
RRQ,Q3,623,2022,E1,GBP,34250409,32290898,10639054,2751157,3515584,6821011,3863060,0.579,2024-09-30
RRQ,Q3,623,2023,A1,GBP,23098893,19927904,8287650,1445212,2418120,5050771,2302009,0.5904,2024-09-30
RRQ,Q3,623,2023,A2,GBP,16489125,14378275,5655674,1339154,3576127,4521219,2730160,0.7021,2024-09-30
RRQ,Q3,623,2023,D1,GBP,43797073,40972179,13879846,6051174,8076254,13006228,6150228,0.744,2024-09-30
RRQ,Q3,623,2023,D2,GBP,36055493,33279284,13561709,2723147,4706415,6900264,5106464,0.6058,2024-09-30
RRQ,Q3,623,2023,E1,GBP,44713121,42091835,22128975,4686330,5250488,13163988,6942089,0.7393,2024-09-30
RRQ,Q3,623,2024,A1,GBP,38837385,35074515,11757470,3887621,6794800,6280852,2942211,0.5567,2024-09-30
RRQ,Q3,623,2024,A2,GBP,42479425,39052014,15535201,3625000,6597619,7375333,7435758,0.7006,2024-09-30
RRQ,Q3,623,2024,D1,GBP,6069055,5343703,2395297,728369,1173976,803211,659504,0.646,2024-09-30
RRQ,Q3,623,2024,D2,GBP,14302893,12737241,6603534,1420756,2517795,3386796,2374708,0.7248,2024-09-30
RRQ,Q3,623,2024,E1,GBP,9744502,8955928,3416935,792160,1836399,2074876,1172274,0.627,2024-09-30
RRQ,Q3,4242,2022,A1,GBP,43602989,40497112,13114721,5813693,9184965,6520840,7473980,0.7089,2024-09-30
RRQ,Q3,4242,2022,A2,GBP,29426990,25339482,10912673,3466718,4777087,5032717,3935729,0.7276,2024-09-30
RRQ,Q3,4242,2022,D1,GBP,9496690,8806827,2776398,839437,1621907,2073912,1324349,0.6622,2024-09-30
RRQ,Q3,4242,2022,D2,GBP,43931152,40429152,19915349,5602451,6811595,12076963,5584834,0.7242,2024-09-30
RRQ,Q3,4242,2022,E1,GBP,33382293,28586489,10177416,3003755,5160506,4538128,4172961,0.6054,2024-09-30
RRQ,Q3,4242,2023,A1,GBP,40759324,36487658,15185616,4978058,8587129,11769536,6915930,0.7299,2024-09-30
RRQ,Q3,4242,2023,A2,GBP,17640194,15801863,5448537,2438628,2668363,5028052,1495658,0.7284,2024-09-30
RRQ,Q3,4242,2023,D1,GBP,23518203,20338433,5992572,1621161,4582724,2753477,2187301,0.5724,2024-09-30
RRQ,Q3,4242,2023,D2,GBP,41335084,37093711,16010971,5289040,4696298,7238252,3144294,0.7363,2024-09-30
RRQ,Q3,4242,2023,E1,GBP,20591272,18572545,7393130,2330756,4150852,5276037,2552976,0.717,2024-09-30
RRQ,Q3,4242,2024,A1,GBP,49684795,46415077,18275724,4466657,6041623,12257515,4307468,0.6894,2024-09-30
RRQ,Q3,4242,2024,A2,GBP,22448805,19916360,6501341,2466536,2401265,3433163,3253479,0.5954,2024-09-30
RRQ,Q3,4242,2024,D1,GBP,46515571,42849270,16597339,6744589,10864946,11572679,6834580,0.7348,2024-09-30
RRQ,Q3,4242,2024,D2,GBP,15300190,13184047,6219343,1402673,2121818,2440358,1165000,0.5823,2024-09-30
RRQ,Q3,4242,2024,E1,GBP,7327945,6945442,2224492,725054,1727466,1535421,591802,0.6831,2024-09-30
RRQ,Q3,5000,2022,A1,GBP,6672702,6005042,1867571,613819,901100,845593,887336,0.6309,2024-09-30
RRQ,Q3,5000,2022,A2,GBP,39051643,35948800,13047839,3104074,8153543,9533382,4477664,0.6163,2024-09-30
RRQ,Q3,5000,2022,D1,GBP,14870604,13723402,7143702,1413231,1820670,3122682,1119156,0.7099,2024-09-30
RRQ,Q3,5000,2022,D2,GBP,41974299,35782231,14085383,2937054,5330333,6384338,4602160,0.5734,2024-09-30
RRQ,Q3,5000,2022,E1,GBP,18096277,15783833,8212326,1541760,1864088,3712047,2012590,0.6667,2024-09-30
RRQ,Q3,5000,2023,A1,GBP,10863766,9662693,4429275,1297820,2042542,1709810,1619187,0.7452,2024-09-30
RRQ,Q3,5000,2023,A2,GBP,31679665,29632537,9380530,2520681,3799482,4962497,4528393,0.5796,2024-09-30
RRQ,Q3,5000,2023,D1,GBP,42650288,39357060,12907642,4823057,7521354,6238246,5345669,0.5675,2024-09-30
RRQ,Q3,5000,2023,D2,GBP,33442897,29811646,15138707,3717905,4158448,6064437,5776186,0.6957,2024-09-30
RRQ,Q3,5000,2023,E1,GBP,40252356,34480634,20697069,5282689,5044389,8479794,7134223,0.7473,2024-09-30
RRQ,Q3,5000,2024,A1,GBP,32817564,29411494,10949813,3676089,3644688,7035080,2753305,0.585,2024-09-30
RRQ,Q3,5000,2024,A2,GBP,37922643,35367598,13773504,2761399,5545530,6198529,2203038,0.5584,2024-09-30
RRQ,Q3,5000,2024,D1,GBP,5164193,4544577,1776137,490868,524399,999344,429372,0.5808,2024-09-30
RRQ,Q3,5000,2024,D2,GBP,17037471,15653761,5229789,1236518,2269473,4406163,1215234,0.6484,2024-09-30
RRQ,Q3,5000,2024,E1,GBP,29277269,26541526,12883061,3175390,4782760,6609216,2300360,0.6662,2024-09-30
RRQ,Q3,1910,2022,A1,GBP,39395028,33554892,13113580,4340414,4918401,8018863,5598009,0.6966,2024-09-30
RRQ,Q3,1910,2022,A2,GBP,28983732,25426472,8880474,3229107,3735509,4356544,3030362,0.5827,2024-09-30
RRQ,Q3,1910,2022,D1,GBP,10155751,9410768,3016207,725593,1992306,2046778,1530506,0.6528,2024-09-30
RRQ,Q3,1910,2022,D2,GBP,25204620,23183127,7748846,2337067,3355771,3483979,1835974,0.6043,2024-09-30
RRQ,Q3,1910,2022,E1,GBP,23885626,21460993,7490754,2850710,2543449,3444967,1986722,0.6246,2024-09-30
RRQ,Q3,1910,2023,A1,GBP,17644436,15983486,7592438,2442626,3993456,4284889,2568857,0.709,2024-09-30
RRQ,Q3,1910,2023,A2,GBP,12648178,11909563,3485078,906369,1229684,2160434,1631751,0.6335,2024-09-30
RRQ,Q3,1910,2023,D1,GBP,14329070,13454604,5921821,1802824,2232679,3495869,1066345,0.7134,2024-09-30
RRQ,Q3,1910,2023,D2,GBP,12958902,12125405,3410487,944915,1348677,1741372,861202,0.5945,2024-09-30
RRQ,Q3,1910,2023,E1,GBP,12497549,11591092,4433021,736845,1212602,2534645,1251182,0.5655,2024-09-30
RRQ,Q3,1910,2024,A1,GBP,8977222,8446245,2386919,752310,878826,1267488,685291,0.6438,2024-09-30
RRQ,Q3,1910,2024,A2,GBP,45385575,42667772,12217722,3625694,4511036,9903606,6472614,0.5911,2024-09-30
RRQ,Q3,1910,2024,D1,GBP,43906454,38025436,14966829,4702186,5396110,8543023,3124696,0.6196,2024-09-30
RRQ,Q3,1910,2024,D2,GBP,43797894,39544412,18918446,6044931,5673430,10795817,3097436,0.7026,2024-09-30
RRQ,Q3,1910,2024,E1,GBP,11622686,10949124,5597605,1259538,2473668,2024405,1716965,0.7348,2024-09-30
RRQ,Q3,2010,2022,A1,GBP,12202425,10805030,3675657,868532,1398428,1591968,1771663,0.5862,2024-09-30
RRQ,Q3,2010,2022,A2,GBP,13295689,11992349,4692605,1164076,1775760,2945379,960654,0.6432,2024-09-30
RRQ,Q3,2010,2022,D1,GBP,38132505,33494110,12678706,2867448,7545279,6311657,4001454,0.5731,2024-09-30
RRQ,Q3,2010,2022,D2,GBP,24501119,21874505,12025101,3467808,5682585,7097874,2838960,0.747,2024-09-30
RRQ,Q3,2010,2022,E1,GBP,5858043,5267346,1895390,631600,1237279,953077,533654,0.7497,2024-09-30
RRQ,Q3,2010,2023,A1,GBP,31885440,30219651,13674346,4157531,4036742,5991952,2852998,0.689,2024-09-30
RRQ,Q3,2010,2023,A2,GBP,18439455,17500262,5388653,2267464,3639570,3154322,2553818,0.669,2024-09-30
RRQ,Q3,2010,2023,D1,GBP,44051897,40775770,18862346,5724512,6516865,9819669,7144378,0.6687,2024-09-30
RRQ,Q3,2010,2023,D2,GBP,37516449,32441876,13126191,2746149,6065668,6023971,5906413,0.6523,2024-09-30
RRQ,Q3,2010,2023,E1,GBP,6994711,5982473,1676168,668965,1372984,1102354,804783,0.5699,2024-09-30
RRQ,Q3,2010,2024,A1,GBP,15249983,13912914,5847714,1546613,2364869,2778717,1581949,0.6106,2024-09-30
RRQ,Q3,2010,2024,A2,GBP,24700674,22206524,8065684,2264825,5426591,5214027,4094153,0.6824,2024-09-30
RRQ,Q3,2010,2024,D1,GBP,7120540,6679156,2321265,772502,1707759,1536950,561469,0.7481,2024-09-30
RRQ,Q3,2010,2024,D2,GBP,16869489,15790450,5476803,1903340,2770077,2531350,2313364,0.6613,2024-09-30
RRQ,Q3,2010,2024,E1,GBP,37712546,34200961,14502343,4118220,6834930,7791348,4885787,0.7028,2024-09-30
RRQ,Q3,2525,2022,A1,GBP,15489850,13772621,5532943,1988433,2758241,2729637,2488655,0.6513,2024-09-30
RRQ,Q3,2525,2022,A2,GBP,26507235,24096305,6535068,2036581,4648908,4721683,3201199,0.5623,2024-09-30
RRQ,Q3,2525,2022,D1,GBP,46953307,40367401,14617318,3940290,6393736,9644808,3981089,0.6183,2024-09-30
RRQ,Q3,2525,2022,D2,GBP,48492102,41630187,18008503,5550289,5134532,6947910,5368200,0.6124,2024-09-30
RRQ,Q3,2525,2022,E1,GBP,7508369,7030362,2750391,916810,980374,1635493,907443,0.6422,2024-09-30
RRQ,Q3,2525,2023,A1,GBP,26240917,23328964,9385432,2968357,2790725,5499370,2468726,0.6255,2024-09-30
RRQ,Q3,2525,2023,A2,GBP,38740224,35514664,12417121,3585940,9489291,6632344,5389631,0.7123,2024-09-30
RRQ,Q3,2525,2023,D1,GBP,10054718,9085276,3510437,756323,2521571,2024542,966641,0.7181,2024-09-30
RRQ,Q3,2525,2023,D2,GBP,11171185,10141417,4474744,986562,2039852,2372437,1271129,0.6935,2024-09-30
RRQ,Q3,2525,2023,E1,GBP,28308014,25906183,9847418,3621616,4749166,6182603,2609861,0.7091,2024-09-30
RRQ,Q3,2525,2024,A1,GBP,31997960,28847342,11552319,2972383,6264883,6253157,3407944,0.6003,2024-09-30
RRQ,Q3,2525,2024,A2,GBP,17518416,15263713,8026872,2030753,2837808,4515993,2097043,0.6654,2024-09-30
RRQ,Q3,2525,2024,D1,GBP,46233182,43490795,22666230,5751967,5396006,7999568,5642415,0.7206,2024-09-30
RRQ,Q3,2525,2024,D2,GBP,21131222,19409675,6007485,1759514,2619932,4486992,1344274,0.5801,2024-09-30
RRQ,Q3,2525,2024,E1,GBP,18660548,16359580,6523905,1557567,3856674,3317906,1822140,0.7192,2024-09-30
