Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q3,33,2022,0,E1,GBP,15710821,13354197,2327849,5586839,3724559,11639247,129,10,2024-09-30,2022
RRQ,Q3,33,2022,1,E1,GBP,6056105,5147689,966321,1076757,717838,2760916,121,62,2024-09-30,2023
RRQ,Q3,33,2022,2,E1,GBP,15101016,12835863,4338753,2603252,1735501,8677506,419,130,2024-09-30,2024
RRQ,Q3,33,2023,0,A1,GBP,13462018,11442715,1710951,4106284,2737523,8554758,415,4,2024-09-30,2023
RRQ,Q3,33,2023,1,A1,GBP,12081305,10269109,2038493,2271464,1514309,5824266,394,27,2024-09-30,2024
RRQ,Q3,33,2023,0,A2,GBP,2880334,2448283,320639,769535,513023,1603197,210,8,2024-09-30,2023
RRQ,Q3,33,2023,1,A2,GBP,19226497,16342522,4293671,4784377,3189584,12267632,108,46,2024-09-30,2024
RRQ,Q3,33,2023,0,D1,GBP,13803613,11733071,2156954,5176691,3451127,10784772,72,79,2024-09-30,2023
RRQ,Q3,33,2023,1,D1,GBP,9353790,7950721,1977126,2203083,1468722,5648931,236,45,2024-09-30,2024
RRQ,Q3,33,2023,0,D2,GBP,2124418,1805755,225048,540117,360078,1125243,386,79,2024-09-30,2023
RRQ,Q3,33,2023,1,D2,GBP,4152784,3529866,957048,1066425,710950,2734423,116,86,2024-09-30,2024
RRQ,Q3,33,2023,0,E1,GBP,14056799,11948279,2031423,4875416,3250277,10157116,169,34,2024-09-30,2023
RRQ,Q3,33,2023,1,E1,GBP,6322116,5373798,1552604,1730044,1153363,4436011,31,135,2024-09-30,2024
RRQ,Q3,33,2024,0,A1,GBP,19440842,16524715,2559855,6143652,4095768,12799275,139,50,2024-09-30,2024
RRQ,Q3,33,2024,0,A2,GBP,11026503,9372527,1167683,2802440,1868293,5838416,464,6,2024-09-30,2024
RRQ,Q3,33,2024,0,D1,GBP,8307760,7061596,1394556,3346935,2231290,6972781,130,65,2024-09-30,2024
RRQ,Q3,33,2024,0,D2,GBP,15568047,13232839,1805287,4332690,2888460,9026437,95,29,2024-09-30,2024
RRQ,Q3,33,2024,0,E1,GBP,5014774,4262557,610120,1464289,976193,3050602,134,1,2024-09-30,2024
RRQ,Q3,1183,2022,0,A1,GBP,2409063,2047703,328803,789129,526086,1644018,363,49,2024-09-30,2022
RRQ,Q3,1183,2022,1,A1,GBP,6200666,5270566,1299013,1447472,964981,3711466,55,46,2024-09-30,2023
RRQ,Q3,1183,2022,2,A1,GBP,6291482,5347759,2044629,1226777,817851,4089257,361,160,2024-09-30,2024
RRQ,Q3,1183,2022,0,A2,GBP,12355561,10502226,2032093,4877023,3251349,10160465,398,65,2024-09-30,2022
RRQ,Q3,1183,2022,1,A2,GBP,3015022,2562768,500097,557251,371500,1428848,340,29,2024-09-30,2023
RRQ,Q3,1183,2022,2,A2,GBP,18997031,16147476,7281433,4368860,2912573,14562866,74,127,2024-09-30,2024
RRQ,Q3,1183,2022,0,D1,GBP,8807265,7486175,1015822,2437974,1625316,5079112,295,67,2024-09-30,2022
RRQ,Q3,1183,2022,1,D1,GBP,12654049,10755941,3420054,3810918,2540612,9771584,234,133,2024-09-30,2023
RRQ,Q3,1183,2022,2,D1,GBP,7474841,6353614,1713761,1028256,685504,3427521,203,94,2024-09-30,2024
RRQ,Q3,1183,2022,0,D2,GBP,5520861,4692731,607602,1458245,972163,3038010,30,50,2024-09-30,2022
RRQ,Q3,1183,2022,1,D2,GBP,15680064,13328054,3696786,4119276,2746184,10562246,287,126,2024-09-30,2023
RRQ,Q3,1183,2022,2,D2,GBP,17444758,14828044,4587189,2752313,1834875,9174377,105,141,2024-09-30,2024
RRQ,Q3,1183,2022,0,E1,GBP,12665690,10765836,1467883,3522920,2348613,7339416,249,29,2024-09-30,2022
RRQ,Q3,1183,2022,1,E1,GBP,19606614,16665621,3528172,3931392,2620928,10080492,281,29,2024-09-30,2023
RRQ,Q3,1183,2022,2,E1,GBP,16078831,13667006,4568551,2741130,1827420,9137101,144,141,2024-09-30,2024
RRQ,Q3,1183,2023,0,A1,GBP,13318258,11320519,1682446,4037871,2691914,8412231,407,66,2024-09-30,2023
RRQ,Q3,1183,2023,1,A1,GBP,17977124,15280555,3785372,4217986,2811991,10815349,104,4,2024-09-30,2024
RRQ,Q3,1183,2023,0,A2,GBP,13216336,11233885,2009957,4823898,3215932,10049787,132,33,2024-09-30,2023
RRQ,Q3,1183,2023,1,A2,GBP,3125396,2656586,780287,869463,579642,2229392,285,71,2024-09-30,2024
RRQ,Q3,1183,2023,0,D1,GBP,7370961,6265316,972418,2333803,1555869,4862090,264,79,2024-09-30,2023
RRQ,Q3,1183,2023,1,D1,GBP,19504189,16578560,3492779,3891953,2594635,9979367,154,59,2024-09-30,2024
RRQ,Q3,1183,2023,0,D2,GBP,14750758,12538144,2083873,5001296,3334197,10419366,66,10,2024-09-30,2023
RRQ,Q3,1183,2023,1,D2,GBP,18555696,15772341,4634187,5163808,3442539,13240534,32,24,2024-09-30,2024
RRQ,Q3,1183,2023,0,E1,GBP,6994123,5945004,1118216,2683719,1789146,5591081,113,11,2024-09-30,2023
RRQ,Q3,1183,2023,1,E1,GBP,17286324,14693375,3186324,3550476,2366984,9103784,26,103,2024-09-30,2024
RRQ,Q3,1183,2024,0,A1,GBP,14039212,11933330,2002464,4805915,3203943,10012322,279,64,2024-09-30,2024
RRQ,Q3,1183,2024,0,A2,GBP,9587872,8149691,900558,2161340,1440893,4502791,123,63,2024-09-30,2024
RRQ,Q3,1183,2024,0,D1,GBP,3378135,2871414,307568,738164,492109,1537841,481,22,2024-09-30,2024
RRQ,Q3,1183,2024,0,D2,GBP,17488832,14865507,2872930,6895033,4596688,14364651,436,9,2024-09-30,2024
RRQ,Q3,1183,2024,0,E1,GBP,16705458,14199639,2574003,6177608,4118405,12870016,41,37,2024-09-30,2024
RRQ,Q3,2791,2022,0,A1,GBP,19724040,16765434,2948313,7075953,4717302,14741568,465,43,2024-09-30,2022
RRQ,Q3,2791,2022,1,A1,GBP,13383888,11376304,3596182,4007175,2671450,10274807,39,112,2024-09-30,2023
RRQ,Q3,2791,2022,2,A1,GBP,9919292,8431398,3281343,1968805,1312537,6562685,385,20,2024-09-30,2024
RRQ,Q3,2791,2022,0,A2,GBP,11197344,9517742,1077574,2586178,1724119,5387871,120,54,2024-09-30,2022
RRQ,Q3,2791,2022,1,A2,GBP,4258781,3619963,731111,814666,543111,2088888,128,96,2024-09-30,2023
RRQ,Q3,2791,2022,2,A2,GBP,13929565,11840130,3661972,2197183,1464788,7323943,279,170,2024-09-30,2024
RRQ,Q3,2791,2022,0,D1,GBP,9347102,7945036,1267487,3041970,2027980,6337437,495,19,2024-09-30,2022
RRQ,Q3,2791,2022,1,D1,GBP,19737582,16776944,5178889,5770762,3847174,14796825,222,135,2024-09-30,2023
RRQ,Q3,2791,2022,2,D1,GBP,4540468,3859397,1717462,1030477,686984,3434923,305,94,2024-09-30,2024
RRQ,Q3,2791,2022,0,D2,GBP,16392108,13933291,2396592,5751821,3834547,11982960,228,11,2024-09-30,2022
RRQ,Q3,2791,2022,1,D2,GBP,6597191,5607612,1770980,1973378,1315585,5059943,291,73,2024-09-30,2023
RRQ,Q3,2791,2022,2,D2,GBP,17934679,15244477,5245939,3147563,2098375,10491877,90,139,2024-09-30,2024
RRQ,Q3,2791,2022,0,E1,GBP,15865021,13485267,2612677,6270424,4180283,13063384,472,33,2024-09-30,2022
RRQ,Q3,2791,2022,1,E1,GBP,19457666,16539016,5765400,6424303,4282868,16472571,176,68,2024-09-30,2023
RRQ,Q3,2791,2022,2,E1,GBP,14835944,12610552,5605566,3363340,2242226,11211132,230,188,2024-09-30,2024
RRQ,Q3,2791,2023,0,A1,GBP,11853211,10075229,1643721,3944930,2629953,8218604,298,56,2024-09-30,2023
RRQ,Q3,2791,2023,1,A1,GBP,8178237,6951501,1717501,1913787,1275858,4907146,291,135,2024-09-30,2024
RRQ,Q3,2791,2023,0,A2,GBP,9525816,8096943,1131673,2716016,1810677,5658366,241,46,2024-09-30,2023
RRQ,Q3,2791,2023,1,A2,GBP,14324148,12175525,2256445,2514325,1676216,6446986,27,52,2024-09-30,2024
RRQ,Q3,2791,2023,0,D1,GBP,1547019,1314966,203291,487900,325266,1016457,465,31,2024-09-30,2023
RRQ,Q3,2791,2023,1,D1,GBP,1220413,1037351,243529,271361,180907,695797,123,39,2024-09-30,2024
RRQ,Q3,2791,2023,0,D2,GBP,11566447,9831479,1061060,2546546,1697697,5305303,430,71,2024-09-30,2023
RRQ,Q3,2791,2023,1,D2,GBP,10259584,8720646,2936043,3271591,2181060,8388694,271,101,2024-09-30,2024
RRQ,Q3,2791,2023,0,E1,GBP,6191366,5262661,603924,1449418,966278,3019620,245,37,2024-09-30,2023
RRQ,Q3,2791,2023,1,E1,GBP,6238085,5302372,1103374,1229474,819649,3152497,197,106,2024-09-30,2024
RRQ,Q3,2791,2024,0,A1,GBP,9383806,7976235,1019452,2446685,1631123,5097260,425,31,2024-09-30,2024
RRQ,Q3,2791,2024,0,A2,GBP,4083824,3471250,553925,1329421,886281,2769627,301,23,2024-09-30,2024
RRQ,Q3,2791,2024,0,D1,GBP,3590454,3051885,530979,1274350,849567,2654896,415,50,2024-09-30,2024
RRQ,Q3,2791,2024,0,D2,GBP,6801644,5781397,877834,2106802,1404535,4389171,470,71,2024-09-30,2024
RRQ,Q3,2791,2024,0,E1,GBP,4199886,3569903,577981,1387156,924771,2889908,163,4,2024-09-30,2024
RRQ,Q3,623,2022,0,A1,GBP,13802563,11732178,1328885,3189325,2126217,6644427,38,79,2024-09-30,2022
RRQ,Q3,623,2022,1,A1,GBP,12220254,10387215,2519941,2807934,1871956,7199831,428,79,2024-09-30,2023
RRQ,Q3,623,2022,2,A1,GBP,14976149,12729726,6155934,3693560,2462373,12311867,71,199,2024-09-30,2024
RRQ,Q3,623,2022,0,A2,GBP,8607382,7316274,1289508,3094821,2063214,6447543,444,62,2024-09-30,2022
RRQ,Q3,623,2022,1,A2,GBP,1383674,1176122,340721,379661,253107,973489,333,70,2024-09-30,2023
RRQ,Q3,623,2022,2,A2,GBP,2816232,2393797,805320,483192,322128,1610640,31,84,2024-09-30,2024
RRQ,Q3,623,2022,0,D1,GBP,19117035,16249479,2584489,6202775,4135183,12922447,177,52,2024-09-30,2022
RRQ,Q3,623,2022,1,D1,GBP,8408723,7147414,1504721,1676689,1117792,4299202,354,132,2024-09-30,2023
RRQ,Q3,623,2022,2,D1,GBP,14182955,12055511,5945608,3567365,2378243,11891216,395,154,2024-09-30,2024
RRQ,Q3,623,2022,0,D2,GBP,17935906,15245520,1743489,4184373,2789582,8717444,231,30,2024-09-30,2022
RRQ,Q3,623,2022,1,D2,GBP,14231264,12096574,2536320,2826185,1884123,7246628,182,16,2024-09-30,2023
RRQ,Q3,623,2022,2,D2,GBP,16967032,14421977,5756712,3454027,2302684,11513423,35,142,2024-09-30,2024
RRQ,Q3,623,2022,0,E1,GBP,14394637,12235441,1597871,3834891,2556594,7989356,214,52,2024-09-30,2022
RRQ,Q3,623,2022,1,E1,GBP,15579102,13242236,4141478,4614790,3076527,11832795,76,138,2024-09-30,2023
RRQ,Q3,623,2022,2,E1,GBP,5525511,4696684,1774708,1064825,709883,3549416,111,127,2024-09-30,2024
RRQ,Q3,623,2023,0,A1,GBP,14264697,12124992,2028152,4867566,3245044,10140762,110,58,2024-09-30,2023
RRQ,Q3,623,2023,1,A1,GBP,18590836,15802210,3568964,3976846,2651231,10197041,46,49,2024-09-30,2024
RRQ,Q3,623,2023,0,A2,GBP,15430611,13116019,1787990,4291176,2860784,8939950,483,59,2024-09-30,2023
RRQ,Q3,623,2023,1,A2,GBP,4006297,3405352,694107,773434,515622,1983163,221,77,2024-09-30,2024
RRQ,Q3,623,2023,0,D1,GBP,13256348,11267895,1562454,3749890,2499927,7812271,174,36,2024-09-30,2023
RRQ,Q3,623,2023,1,D1,GBP,1812246,1540409,480708,535646,357097,1373451,96,64,2024-09-30,2024
RRQ,Q3,623,2023,0,D2,GBP,15838108,13462391,2215031,5316076,3544050,11075157,235,5,2024-09-30,2023
RRQ,Q3,623,2023,1,D2,GBP,8834610,7509418,1638430,1825680,1217120,4681230,201,29,2024-09-30,2024
RRQ,Q3,623,2023,0,E1,GBP,3879454,3297535,384026,921662,614441,1920129,37,25,2024-09-30,2023
RRQ,Q3,623,2023,1,E1,GBP,5955220,5061937,1662252,1852224,1234816,4749292,429,53,2024-09-30,2024
RRQ,Q3,623,2024,0,A1,GBP,1460812,1241690,171589,411814,274543,857946,421,12,2024-09-30,2024
RRQ,Q3,623,2024,0,A2,GBP,11238062,9552352,1416051,3398522,2265681,7080254,21,34,2024-09-30,2024
RRQ,Q3,623,2024,0,D1,GBP,8013196,6811216,1195577,2869385,1912923,5977885,118,21,2024-09-30,2024
RRQ,Q3,623,2024,0,D2,GBP,19334954,16434710,2549531,6118875,4079250,12747656,142,57,2024-09-30,2024
RRQ,Q3,623,2024,0,E1,GBP,17207674,14626522,2406378,5775309,3850206,12031893,82,72,2024-09-30,2024
RRQ,Q3,4242,2022,0,A1,GBP,1617016,1374463,194249,466199,310799,971247,473,68,2024-09-30,2022
RRQ,Q3,4242,2022,1,A1,GBP,18676444,15874977,3055232,3404401,2269601,8729234,97,12,2024-09-30,2023
RRQ,Q3,4242,2022,2,A1,GBP,10529913,8950426,2791892,1675135,1116757,5583784,366,160,2024-09-30,2024
RRQ,Q3,4242,2022,0,A2,GBP,10102695,8587290,952146,2285152,1523435,4760733,345,1,2024-09-30,2022
RRQ,Q3,4242,2022,1,A2,GBP,3234651,2749453,685455,763793,509195,1958443,148,120,2024-09-30,2023
RRQ,Q3,4242,2022,2,A2,GBP,13086948,11123905,5206726,3124036,2082690,10413452,19,77,2024-09-30,2024
RRQ,Q3,4242,2022,0,D1,GBP,13969567,11874131,1515607,3637456,2424971,7578034,204,53,2024-09-30,2022
RRQ,Q3,4242,2022,1,D1,GBP,4342145,3690823,1233351,1374306,916204,3523861,258,108,2024-09-30,2023
RRQ,Q3,4242,2022,2,D1,GBP,18836215,16010782,4569743,2741846,1827897,9139486,111,130,2024-09-30,2024
RRQ,Q3,4242,2022,0,D2,GBP,16367468,13912347,2207234,5297363,3531575,11036172,374,3,2024-09-30,2022
RRQ,Q3,4242,2022,1,D2,GBP,2333869,1983788,448417,499665,333110,1281192,281,56,2024-09-30,2023
RRQ,Q3,4242,2022,2,D2,GBP,12192739,10363828,3938090,2362854,1575236,7876180,391,42,2024-09-30,2024
RRQ,Q3,4242,2022,0,E1,GBP,1616469,1373998,190326,456784,304523,951633,190,37,2024-09-30,2022
RRQ,Q3,4242,2022,1,E1,GBP,11144384,9472726,2123770,2366487,1577658,6067915,266,51,2024-09-30,2023
RRQ,Q3,4242,2022,2,E1,GBP,3080700,2618595,1078733,647239,431493,2157465,459,101,2024-09-30,2024
RRQ,Q3,4242,2023,0,A1,GBP,1988711,1690404,329193,790063,526709,1645965,495,29,2024-09-30,2023
RRQ,Q3,4242,2023,1,A1,GBP,8569299,7283904,1531669,1706717,1137811,4376197,469,72,2024-09-30,2024
RRQ,Q3,4242,2023,0,A2,GBP,5605704,4764848,543885,1305325,870216,2719426,205,54,2024-09-30,2023
RRQ,Q3,4242,2023,1,A2,GBP,8631216,7336533,1863709,2076705,1384470,5324884,303,29,2024-09-30,2024
RRQ,Q3,4242,2023,0,D1,GBP,15309790,13013321,2566578,6159788,4106525,12832891,475,62,2024-09-30,2023
RRQ,Q3,4242,2023,1,D1,GBP,12048962,10241617,2655394,2958868,1972578,7586840,77,38,2024-09-30,2024
RRQ,Q3,4242,2023,0,D2,GBP,5649856,4802377,771106,1850654,1233769,3855529,360,21,2024-09-30,2023
RRQ,Q3,4242,2023,1,D2,GBP,5634190,4789061,1131118,1260389,840259,3231766,371,95,2024-09-30,2024
RRQ,Q3,4242,2023,0,E1,GBP,5538320,4707572,688995,1653589,1102392,3444976,475,79,2024-09-30,2023
RRQ,Q3,4242,2023,1,E1,GBP,5870506,4989930,1463942,1631250,1087500,4182692,299,29,2024-09-30,2024
RRQ,Q3,4242,2024,0,A1,GBP,11653405,9905394,1112027,2668866,1779244,5560137,282,74,2024-09-30,2024
RRQ,Q3,4242,2024,0,A2,GBP,4972418,4226555,520765,1249836,833224,2603825,439,15,2024-09-30,2024
RRQ,Q3,4242,2024,0,D1,GBP,1989296,1690901,300850,722041,481361,1504252,460,43,2024-09-30,2024
RRQ,Q3,4242,2024,0,D2,GBP,14799319,12579421,1691086,4058607,2705738,8455431,391,66,2024-09-30,2024
RRQ,Q3,4242,2024,0,E1,GBP,10187074,8659012,1040676,2497623,1665082,5203381,106,11,2024-09-30,2024
RRQ,Q3,5000,2022,0,A1,GBP,5413947,4601854,567271,1361452,907634,2836357,400,63,2024-09-30,2022
RRQ,Q3,5000,2022,1,A1,GBP,9954423,8461259,2411803,2687438,1791625,6890866,323,43,2024-09-30,2023
RRQ,Q3,5000,2022,2,A1,GBP,8790753,7472140,2383898,1430338,953559,4767795,23,94,2024-09-30,2024
RRQ,Q3,5000,2022,0,A2,GBP,3666752,3116739,531867,1276481,850987,2659335,254,14,2024-09-30,2022
RRQ,Q3,5000,2022,1,A2,GBP,17855216,15176933,4927313,5490435,3660290,14078038,250,129,2024-09-30,2023
RRQ,Q3,5000,2022,2,A2,GBP,13547995,11515795,3546801,2128080,1418720,7093601,208,128,2024-09-30,2024
RRQ,Q3,5000,2022,0,D1,GBP,16899664,14364714,1706883,4096519,2731013,8534415,108,24,2024-09-30,2022
RRQ,Q3,5000,2022,1,D1,GBP,2081444,1769227,446891,497964,331976,1276831,17,50,2024-09-30,2023
RRQ,Q3,5000,2022,2,D1,GBP,14859457,12630538,4004784,2402870,1601913,8009567,353,54,2024-09-30,2024
RRQ,Q3,5000,2022,0,D2,GBP,7863965,6684370,749364,1798474,1198982,3746820,484,45,2024-09-30,2022
RRQ,Q3,5000,2022,1,D2,GBP,17439755,14823791,4426223,4932077,3288051,12646351,453,83,2024-09-30,2023
RRQ,Q3,5000,2022,2,D2,GBP,9280691,7888587,2881757,1729054,1152703,5763514,407,13,2024-09-30,2024
RRQ,Q3,5000,2022,0,E1,GBP,13763239,11698753,2031675,4876020,3250680,10158375,211,63,2024-09-30,2022
RRQ,Q3,5000,2022,1,E1,GBP,18990523,16141944,4387423,4888843,3259229,12535495,458,127,2024-09-30,2023
RRQ,Q3,5000,2022,2,E1,GBP,2292247,1948409,754446,452668,301778,1508892,241,119,2024-09-30,2024
RRQ,Q3,5000,2023,0,A1,GBP,2423241,2059754,388257,931817,621211,1941285,135,54,2024-09-30,2023
RRQ,Q3,5000,2023,1,A1,GBP,19047893,16190709,4055021,4518452,3012301,11585774,386,8,2024-09-30,2024
RRQ,Q3,5000,2023,0,A2,GBP,19713338,16756337,2385152,5724366,3816244,11925762,401,65,2024-09-30,2023
RRQ,Q3,5000,2023,1,A2,GBP,2654080,2255968,488560,544396,362930,1395886,235,72,2024-09-30,2024
RRQ,Q3,5000,2023,0,D1,GBP,11219141,9536269,1704122,4089892,2726595,8520609,156,48,2024-09-30,2023
RRQ,Q3,5000,2023,1,D1,GBP,6586363,5598408,1426900,1589975,1059983,4076858,323,11,2024-09-30,2024
RRQ,Q3,5000,2023,0,D2,GBP,18346622,15594628,2977547,7146114,4764076,14887737,247,67,2024-09-30,2023
RRQ,Q3,5000,2023,1,D2,GBP,16156472,13733001,2749212,3063408,2042272,7854892,266,21,2024-09-30,2024
RRQ,Q3,5000,2023,0,E1,GBP,7032126,5977307,1070982,2570357,1713571,5354910,490,72,2024-09-30,2023
RRQ,Q3,5000,2023,1,E1,GBP,19334380,16434223,3411414,3801290,2534193,9746897,221,59,2024-09-30,2024
RRQ,Q3,5000,2024,0,A1,GBP,16129218,13709835,1483774,3561059,2374039,7418872,242,61,2024-09-30,2024
RRQ,Q3,5000,2024,0,A2,GBP,7775713,6609356,1248809,2997143,1998095,6244047,56,26,2024-09-30,2024
RRQ,Q3,5000,2024,0,D1,GBP,11874145,10093023,1725757,4141817,2761211,8628785,474,73,2024-09-30,2024
RRQ,Q3,5000,2024,0,D2,GBP,6502726,5527317,958956,2301496,1534330,4794782,73,10,2024-09-30,2024
RRQ,Q3,5000,2024,0,E1,GBP,4830739,4106128,707694,1698466,1132310,3538470,334,38,2024-09-30,2024
RRQ,Q3,1910,2022,0,A1,GBP,3862412,3283050,509472,1222735,815156,2547363,206,75,2024-09-30,2022
RRQ,Q3,1910,2022,1,A1,GBP,18168677,15443375,4418443,4923408,3282272,12624123,91,69,2024-09-30,2023
RRQ,Q3,1910,2022,2,A1,GBP,19466543,16546561,5861792,3517075,2344717,11723584,403,46,2024-09-30,2024
RRQ,Q3,1910,2022,0,A2,GBP,12247215,10410132,1656305,3975132,2650088,8281525,347,16,2024-09-30,2022
RRQ,Q3,1910,2022,1,A2,GBP,6439981,5473983,1797621,2003063,1335375,5136059,101,139,2024-09-30,2023
RRQ,Q3,1910,2022,2,A2,GBP,2721694,2313439,840775,504465,336310,1681550,168,189,2024-09-30,2024
RRQ,Q3,1910,2022,0,D1,GBP,15973941,13577849,1806691,4336060,2890706,9033457,102,13,2024-09-30,2022
RRQ,Q3,1910,2022,1,D1,GBP,5414791,4602572,1580906,1761581,1174387,4516874,11,113,2024-09-30,2023
RRQ,Q3,1910,2022,2,D1,GBP,9492995,8069045,2159101,1295460,863640,4318201,264,130,2024-09-30,2024
RRQ,Q3,1910,2022,0,D2,GBP,19236872,16351341,2973950,7137481,4758320,14869751,321,51,2024-09-30,2022
RRQ,Q3,1910,2022,1,D2,GBP,8981873,7634592,1687355,1880196,1253464,4821015,347,86,2024-09-30,2023
RRQ,Q3,1910,2022,2,D2,GBP,16224937,13791196,4981546,2988928,1992618,9963092,50,156,2024-09-30,2024
RRQ,Q3,1910,2022,0,E1,GBP,1220554,1037470,133744,320987,213991,668722,290,29,2024-09-30,2022
RRQ,Q3,1910,2022,1,E1,GBP,19708228,16751993,5366885,5980243,3986829,15333957,116,10,2024-09-30,2023
