Transaction_ID,Claim_Reference,Syndicate_Number,Year_of_Account,Risk_Code,Currency,Status,Transaction_Type,Transaction_Date,Loss_Date,Report_Date,Amount,Outstanding_Amount,Incurred_Amount,LOB_Code,Country,Claim_Type,Reinsurance_Recovery
TXN00000038,CLM514850,1910,2025,3,EUR,Open,Payment,2025-06-18,2025-03-13,2025-05-21,103589.06,0,0,D2,US,Gross,13347.67
TXN00000039,CLM883300,623,2024,7,EUR,Open,Payment,2024-12-16,2024-08-21,2024-09-14,69325.4,82525,532488,E1,GB,Gross,10638.4
TXN00000040,CLM883300,623,2024,7,EUR,Open,Payment,2026-04-13,2024-03-13,2024-05-24,46506.75,0,0,D1,GB,Gross,3293.61
TXN00000041,CLM883300,623,2024,7,EUR,Open,Payment,2026-05-31,2024-02-19,2024-05-15,156305.85,0,0,E1,US,Gross,7931.32
TXN00000042,CLM892495,33,2018,2,USD,Reopened,Payment,2018-08-20,2018-03-27,2018-04-18,82616.88,93876,640380,A1,FR,Gross,11658.86
TXN00000043,CLM892495,33,2018,2,USD,Reopened,Payment,2019-05-18,2018-08-26,2018-10-05,143716.12,0,0,D2,JP,Gross,3878.02
TXN00000044,CLM503457,33,2024,8,AUD,Closed,Payment,2025-10-29,2024-09-13,2024-10-28,1375.35,300049,728328,A2,JP,Gross,366.71
TXN00000045,CLM503457,33,2024,8,AUD,Closed,Payment,2026-07-26,2024-06-03,2024-07-08,3294.3,0,0,A2,FR,Gross,25.53
TXN00000046,CLM503457,33,2024,8,AUD,Closed,Payment,2026-05-13,2024-01-28,2024-03-29,6349.35,0,0,D2,US,Gross,899.93
TXN00000047,CLM814825,33,2026,5,CHF,Reopened,Payment,2028-03-21,2026-01-25,2026-04-03,23511.5,188349,322757,A2,JP,Gross,1915.38
TXN00000048,CLM814825,33,2026,5,CHF,Reopened,Payment,2027-10-18,2026-08-10,2026-09-06,39973.5,0,0,A2,JP,Gross,4675.31
TXN00000049,CLM265840,5000,2025,1,JPY,Reopened,Payment,2026-02-05,2025-10-19,2025-11-24,98709.21,148091,202330,D2,US,Gross,26541.01
TXN00000050,CLM265840,5000,2025,1,JPY,Reopened,Payment,2027-12-31,2025-11-05,2025-12-03,57547.91,0,0,A2,US,Gross,1034.26
TXN00000051,CLM265840,5000,2025,1,JPY,Reopened,Payment,2027-11-03,2025-05-05,2025-07-10,111193.88,0,0,D1,DE,Gross,10408.3
TXN00000052,CLM211579,2010,2022,9,AUD,Open,Payment,2024-11-07,2022-07-02,2022-09-18,29760.83,90131,184396,A1,US,Gross,4298.92
TXN00000053,CLM211579,2010,2022,9,AUD,Open,Payment,2025-02-24,2022-06-12,2022-07-18,34279.57,0,0,A1,GB,Gross,6367.95
TXN00000054,CLM211579,2010,2022,9,AUD,Open,Payment,2022-05-14,2022-01-06,2022-02-26,23881.3,0,0,D1,DE,Gross,432.18
TXN00000055,CLM211579,2010,2022,9,AUD,Open,Payment,2022-04-30,2022-01-25,2022-01-28,13417.61,0,0,D1,JP,Gross,2927.04
TXN00000056,CLM211579,2010,2022,9,AUD,Open,Payment,2025-01-19,2022-12-13,2023-02-15,99698.69,0,0,E1,FR,Gross,19495.83
TXN00000057,CLM916449,2010,2026,1,AUD,Closed,Payment,2026-10-04,2026-07-22,2026-08-10,15211.0,266170,132301,D1,JP,Gross,2903.66
TXN00000058,CLM972064,4242,2022,4,GBP,Open,Payment,2025-03-19,2022-05-27,2022-06-13,9727.04,470329,104814,A2,GB,Gross,126.55
TXN00000059,CLM972064,4242,2022,4,GBP,Open,Payment,2023-02-07,2022-05-12,2022-07-13,9566.21,0,0,D1,US,Gross,2524.46
TXN00000060,CLM972064,4242,2022,4,GBP,Open,Payment,2023-03-24,2022-01-21,2022-01-24,4522.79,0,0,A1,FR,Gross,148.04
TXN00000061,CLM972064,4242,2022,4,GBP,Open,Payment,2023-06-04,2022-01-24,2022-02-20,22474.96,0,0,A2,JP,Gross,4899.35
TXN00000062,CLM955662,1910,2019,9,CHF,Open,Payment,2019-08-07,2019-07-03,2019-09-06,83781.36,77314,591510,A1,US,Gross,14585.73
TXN00000063,CLM955662,1910,2019,9,CHF,Open,Payment,2021-11-23,2019-10-20,2020-01-12,36427.48,0,0,D1,JP,Gross,5343.56
TXN00000064,CLM955662,1910,2019,9,CHF,Open,Payment,2020-04-06,2019-06-26,2019-06-28,49864.88,0,0,A1,FR,Gross,12931.11
TXN00000065,CLM955662,1910,2019,9,CHF,Open,Payment,2022-08-18,2019-10-26,2019-11-17,12024.97,0,0,A2,FR,Gross,1707.28
TXN00000066,CLM955662,1910,2019,9,CHF,Open,Payment,2022-01-08,2019-10-01,2019-10-15,72085.3,0,0,A2,GB,Gross,20704.98
TXN00000067,CLM377932,1183,2026,7,USD,Reopened,Payment,2029-03-19,2026-12-20,2026-12-25,110461.0,405976,762581,E1,US,Gross,13158.64
TXN00000068,CLM518373,623,2023,8,AUD,Closed,Payment,2025-03-27,2023-10-09,2023-11-03,47066.83,73441,250612,D2,US,Gross,2762.77
TXN00000069,CLM518373,623,2023,8,AUD,Closed,Payment,2024-08-06,2023-01-05,2023-01-17,17715.87,0,0,D2,FR,Gross,3226.49
TXN00000070,CLM518373,623,2023,8,AUD,Closed,Payment,2024-11-01,2023-07-28,2023-10-14,70190.3,0,0,D2,FR,Gross,984.73
TXN00000071,CLM454508,33,2018,9,USD,Reopened,Payment,2019-02-10,2018-08-04,2018-09-19,1656.28,125457,89441,A1,DE,Gross,190.27
TXN00000072,CLM454508,33,2018,9,USD,Reopened,Payment,2020-02-02,2018-10-24,2018-11-20,7113.72,0,0,D1,DE,Gross,1346.06
TXN00000073,CLM340062,2987,2019,1,CHF,Closed,Payment,2019-05-08,2019-01-11,2019-01-15,274565.0,47149,264565,A1,GB,Gross,74567.98
TXN00000074,CLM801474,623,2025,4,AUD,Open,Payment,2028-03-13,2025-12-04,2026-02-26,252815.0,389245,269801,E1,DE,Gross,23530.76
TXN00000075,CLM946721,1910,2024,4,GBP,Open,Payment,2025-06-04,2024-03-20,2024-06-14,230994.0,355496,386507,A1,DE,Gross,44882.34
TXN00000076,CLM531071,5000,2025,1,JPY,Reopened,Payment,2026-01-09,2025-09-19,2025-10-12,15017.42,348784,78556,A1,GB,Gross,3619.65
TXN00000077,CLM531071,5000,2025,1,JPY,Reopened,Payment,2027-12-14,2025-06-03,2025-07-01,9407.6,0,0,E1,DE,Gross,1458.63
TXN00000078,CLM531071,5000,2025,1,JPY,Reopened,Payment,2026-11-18,2025-05-03,2025-06-06,6849.31,0,0,A1,US,Gross,1492.25
TXN00000079,CLM531071,5000,2025,1,JPY,Reopened,Payment,2027-05-18,2025-03-26,2025-06-12,9768.6,0,0,E1,JP,Gross,1603.98
TXN00000080,CLM531071,5000,2025,1,JPY,Reopened,Payment,2025-09-17,2025-05-23,2025-06-04,15556.07,0,0,D1,FR,Gross,146.08
TXN00000081,CLM863587,5000,2023,2,USD,Open,Payment,2023-12-24,2023-08-09,2023-10-13,73915.64,109724,485405,D2,FR,Gross,13878.32
TXN00000082,CLM863587,5000,2023,2,USD,Open,Payment,2024-08-10,2023-01-03,2023-03-12,212252.36,0,0,A2,US,Gross,28893.54
TXN00000083,CLM542374,1183,2020,5,CAD,Open,Payment,2023-02-23,2020-04-01,2020-04-06,9156.69,468482,479656,A2,GB,Gross,1860.68
TXN00000084,CLM542374,1183,2020,5,CAD,Open,Payment,2021-01-13,2020-10-10,2020-12-10,9455.6,0,0,D2,JP,Gross,1543.73
TXN00000085,CLM542374,1183,2020,5,CAD,Open,Payment,2023-05-29,2020-09-02,2020-09-29,25910.71,0,0,A2,JP,Gross,6778.27
TXN00000086,CLM202664,2010,2018,9,CHF,Open,Payment,2018-09-12,2018-06-27,2018-09-20,18263.01,58896,189389,A1,GB,Gross,3519.56
TXN00000087,CLM202664,2010,2018,9,CHF,Open,Payment,2020-07-20,2018-01-05,2018-03-21,14669.72,0,0,A1,GB,Gross,3161.22
TXN00000088,CLM202664,2010,2018,9,CHF,Open,Payment,2021-10-27,2018-11-08,2019-01-10,16160.0,0,0,D2,GB,Gross,2879.33
TXN00000089,CLM202664,2010,2018,9,CHF,Open,Payment,2020-01-10,2018-04-03,2018-05-12,29789.04,0,0,A2,US,Gross,8628.17
TXN00000090,CLM202664,2010,2018,9,CHF,Open,Payment,2019-03-27,2018-05-02,2018-06-03,50048.22,0,0,A1,GB,Gross,2400.19
TXN00000091,CLM609231,5000,2025,4,CHF,Closed,Payment,2026-09-26,2025-08-13,2025-10-15,6262.0,483139,187634,A2,GB,Gross,1293.25
TXN00000092,CLM609231,5000,2025,4,CHF,Closed,Payment,2026-06-02,2025-11-14,2026-01-30,5038.56,0,0,A1,GB,Gross,89.21
TXN00000093,CLM609231,5000,2025,4,CHF,Closed,Payment,2026-11-03,2025-11-19,2025-12-27,6420.45,0,0,A2,JP,Gross,625.68
TXN00000094,CLM609231,5000,2025,4,CHF,Closed,Payment,2025-06-02,2025-03-23,2025-05-06,18019.99,0,0,E1,DE,Gross,4350.12
TXN00000095,CLM102260,5000,2024,5,CHF,Closed,Payment,2026-08-15,2024-03-18,2024-06-04,41673.14,159552,745429,E1,US,Gross,5147.03
TXN00000096,CLM102260,5000,2024,5,CHF,Closed,Payment,2025-01-24,2024-05-27,2024-06-21,37995.85,0,0,D2,JP,Gross,1017.82
TXN00000097,CLM102260,5000,2024,5,CHF,Closed,Payment,2026-06-08,2024-12-19,2024-12-22,50742.55,0,0,E1,US,Gross,12598.7
TXN00000098,CLM102260,5000,2024,5,CHF,Closed,Payment,2026-04-02,2024-10-22,2024-12-16,96365.46,0,0,D2,FR,Gross,2268.22
TXN00000099,CLM794022,2010,2025,3,USD,Closed,Payment,2027-10-14,2025-12-09,2026-01-04,13192.7,124137,622314,A1,DE,Gross,751.65
TXN00000100,CLM794022,2010,2025,3,USD,Closed,Payment,2026-03-23,2025-01-06,2025-03-21,8816.66,0,0,D1,FR,Gross,2617.75
TXN00000101,CLM794022,2010,2025,3,USD,Closed,Payment,2026-11-13,2025-06-21,2025-09-09,13652.64,0,0,E1,DE,Gross,2889.2
TXN00000102,CLM163918,2010,2023,1,GBP,Reopened,Payment,2025-05-27,2023-06-25,2023-08-03,87940.13,259974,571926,D1,GB,Gross,17824.29
TXN00000103,CLM163918,2010,2023,1,GBP,Reopened,Payment,2023-10-22,2023-03-24,2023-05-03,64613.0,0,0,A1,JP,Gross,4514.67
TXN00000104,CLM163918,2010,2023,1,GBP,Reopened,Payment,2025-03-26,2023-10-26,2023-12-29,116084.87,0,0,E1,JP,Gross,16642.69
TXN00000105,CLM159642,1183,2026,2,CHF,Open,Payment,2029-04-15,2026-05-19,2026-08-16,5909.41,45924,723011,A1,DE,Gross,611.13
TXN00000106,CLM159642,1183,2026,2,CHF,Open,Payment,2028-01-12,2026-11-04,2026-12-04,34721.59,0,0,A1,DE,Gross,6866.91
TXN00000107,CLM523389,2791,2019,4,AUD,Reopened,Payment,2021-09-12,2019-04-15,2019-07-13,18780.99,30836,454589,E1,GB,Gross,1449.21
TXN00000108,CLM523389,2791,2019,4,AUD,Reopened,Payment,2020-09-13,2019-06-07,2019-08-14,29201.01,0,0,A2,GB,Gross,935.87
TXN00000109,CLM692683,2525,2026,6,EUR,Open,Payment,2026-08-02,2026-01-02,2026-01-05,50871.62,361129,265280,A1,US,Gross,8769.97
TXN00000110,CLM692683,2525,2026,6,EUR,Open,Payment,2027-06-01,2026-10-14,2026-11-11,29636.79,0,0,D1,FR,Gross,1367.15
TXN00000111,CLM692683,2525,2026,6,EUR,Open,Payment,2028-09-05,2026-03-19,2026-05-21,21967.36,0,0,A2,DE,Gross,3777.56
TXN00000112,CLM692683,2525,2026,6,EUR,Open,Payment,2027-06-23,2026-07-26,2026-10-12,9791.18,0,0,D1,GB,Gross,1898.32
TXN00000113,CLM692683,2525,2026,6,EUR,Open,Payment,2029-01-06,2026-05-10,2026-08-05,57455.06,0,0,A2,US,Gross,4805.77
TXN00000114,CLM515011,623,2020,5,CAD,Closed,Payment,2020-05-13,2020-02-03,2020-04-29,43033.0,497073,24767,E1,GB,Gross,5966.13
TXN00000115,CLM751332,1910,2019,2,AUD,Open,Payment,2021-07-01,2019-11-11,2020-02-01,144041.0,275229,153890,D2,US,Gross,11810.77
TXN00000116,CLM172132,4242,2021,6,EUR,Open,Payment,2023-01-06,2021-06-24,2021-09-02,93293.5,239734,752715,A1,DE,Gross,8886.72
TXN00000117,CLM172132,4242,2021,6,EUR,Open,Payment,2024-09-22,2021-10-27,2021-12-23,44968.14,0,0,D2,JP,Gross,2053.87
TXN00000118,CLM172132,4242,2021,6,EUR,Open,Payment,2022-05-09,2021-08-22,2021-09-14,18329.64,0,0,D2,FR,Gross,2017.16
TXN00000119,CLM172132,4242,2021,6,EUR,Open,Payment,2024-03-27,2021-12-01,2022-02-22,133210.71,0,0,E1,US,Gross,30328.93
TXN00000120,CLM741390,623,2026,1,JPY,Reopened,Payment,2029-04-10,2026-07-04,2026-07-22,21763.21,166960,155814,D2,DE,Gross,202.13
TXN00000121,CLM741390,623,2026,1,JPY,Reopened,Payment,2027-11-16,2026-10-05,2026-12-04,13188.19,0,0,A2,DE,Gross,1970.95
TXN00000122,CLM741390,623,2026,1,JPY,Reopened,Payment,2026-12-01,2026-03-19,2026-05-02,8908.85,0,0,E1,DE,Gross,1754.13
TXN00000123,CLM741390,623,2026,1,JPY,Reopened,Payment,2027-05-01,2026-08-01,2026-09-03,5838.68,0,0,D2,JP,Gross,244.25
TXN00000124,CLM741390,623,2026,1,JPY,Reopened,Payment,2028-11-13,2026-07-13,2026-09-28,9610.07,0,0,A1,US,Gross,2395.75
TXN00000125,CLM221035,623,2019,9,USD,Closed,Payment,2020-07-22,2019-02-03,2019-03-28,17050.77,157721,767470,D1,FR,Gross,308.03
TXN00000126,CLM221035,623,2019,9,USD,Closed,Payment,2021-07-05,2019-08-17,2019-10-16,23196.6,0,0,D2,US,Gross,4398.52
TXN00000127,CLM221035,623,2019,9,USD,Closed,Payment,2021-04-05,2019-09-10,2019-11-28,23173.02,0,0,D1,US,Gross,4526.2
TXN00000128,CLM221035,623,2019,9,USD,Closed,Payment,2020-10-08,2019-12-15,2020-01-22,7727.38,0,0,A2,DE,Gross,1640.63
TXN00000129,CLM221035,623,2019,9,USD,Closed,Payment,2021-08-06,2019-05-02,2019-05-12,44282.22,0,0,A1,GB,Gross,4433.86
TXN00000130,CLM313487,4242,2022,9,CAD,Closed,Payment,2024-11-17,2022-07-03,2022-07-15,6215.81,484657,111781,A2,US,Gross,1787.91
TXN00000131,CLM313487,4242,2022,9,CAD,Closed,Payment,2022-06-27,2022-01-08,2022-03-24,4142.13,0,0,D2,GB,Gross,177.63
TXN00000132,CLM313487,4242,2022,9,CAD,Closed,Payment,2024-04-23,2022-02-09,2022-02-18,21275.06,0,0,A2,US,Gross,5421.44
TXN00000133,CLM969634,5000,2022,1,GBP,Closed,Payment,2022-08-06,2022-02-20,2022-03-23,73587.0,414288,683061,A1,FR,Gross,12526.74
TXN00000134,CLM269430,623,2025,9,JPY,Closed,Payment,2027-01-22,2025-09-17,2025-10-07,10069.0,304076,132308,E1,JP,Gross,680.93
TXN00000135,CLM824586,33,2020,9,GBP,Closed,Payment,2022-05-01,2020-02-15,2020-04-15,42132.66,315402,170287,A1,FR,Gross,2900.02
TXN00000136,CLM824586,33,2020,9,GBP,Closed,Payment,2021-05-19,2020-07-06,2020-09-13,74564.28,0,0,A2,DE,Gross,2147.91
TXN00000137,CLM824586,33,2020,9,GBP,Closed,Payment,2022-08-11,2020-01-16,2020-02-03,61024.58,0,0,A2,FR,Gross,17796.51
TXN00000138,CLM824586,33,2020,9,GBP,Closed,Payment,2022-10-03,2020-10-07,2020-11-26,26852.13,0,0,A1,US,Gross,1349.48
TXN00000139,CLM824586,33,2020,9,GBP,Closed,Payment,2022-11-07,2020-06-07,2020-08-10,90108.34,0,0,A1,GB,Gross,19456.73
TXN00000140,CLM233636,5000,2018,5,EUR,Open,Payment,2020-05-02,2018-07-16,2018-08-16,69325.68,481295,235281,D1,US,Gross,19909.94
TXN00000141,CLM233636,5000,2018,5,EUR,Open,Payment,2021-04-08,2018-05-20,2018-07-29,47383.36,0,0,D1,GB,Gross,5307.4
TXN00000142,CLM233636,5000,2018,5,EUR,Open,Payment,2019-10-19,2018-04-07,2018-05-03,8792.33,0,0,D1,JP,Gross,1622.28
TXN00000143,CLM233636,5000,2018,5,EUR,Open,Payment,2020-06-21,2018-03-10,2018-05-26,67093.63,0,0,A1,JP,Gross,4397.69
TXN00000144,CLM799330,2791,2019,6,CHF,Reopened,Payment,2022-05-13,2019-05-23,2019-07-06,33012.53,473541,665810,A2,US,Gross,1067.99
TXN00000145,CLM799330,2791,2019,6,CHF,Reopened,Payment,2020-12-08,2019-07-28,2019-07-31,23991.65,0,0,E1,US,Gross,6830.94
TXN00000146,CLM799330,2791,2019,6,CHF,Reopened,Payment,2021-05-07,2019-09-12,2019-10-13,35383.56,0,0,E1,FR,Gross,6942.92
TXN00000147,CLM799330,2791,2019,6,CHF,Reopened,Payment,2021-04-15,2019-09-06,2019-10-10,125670.26,0,0,D2,FR,Gross,7237.83
TXN00000148,CLM348237,1183,2020,3,CAD,Open,Payment,2023-09-12,2020-11-06,2020-12-26,46761.89,104036,446712,A2,US,Gross,6048.71
TXN00000149,CLM348237,1183,2020,3,CAD,Open,Payment,2022-11-15,2020-10-21,2020-11-23,42933.11,0,0,D2,GB,Gross,306.74
TXN00000150,CLM348237,1183,2020,3,CAD,Open,Payment,2023-02-23,2020-03-20,2020-04-25,19201.88,0,0,D1,GB,Gross,59.12
TXN00000151,CLM348237,1183,2020,3,CAD,Open,Payment,2020-07-09,2020-03-22,2020-05-22,70263.12,0,0,D2,FR,Gross,19693.41
TXN00000152,CLM379766,2791,2020,2,CAD,Open,Payment,2021-08-13,2020-02-21,2020-02-22,46091.93,460150,248238,A1,GB,Gross,3190.58
TXN00000153,CLM379766,2791,2020,2,CAD,Open,Payment,2021-05-26,2020-03-23,2020-06-09,205685.07,0,0,A1,JP,Gross,22391.76
TXN00000154,CLM956253,2791,2025,6,EUR,Open,Payment,2027-06-25,2025-06-05,2025-08-25,6368.04,126876,707094,A2,US,Gross,646.89
TXN00000155,CLM956253,2791,2025,6,EUR,Open,Payment,2027-04-24,2025-01-24,2025-02-26,11037.96,0,0,E1,DE,Gross,3082.27
TXN00000156,CLM517821,2791,2023,5,CHF,Open,Payment,2025-06-10,2023-10-24,2023-11-14,58340.94,415445,383203,A1,US,Gross,2665.91
TXN00000157,CLM517821,2791,2023,5,CHF,Open,Payment,2023-07-30,2023-06-03,2023-06-15,13910.76,0,0,A2,FR,Gross,2000.23
TXN00000158,CLM517821,2791,2023,5,CHF,Open,Payment,2024-10-03,2023-03-28,2023-05-26,20068.62,0,0,D2,US,Gross,4877.06
TXN00000159,CLM517821,2791,2023,5,CHF,Open,Payment,2024-08-13,2023-03-15,2023-05-29,8972.41,0,0,D1,DE,Gross,293.29
TXN00000160,CLM517821,2791,2023,5,CHF,Open,Payment,2026-01-03,2023-04-01,2023-04-21,50048.28,0,0,A2,DE,Gross,7300.17
TXN00000161,CLM519093,2010,2026,6,GBP,Open,Payment,2026-09-17,2026-08-08,2026-10-27,26676.63,469820,202241,A1,JP,Gross,3078.35
TXN00000162,CLM519093,2010,2026,6,GBP,Open,Payment,2028-05-02,2026-07-25,2026-08-25,38314.59,0,0,A2,GB,Gross,5903.17
TXN00000163,CLM519093,2010,2026,6,GBP,Open,Payment,2027-03-08,2026-04-02,2026-05-23,18474.54,0,0,E1,US,Gross,3905.57
TXN00000164,CLM519093,2010,2026,6,GBP,Open,Payment,2027-10-28,2026-12-07,2026-12-16,58485.25,0,0,A2,US,Gross,2564.14
TXN00000165,CLM378361,2525,2018,2,AUD,Closed,Payment,2019-02-09,2018-07-23,2018-10-14,169457.0,191239,472592,A2,GB,Gross,50702.72
TXN00000166,CLM636265,2525,2019,7,AUD,Open,Payment,2021-09-03,2019-12-25,2020-02-24,4058.84,143547,758215,A2,FR,Gross,968.61
TXN00000167,CLM636265,2525,2019,7,AUD,Open,Payment,2021-04-17,2019-02-18,2019-05-02,7467.19,0,0,A1,US,Gross,1663.25
TXN00000168,CLM636265,2525,2019,7,AUD,Open,Payment,2019-04-24,2019-01-21,2019-04-15,5902.66,0,0,E1,FR,Gross,345.34
TXN00000169,CLM636265,2525,2019,7,AUD,Open,Payment,2019-04-20,2019-01-13,2019-01-27,3951.03,0,0,E1,GB,Gross,1120.36
TXN00000170,CLM636265,2525,2019,7,AUD,Open,Payment,2021-08-31,2019-04-17,2019-06-13,6891.27,0,0,A1,DE,Gross,1968.02
TXN00000171,CLM101773,5000,2026,9,JPY,Reopened,Payment,2027-03-23,2026-09-14,2026-10-14,19428.02,398995,396913,A1,US,Gross,409.09
TXN00000172,CLM101773,5000,2026,9,JPY,Reopened,Payment,2026-09-25,2026-04-25,2026-05-07,88874.98,0,0,D2,US,Gross,18648.37
TXN00000173,CLM173372,5000,2023,6,JPY,Open,Payment,2024-09-26,2023-02-02,2023-02-08,63813.55,387358,546756,A1,DE,Gross,2918.85
TXN00000174,CLM173372,5000,2023,6,JPY,Open,Payment,2026-08-31,2023-09-03,2023-11-22,37757.66,0,0,A1,DE,Gross,10137.89
TXN00000175,CLM173372,5000,2023,6,JPY,Open,Payment,2023-07-15,2023-03-07,2023-05-28,14989.07,0,0,E1,DE,Gross,2920.79
TXN00000176,CLM173372,5000,2023,6,JPY,Open,Payment,2025-06-22,2023-01-04,2023-04-02,45894.72,0,0,A1,JP,Gross,3806.27
TXN00000177,CLM799287,623,2024,6,CAD,Reopened,Payment,2024-09-21,2024-01-18,2024-01-31,104219.58,165008,148470,A1,US,Gross,5403.25
