Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRQ,Q4,1183,2023,A1,GBP,13613130,12575544,4575050,1380025,1837977,2039015,1363163,0.6111,2024-12-31
RRQ,Q4,1183,2023,A2,GBP,32069616,29473640,11037784,3575583,5937292,4651360,2723338,0.7026,2024-12-31
RRQ,Q4,1183,2023,D1,GBP,27162737,25259025,12151943,2837109,4113174,4979993,4367825,0.6636,2024-12-31
RRQ,Q4,1183,2023,D2,GBP,9275455,8058829,2635792,956310,1464197,2308945,694521,0.6569,2024-12-31
RRQ,Q4,1183,2023,E1,GBP,12000338,10413456,5326058,1317958,1277115,1971143,1945678,0.685,2024-12-31
RRQ,Q4,1183,2024,A1,GBP,30896915,26982397,11208359,2005903,3027484,5693619,2357897,0.6068,2024-12-31
RRQ,Q4,1183,2024,A2,GBP,32572430,30909917,8977825,2902454,6110742,5684505,4819742,0.6282,2024-12-31
RRQ,Q4,1183,2024,D1,GBP,18856617,16415961,5752722,1856901,2660505,3483627,2616160,0.576,2024-12-31
RRQ,Q4,1183,2024,D2,GBP,44425917,40946354,14107671,3152992,9136415,7586535,5869043,0.5906,2024-12-31
RRQ,Q4,1183,2024,E1,GBP,45590702,41149513,21833977,6095949,7851416,10225440,6831316,0.7115,2024-12-31
RRQ,Q4,2791,2022,A1,GBP,24321432,22908103,8326938,3044145,5096090,4596321,3692586,0.6793,2024-12-31
RRQ,Q4,2791,2022,A2,GBP,16752526,14540485,6207051,1518649,2406516,3518751,2171576,0.633,2024-12-31
RRQ,Q4,2791,2022,D1,GBP,11411189,10778652,3385628,1341987,1468982,2336081,1031550,0.6287,2024-12-31
RRQ,Q4,2791,2022,D2,GBP,9479104,8742017,3040799,976273,2277956,2030122,1629625,0.6896,2024-12-31
RRQ,Q4,2791,2022,E1,GBP,10136085,9126931,4504287,1002042,1300205,1715965,758197,0.7011,2024-12-31
RRQ,Q4,2791,2023,A1,GBP,6793006,6245819,2396944,529755,1147577,1423599,611782,0.5646,2024-12-31
RRQ,Q4,2791,2023,A2,GBP,5720572,5268131,1513777,573418,833709,1003378,385812,0.6001,2024-12-31
RRQ,Q4,2791,2023,D1,GBP,49092040,46392068,12988019,5348333,9351881,6878278,3017572,0.5985,2024-12-31
RRQ,Q4,2791,2023,D2,GBP,11745455,10129458,4280070,803468,1954796,1390686,969481,0.5854,2024-12-31
RRQ,Q4,2791,2023,E1,GBP,34572057,30135329,8818308,3599769,4152698,7292799,4845594,0.6216,2024-12-31
RRQ,Q4,2791,2024,A1,GBP,40089511,36948138,18192109,3780925,5754914,5722782,2737908,0.6782,2024-12-31
RRQ,Q4,2791,2024,A2,GBP,30326585,28594392,10930587,2642105,3589760,6065584,5298834,0.7034,2024-12-31
RRQ,Q4,2791,2024,D1,GBP,27623514,25358274,8264277,3863840,3340035,7240997,3937650,0.7141,2024-12-31
RRQ,Q4,2791,2024,D2,GBP,16210351,14609579,5839825,1198134,2494292,2943383,2175362,0.5588,2024-12-31
RRQ,Q4,2791,2024,E1,GBP,31512290,27166127,10790782,3153942,4294707,6519747,3427782,0.7378,2024-12-31
RRQ,Q4,623,2022,A1,GBP,31117874,27135085,11015251,2357349,5066705,3849839,4292951,0.5926,2024-12-31
RRQ,Q4,623,2022,A2,GBP,32588241,29651613,13821357,2191377,5116128,7917866,4526095,0.6103,2024-12-31
RRQ,Q4,623,2022,D1,GBP,16506426,14186851,4928434,1616238,2256696,3814565,2137751,0.6004,2024-12-31
RRQ,Q4,623,2022,D2,GBP,13920877,12717213,5707968,1130941,2748573,2543619,1289424,0.6164,2024-12-31
RRQ,Q4,623,2022,E1,GBP,45837979,41020002,18576028,5847736,8416134,11445794,3424203,0.7324,2024-12-31
RRQ,Q4,623,2023,A1,GBP,6423605,6036119,2130641,751616,1303712,1401039,471355,0.6733,2024-12-31
RRQ,Q4,623,2023,A2,GBP,30133855,26222516,10038800,3215002,3869126,6756076,4861209,0.6497,2024-12-31
RRQ,Q4,623,2023,D1,GBP,34777961,30704383,11732960,3988995,7331888,7382267,5985794,0.6979,2024-12-31
RRQ,Q4,623,2023,D2,GBP,48489659,44855605,16194121,5987236,7550955,8332421,3735338,0.7125,2024-12-31
RRQ,Q4,623,2023,E1,GBP,49627798,46161057,22592909,4535936,12042254,11290988,4732128,0.7477,2024-12-31
RRQ,Q4,623,2024,A1,GBP,47263989,44285727,10967906,3106648,7213192,5947910,3403291,0.5512,2024-12-31
RRQ,Q4,623,2024,A2,GBP,11157868,10096584,4166284,785781,1640787,1861071,1109546,0.5847,2024-12-31
RRQ,Q4,623,2024,D1,GBP,16016511,14006318,5036960,1388956,2302794,3221192,2172347,0.6943,2024-12-31
RRQ,Q4,623,2024,D2,GBP,23244268,20876073,11508746,2283232,3787695,4939725,2744157,0.7225,2024-12-31
RRQ,Q4,623,2024,E1,GBP,45895753,42500956,20660885,5737357,4925048,8837956,7296820,0.697,2024-12-31
RRQ,Q4,4242,2022,A1,GBP,25148198,21760229,10397798,2115401,4083952,4891393,2629287,0.669,2024-12-31
RRQ,Q4,4242,2022,A2,GBP,45669673,40341091,18132882,3528595,9833617,5926738,6765189,0.6462,2024-12-31
RRQ,Q4,4242,2022,D1,GBP,30116016,28386426,13316992,3847176,4385641,5816379,3829762,0.6483,2024-12-31
RRQ,Q4,4242,2022,D2,GBP,44480749,41745181,17512008,2822227,8443659,5834622,5382107,0.5642,2024-12-31
RRQ,Q4,4242,2022,E1,GBP,22130102,20473835,7863887,2663713,4317041,4264677,1693422,0.7043,2024-12-31
RRQ,Q4,4242,2023,A1,GBP,30859270,28500585,10726138,2347394,7093760,7401569,4571403,0.7353,2024-12-31
RRQ,Q4,4242,2023,A2,GBP,49672735,43519925,18101499,5670422,6775148,10808452,8188789,0.6791,2024-12-31
RRQ,Q4,4242,2023,D1,GBP,15833210,14678924,5189961,1676761,2007805,2774934,2056929,0.5525,2024-12-31
RRQ,Q4,4242,2023,D2,GBP,39798431,37315033,13102053,4156768,8400731,8743382,5243191,0.732,2024-12-31
RRQ,Q4,4242,2023,E1,GBP,30688508,28337564,12812538,3940212,6631795,4542668,3806293,0.6672,2024-12-31
RRQ,Q4,4242,2024,A1,GBP,28111810,24651306,9275380,3503465,5807448,4033607,2510128,0.7128,2024-12-31
RRQ,Q4,4242,2024,A2,GBP,37998989,32564531,12732872,3188915,5874112,7248082,2626375,0.5503,2024-12-31
RRQ,Q4,4242,2024,D1,GBP,30142429,26025974,9664279,2659933,3045595,5548147,2334652,0.5873,2024-12-31
RRQ,Q4,4242,2024,D2,GBP,18484912,16049948,6519025,1307806,3431691,2925993,2014908,0.5618,2024-12-31
RRQ,Q4,4242,2024,E1,GBP,46904214,42853723,11370854,2912046,4692082,5709057,2801522,0.5718,2024-12-31
RRQ,Q4,5000,2022,A1,GBP,20755827,19038914,5765052,1421766,4024680,2699273,2510628,0.6456,2024-12-31
RRQ,Q4,5000,2022,A2,GBP,7809133,7045661,1788195,712730,1544543,1566301,1066301,0.5694,2024-12-31
RRQ,Q4,5000,2022,D1,GBP,36758047,33465891,12915602,4336078,5636223,6781673,3504718,0.7014,2024-12-31
RRQ,Q4,5000,2022,D2,GBP,29240434,25960931,8331632,2708217,4314901,4394476,3365983,0.683,2024-12-31
RRQ,Q4,5000,2022,E1,GBP,31964902,30008555,9812342,3558963,7193892,5685189,4552037,0.695,2024-12-31
RRQ,Q4,5000,2023,A1,GBP,21679078,19767745,8080961,1994607,3145312,3212398,3352208,0.6237,2024-12-31
RRQ,Q4,5000,2023,A2,GBP,26621373,23587083,6094312,2662586,3168561,4255012,2813700,0.5533,2024-12-31
RRQ,Q4,5000,2023,D1,GBP,31854631,29605567,11214769,4310481,7520128,6562680,4418125,0.6978,2024-12-31
RRQ,Q4,5000,2023,D2,GBP,11741469,10325286,3751685,935347,2078344,2572278,1869778,0.6969,2024-12-31
RRQ,Q4,5000,2023,E1,GBP,38865590,34970966,9214074,3962069,7552012,8593865,3676324,0.5563,2024-12-31
RRQ,Q4,5000,2024,A1,GBP,34949793,31392493,14559952,3220062,4767503,10070289,5308768,0.741,2024-12-31
RRQ,Q4,5000,2024,A2,GBP,12077950,11130755,3447184,1484031,2542896,2717782,1023655,0.637,2024-12-31
RRQ,Q4,5000,2024,D1,GBP,22289158,21066606,9154566,2536129,5094369,4975020,2646471,0.6832,2024-12-31
RRQ,Q4,5000,2024,D2,GBP,27333904,25780736,12472267,3169402,5520285,5453058,4110878,0.7244,2024-12-31
RRQ,Q4,5000,2024,E1,GBP,30612131,28423614,14377152,2994664,4098724,5247965,2993628,0.6808,2024-12-31
RRQ,Q4,1910,2022,A1,GBP,12474754,11527397,4825028,1235802,1227014,1937676,1615037,0.5678,2024-12-31
RRQ,Q4,1910,2022,A2,GBP,30514461,25942413,8498476,3117859,6485520,8039699,3003877,0.6654,2024-12-31
RRQ,Q4,1910,2022,D1,GBP,29496335,27826621,9164101,3481840,5611886,4631672,2121619,0.7095,2024-12-31
RRQ,Q4,1910,2022,D2,GBP,35910528,33454779,10768721,2684003,6297580,5053216,3138018,0.6132,2024-12-31
RRQ,Q4,1910,2022,E1,GBP,49650929,46313151,14664236,4718178,8951999,12070114,5039979,0.7198,2024-12-31
RRQ,Q4,1910,2023,A1,GBP,43518605,40597145,15412007,4788306,6331668,11133258,4213915,0.6457,2024-12-31
RRQ,Q4,1910,2023,A2,GBP,19134004,18051847,6437349,2389937,4607574,4890889,3146470,0.7196,2024-12-31
RRQ,Q4,1910,2023,D1,GBP,31293780,29150194,12856856,2212156,2944848,5313959,3117601,0.6098,2024-12-31
RRQ,Q4,1910,2023,D2,GBP,36770786,34041342,14229818,4202620,5683136,9332396,3555641,0.7481,2024-12-31
RRQ,Q4,1910,2023,E1,GBP,41776330,36056735,16434769,4151202,8169431,9717810,5422521,0.6288,2024-12-31
RRQ,Q4,1910,2024,A1,GBP,35704486,32409523,12947798,3604133,8009479,5882402,5364565,0.6809,2024-12-31
RRQ,Q4,1910,2024,A2,GBP,18130189,15427218,7807532,1991330,3610186,5026052,1543603,0.6971,2024-12-31
RRQ,Q4,1910,2024,D1,GBP,33662938,29179785,9625808,3129913,5651623,8981928,2715317,0.6859,2024-12-31
RRQ,Q4,1910,2024,D2,GBP,39590269,36000985,18601005,4380161,6213601,5567463,3664867,0.68,2024-12-31
RRQ,Q4,1910,2024,E1,GBP,37791128,34375397,10423100,4026685,7041161,9188392,4628666,0.6105,2024-12-31
RRQ,Q4,2010,2022,A1,GBP,11013702,10314217,4624276,990928,2180755,2125004,916940,0.7055,2024-12-31
RRQ,Q4,2010,2022,A2,GBP,10545674,9640232,4073961,742009,1619606,2407691,1041441,0.5744,2024-12-31
RRQ,Q4,2010,2022,D1,GBP,11345360,9849016,4385162,1322645,1903880,2527593,924198,0.7089,2024-12-31
RRQ,Q4,2010,2022,D2,GBP,9261298,8670622,3600887,901631,1861533,1788463,1428281,0.6928,2024-12-31
RRQ,Q4,2010,2022,E1,GBP,40573580,36592910,15121956,4503736,8094602,5908218,5596283,0.6477,2024-12-31
RRQ,Q4,2010,2023,A1,GBP,49196715,42706016,20806543,4234797,9365295,12924085,4251415,0.7295,2024-12-31
RRQ,Q4,2010,2023,A2,GBP,13644694,12488497,3868641,1140377,2727751,1968338,1077145,0.665,2024-12-31
RRQ,Q4,2010,2023,D1,GBP,25037225,22644735,8215126,3032801,2338913,4055525,3771959,0.6227,2024-12-31
RRQ,Q4,2010,2023,D2,GBP,39859234,35049806,16321799,3320861,7227828,7650233,6893629,0.7309,2024-12-31
RRQ,Q4,2010,2023,E1,GBP,28630180,25797482,11653128,3195144,3054576,3984699,2330131,0.6712,2024-12-31
RRQ,Q4,2010,2024,A1,GBP,19442695,17697021,6700942,1959290,2532949,4677600,1602446,0.7415,2024-12-31
RRQ,Q4,2010,2024,A2,GBP,22110570,20230660,5977726,1938542,4512600,4464100,3208962,0.6021,2024-12-31
RRQ,Q4,2010,2024,D1,GBP,14612938,12524103,5952175,1916211,2778829,2290642,1496405,0.6572,2024-12-31
RRQ,Q4,2010,2024,D2,GBP,49111867,44256802,14992111,6079332,7117779,11933164,5234448,0.6796,2024-12-31
RRQ,Q4,2010,2024,E1,GBP,45507396,39910556,15262482,4594175,6311783,7253416,3092270,0.5995,2024-12-31
RRQ,Q4,2525,2022,A1,GBP,27381970,23675353,12354479,2460826,3276654,7649168,2576157,0.7056,2024-12-31
RRQ,Q4,2525,2022,A2,GBP,12046613,10388400,4748926,1596341,2279083,3075710,973128,0.7065,2024-12-31
RRQ,Q4,2525,2022,D1,GBP,28414296,26611120,11087848,3151994,6457339,4591309,4744785,0.6901,2024-12-31
RRQ,Q4,2525,2022,D2,GBP,31143152,28982081,11013479,3265193,4752162,6870911,2927911,0.5861,2024-12-31
RRQ,Q4,2525,2022,E1,GBP,44749259,38079370,14269423,2975834,4513970,7101883,5416377,0.5755,2024-12-31
RRQ,Q4,2525,2023,A1,GBP,8547684,7811893,3204936,1114747,1791363,1778856,1057773,0.7337,2024-12-31
RRQ,Q4,2525,2023,A2,GBP,34458107,32040763,14179057,3285090,6065206,9999168,5979080,0.7472,2024-12-31
RRQ,Q4,2525,2023,D1,GBP,20352099,19045334,8509092,1749127,2643217,2711374,1391840,0.611,2024-12-31
RRQ,Q4,2525,2023,D2,GBP,21108592,18290833,6508138,2719489,4068636,4657301,3605682,0.739,2024-12-31
RRQ,Q4,2525,2023,E1,GBP,33453059,31554401,10110026,3434309,6581166,7689333,4124032,0.6854,2024-12-31
RRQ,Q4,2525,2024,A1,GBP,13367910,12186569,5679948,1472927,2470451,2872752,1792317,0.6311,2024-12-31
RRQ,Q4,2525,2024,A2,GBP,21389745,19595517,10830096,3202185,5429775,5394974,1703525,0.7488,2024-12-31
RRQ,Q4,2525,2024,D1,GBP,35108528,32210396,17334325,3973812,5086574,5608517,5892481,0.7429,2024-12-31
RRQ,Q4,2525,2024,D2,GBP,39472782,33752807,13441494,2867581,8426363,6555758,4945377,0.6207,2024-12-31
RRQ,Q4,2525,2024,E1,GBP,41179705,38535169,14442944,4398323,6018646,5944409,5773283,0.7202,2024-12-31
