Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q4,33,2022,0,D1,GBP,4937630,4196985,449962,1079909,719939,2249810,279,45,2024-12-31,2022
RRQ,Q4,33,2022,1,D1,GBP,16223909,13790322,4434254,4941026,3294017,12669297,263,22,2024-12-31,2023
RRQ,Q4,33,2022,2,D1,GBP,8532431,7252566,3137483,1882490,1254993,6274966,107,70,2024-12-31,2024
RRQ,Q4,33,2022,0,D2,GBP,10662400,9063040,1596325,3831182,2554121,7981628,205,14,2024-12-31,2022
RRQ,Q4,33,2022,1,D2,GBP,15472314,13151466,4291823,4782317,3188211,12262351,317,40,2024-12-31,2023
RRQ,Q4,33,2022,2,D2,GBP,10494805,8920584,3886663,2331997,1554665,7773325,106,109,2024-12-31,2024
RRQ,Q4,33,2022,0,E1,GBP,7052208,5994376,865178,2076428,1384285,4325891,84,3,2024-12-31,2022
RRQ,Q4,33,2022,1,E1,GBP,10737259,9126670,3158450,3519415,2346277,9024142,130,112,2024-12-31,2023
RRQ,Q4,33,2022,2,E1,GBP,16132266,13712426,6557211,3934327,2622884,13114422,199,151,2024-12-31,2024
RRQ,Q4,33,2023,0,A1,GBP,16373436,13917420,1585916,3806198,2537465,7929579,250,14,2024-12-31,2023
RRQ,Q4,33,2023,1,A1,GBP,11846335,10069384,3481826,3879749,2586499,9948074,213,124,2024-12-31,2024
RRQ,Q4,33,2023,0,A2,GBP,8120843,6902716,1194307,2866336,1910891,5971534,372,44,2024-12-31,2023
RRQ,Q4,33,2023,1,A2,GBP,9597504,8157878,1609768,1793741,1195827,4599336,295,12,2024-12-31,2024
RRQ,Q4,33,2023,0,D1,GBP,2748609,2336317,320567,769362,512908,1602837,130,49,2024-12-31,2023
RRQ,Q4,33,2023,1,D1,GBP,12888391,10955132,3828413,4265945,2843963,10938321,490,121,2024-12-31,2024
RRQ,Q4,33,2023,0,D2,GBP,2527125,2148056,228525,548460,365640,1142625,268,64,2024-12-31,2023
RRQ,Q4,33,2023,1,D2,GBP,13782147,11714824,2754376,3069162,2046108,7869646,212,121,2024-12-31,2024
RRQ,Q4,33,2023,0,E1,GBP,13445379,11428572,1352323,3245576,2163717,6761616,466,58,2024-12-31,2023
RRQ,Q4,33,2023,1,E1,GBP,2379925,2022936,568250,633193,422128,1623571,143,31,2024-12-31,2024
RRQ,Q4,33,2024,0,A1,GBP,17902935,15217494,2317126,5561103,3707402,11585631,183,48,2024-12-31,2024
RRQ,Q4,33,2024,0,A2,GBP,5426485,4612512,527301,1265523,843682,2636506,373,55,2024-12-31,2024
RRQ,Q4,33,2024,0,D1,GBP,15526708,13197701,1573533,3776480,2517653,7867666,69,33,2024-12-31,2024
RRQ,Q4,33,2024,0,D2,GBP,2481836,2109560,417646,1002351,668234,2088231,265,29,2024-12-31,2024
RRQ,Q4,33,2024,0,E1,GBP,13099466,11134546,2149608,5159061,3439374,10748043,154,27,2024-12-31,2024
RRQ,Q4,1183,2022,0,A1,GBP,9850247,8372709,1293906,3105376,2070251,6469533,233,17,2024-12-31,2022
RRQ,Q4,1183,2022,1,A1,GBP,11587863,9849683,3020511,3365713,2243808,8630032,261,138,2024-12-31,2023
RRQ,Q4,1183,2022,2,A1,GBP,6075602,5164261,2042222,1225333,816888,4084443,482,170,2024-12-31,2024
RRQ,Q4,1183,2022,0,A2,GBP,15763601,13399060,1485841,3566020,2377347,7429208,86,6,2024-12-31,2022
RRQ,Q4,1183,2022,1,A2,GBP,8712840,7405914,1595667,1778029,1185353,4559049,250,48,2024-12-31,2023
RRQ,Q4,1183,2022,2,A2,GBP,6487993,5514794,2375854,1425512,950341,4751707,233,32,2024-12-31,2024
RRQ,Q4,1183,2022,0,D1,GBP,17606450,14965482,1642036,3940887,2627258,8210181,192,73,2024-12-31,2022
RRQ,Q4,1183,2022,1,D1,GBP,19819154,16846280,4467790,4978395,3318930,12765115,262,21,2024-12-31,2023
RRQ,Q4,1183,2022,2,D1,GBP,5967858,5072679,1490358,894214,596143,2980715,57,54,2024-12-31,2024
RRQ,Q4,1183,2022,0,D2,GBP,10533366,8953361,1100235,2640564,1760376,5501175,96,77,2024-12-31,2022
RRQ,Q4,1183,2022,1,D2,GBP,18070406,15359845,4927077,5490172,3660114,14077363,298,120,2024-12-31,2023
RRQ,Q4,1183,2022,2,D2,GBP,8126832,6907807,2777015,1666209,1110806,5554030,12,137,2024-12-31,2024
RRQ,Q4,1183,2022,0,E1,GBP,7058885,6000052,870455,2089094,1392729,4352278,49,26,2024-12-31,2022
RRQ,Q4,1183,2022,1,E1,GBP,17713824,15056750,4468616,4979315,3319543,12767474,464,60,2024-12-31,2023
RRQ,Q4,1183,2022,2,E1,GBP,1871145,1590473,527393,316436,210957,1054786,358,33,2024-12-31,2024
RRQ,Q4,1183,2023,0,A1,GBP,14226143,12092221,1705496,4093191,2728794,8527481,485,11,2024-12-31,2023
RRQ,Q4,1183,2023,1,A1,GBP,11856145,10077723,2122588,2365170,1576780,6064538,51,84,2024-12-31,2024
RRQ,Q4,1183,2023,0,A2,GBP,17101265,14536075,2160307,5184738,3456492,10801537,499,28,2024-12-31,2023
RRQ,Q4,1183,2023,1,A2,GBP,1194795,1015575,243283,271087,180725,695095,32,118,2024-12-31,2024
RRQ,Q4,1183,2023,0,D1,GBP,16203580,13773043,1879505,4510813,3007209,9397527,384,76,2024-12-31,2023
RRQ,Q4,1183,2023,1,D1,GBP,5339265,4538375,998930,1113093,742062,2854085,34,116,2024-12-31,2024
RRQ,Q4,1183,2023,0,D2,GBP,10494361,8920206,1215810,2917944,1945296,6079050,38,77,2024-12-31,2023
RRQ,Q4,1183,2023,1,D2,GBP,3373106,2867140,789650,879896,586597,2256143,318,70,2024-12-31,2024
RRQ,Q4,1183,2023,0,E1,GBP,4105496,3489671,500495,1201189,800792,2502476,101,25,2024-12-31,2023
RRQ,Q4,1183,2023,1,E1,GBP,14385442,12227625,2445328,2724795,1816530,6986653,446,38,2024-12-31,2024
RRQ,Q4,1183,2024,0,A1,GBP,6467382,5497274,783072,1879373,1252915,3915360,216,30,2024-12-31,2024
RRQ,Q4,1183,2024,0,A2,GBP,6171901,5246115,615018,1476044,984029,3075091,261,45,2024-12-31,2024
RRQ,Q4,1183,2024,0,D1,GBP,11405273,9694482,1851061,4442547,2961698,9255306,318,14,2024-12-31,2024
RRQ,Q4,1183,2024,0,D2,GBP,13047526,11090397,1868948,4485477,2990318,9344743,436,38,2024-12-31,2024
RRQ,Q4,1183,2024,0,E1,GBP,18201787,15471518,1929201,4630084,3086723,9646008,238,40,2024-12-31,2024
RRQ,Q4,2791,2022,0,A1,GBP,16986663,14438663,1893645,4544748,3029832,9468225,317,44,2024-12-31,2022
RRQ,Q4,2791,2022,1,A1,GBP,4027359,3423255,1060841,1182080,788053,3030974,425,67,2024-12-31,2023
RRQ,Q4,2791,2022,2,A1,GBP,7253064,6165104,2261659,1356995,904663,4523317,228,26,2024-12-31,2024
RRQ,Q4,2791,2022,0,A2,GBP,2356877,2003345,308909,741382,494255,1544546,247,70,2024-12-31,2022
RRQ,Q4,2791,2022,1,A2,GBP,8523917,7245329,2115342,2357095,1571396,6043833,375,29,2024-12-31,2023
RRQ,Q4,2791,2022,2,A2,GBP,17620256,14977217,5822714,3493628,2329085,11645427,341,136,2024-12-31,2024
RRQ,Q4,2791,2022,0,D1,GBP,3817569,3244933,432363,1037672,691781,2161816,233,9,2024-12-31,2022
RRQ,Q4,2791,2022,1,D1,GBP,17025978,14472081,3397619,3785919,2523946,9707484,75,124,2024-12-31,2023
RRQ,Q4,2791,2022,2,D1,GBP,11080041,9418034,4357864,2614718,1743145,8715727,277,111,2024-12-31,2024
RRQ,Q4,2791,2022,0,D2,GBP,10914718,9277510,1478757,3549017,2366011,7393785,292,8,2024-12-31,2022
RRQ,Q4,2791,2022,1,D2,GBP,2513133,2136163,576457,642338,428225,1647020,271,77,2024-12-31,2023
RRQ,Q4,2791,2022,2,D2,GBP,14858631,12629836,3623973,2174384,1449589,7247946,348,186,2024-12-31,2024
RRQ,Q4,2791,2022,0,E1,GBP,9502033,8076728,1125388,2700932,1800621,5626941,309,9,2024-12-31,2022
RRQ,Q4,2791,2022,1,E1,GBP,17892796,15208876,2858868,3185596,2123730,8168194,389,120,2024-12-31,2023
RRQ,Q4,2791,2022,2,E1,GBP,16531640,14051894,4313277,2587966,1725310,8626553,103,103,2024-12-31,2024
RRQ,Q4,2791,2023,0,A1,GBP,2518630,2140835,243458,584301,389534,1217293,458,73,2024-12-31,2023
RRQ,Q4,2791,2023,1,A1,GBP,10987393,9339284,2213437,2466401,1644267,6324105,380,82,2024-12-31,2024
RRQ,Q4,2791,2023,0,A2,GBP,16097746,13683084,2252152,5405165,3603443,11260760,145,35,2024-12-31,2023
RRQ,Q4,2791,2023,1,A2,GBP,7281112,6188945,1361928,1517577,1011718,3891223,50,135,2024-12-31,2024
RRQ,Q4,2791,2023,0,D1,GBP,9701257,8246068,1549574,3718979,2479319,7747872,64,45,2024-12-31,2023
RRQ,Q4,2791,2023,1,D1,GBP,18930683,16091080,3029063,3375241,2250161,8654465,212,22,2024-12-31,2024
RRQ,Q4,2791,2023,0,D2,GBP,1446428,1229463,150050,360121,240081,750252,254,48,2024-12-31,2023
RRQ,Q4,2791,2023,1,D2,GBP,14592618,12403725,4073226,4538738,3025825,11637789,391,109,2024-12-31,2024
RRQ,Q4,2791,2023,0,E1,GBP,17331696,14731941,1979695,4751269,3167512,9898476,426,64,2024-12-31,2023
RRQ,Q4,2791,2023,1,E1,GBP,13104049,11138441,3330953,3711634,2474422,9517009,363,122,2024-12-31,2024
RRQ,Q4,2791,2024,0,A1,GBP,14253907,12115820,2200393,5280944,3520629,11001966,54,13,2024-12-31,2024
RRQ,Q4,2791,2024,0,A2,GBP,5533671,4703620,504173,1210015,806677,2520865,67,2,2024-12-31,2024
RRQ,Q4,2791,2024,0,D1,GBP,7315652,6218304,1161147,2786753,1857835,5805735,117,50,2024-12-31,2024
RRQ,Q4,2791,2024,0,D2,GBP,5870566,4989981,833498,2000395,1333597,4167490,233,65,2024-12-31,2024
RRQ,Q4,2791,2024,0,E1,GBP,19071831,16211056,2007751,4818604,3212402,10038757,164,79,2024-12-31,2024
RRQ,Q4,623,2022,0,A1,GBP,16549981,14067483,1685669,4045606,2697071,8428346,226,3,2024-12-31,2022
RRQ,Q4,623,2022,1,A1,GBP,4907709,4171552,887091,988473,658982,2534546,88,134,2024-12-31,2023
RRQ,Q4,623,2022,2,A1,GBP,15940645,13549548,6659577,3995746,2663830,13319153,251,7,2024-12-31,2024
RRQ,Q4,623,2022,0,A2,GBP,16083263,13670773,2200481,5281155,3520770,11002406,113,31,2024-12-31,2022
RRQ,Q4,623,2022,1,A2,GBP,14144391,12022732,2328578,2594701,1729801,6653080,14,19,2024-12-31,2023
RRQ,Q4,623,2022,2,A2,GBP,15488399,13165139,6519026,3911416,2607610,13038052,444,129,2024-12-31,2024
RRQ,Q4,623,2022,0,D1,GBP,19599373,16659467,3330366,7992880,5328586,16651832,28,50,2024-12-31,2022
RRQ,Q4,623,2022,1,D1,GBP,14411047,12249389,3250471,3621953,2414635,9287059,312,131,2024-12-31,2023
RRQ,Q4,623,2022,2,D1,GBP,17371257,14765568,4714231,2828539,1885692,9428462,41,137,2024-12-31,2024
RRQ,Q4,623,2022,0,D2,GBP,1638193,1392464,202743,486584,324389,1013716,171,57,2024-12-31,2022
RRQ,Q4,623,2022,1,D2,GBP,3131061,2661401,610553,680330,453553,1744436,341,76,2024-12-31,2023
RRQ,Q4,623,2022,2,D2,GBP,16882586,14350198,4193434,2516060,1677373,8386867,328,167,2024-12-31,2024
RRQ,Q4,623,2022,0,E1,GBP,12635472,10740151,1590376,3816904,2544602,7951882,233,3,2024-12-31,2022
RRQ,Q4,623,2022,1,E1,GBP,6413451,5451433,1268718,1413714,942476,3624908,108,85,2024-12-31,2023
RRQ,Q4,623,2022,2,E1,GBP,12537603,10656962,3919532,2351719,1567812,7839063,269,58,2024-12-31,2024
RRQ,Q4,623,2023,0,A1,GBP,12380086,10523073,2027101,4865042,3243361,10135504,446,74,2024-12-31,2023
RRQ,Q4,623,2023,1,A1,GBP,16719153,14211280,2940267,3276297,2184198,8400762,160,131,2024-12-31,2024
RRQ,Q4,623,2023,0,A2,GBP,14098684,11983881,2351438,5643452,3762301,11757191,436,69,2024-12-31,2023
RRQ,Q4,623,2023,1,A2,GBP,13088170,11124944,3519882,3922154,2614769,10056805,419,30,2024-12-31,2024
RRQ,Q4,623,2023,0,D1,GBP,7952766,6759851,895454,2149090,1432726,4477270,393,9,2024-12-31,2023
RRQ,Q4,623,2023,1,D1,GBP,17203091,14622627,3020407,3365596,2243731,8629734,112,29,2024-12-31,2024
RRQ,Q4,623,2023,0,D2,GBP,17515012,14887760,1717737,4122569,2748379,8588685,222,51,2024-12-31,2023
RRQ,Q4,623,2023,1,D2,GBP,11188866,9510536,2129919,2373339,1582226,6085484,295,10,2024-12-31,2024
RRQ,Q4,623,2023,0,E1,GBP,1608361,1367106,190917,458201,305467,954585,143,37,2024-12-31,2023
RRQ,Q4,623,2023,1,E1,GBP,6321916,5373628,1150336,1281803,854535,3286674,450,91,2024-12-31,2024
RRQ,Q4,623,2024,0,A1,GBP,2072735,1761824,320331,768795,512530,1601656,182,45,2024-12-31,2024
RRQ,Q4,623,2024,0,A2,GBP,4824174,4100547,672514,1614033,1076022,3362569,71,58,2024-12-31,2024
RRQ,Q4,623,2024,0,D1,GBP,8519401,7241490,1098229,2635750,1757166,5491145,184,37,2024-12-31,2024
RRQ,Q4,623,2024,0,D2,GBP,2566198,2181268,389055,933732,622488,1945275,295,28,2024-12-31,2024
RRQ,Q4,623,2024,0,E1,GBP,6072704,5161798,961142,2306743,1537828,4805713,457,53,2024-12-31,2024
RRQ,Q4,4242,2022,0,A1,GBP,4494426,3820262,658489,1580373,1053582,3292444,484,45,2024-12-31,2022
RRQ,Q4,4242,2022,1,A1,GBP,16338926,13888087,4775387,5321146,3547430,13643963,396,21,2024-12-31,2023
RRQ,Q4,4242,2022,2,A1,GBP,4553141,3870169,1736251,1041750,694500,3472501,322,28,2024-12-31,2024
RRQ,Q4,4242,2022,0,A2,GBP,19873457,16892438,1855337,4452809,2968539,9276685,63,18,2024-12-31,2022
RRQ,Q4,4242,2022,1,A2,GBP,4961414,4217201,1386326,1544764,1029842,3960932,476,66,2024-12-31,2023
RRQ,Q4,4242,2022,2,A2,GBP,6269137,5328766,2323780,1394268,929512,4647560,372,115,2024-12-31,2024
RRQ,Q4,4242,2022,0,D1,GBP,17975073,15278812,2334445,5602669,3735113,11672227,455,11,2024-12-31,2022
RRQ,Q4,4242,2022,1,D1,GBP,6177305,5250709,1532546,1707694,1138462,4378702,181,26,2024-12-31,2023
RRQ,Q4,4242,2022,2,D1,GBP,5126640,4357644,2023582,1214149,809432,4047163,234,108,2024-12-31,2024
RRQ,Q4,4242,2022,0,D2,GBP,1221042,1037885,133857,321256,214171,669284,424,49,2024-12-31,2022
RRQ,Q4,4242,2022,1,D2,GBP,12452801,10584880,2461248,2742533,1828355,7032136,97,16,2024-12-31,2023
RRQ,Q4,4242,2022,2,D2,GBP,9926003,8437102,2972711,1783626,1189084,5945421,396,108,2024-12-31,2024
RRQ,Q4,4242,2022,0,E1,GBP,13101184,11136006,1838819,4413167,2942111,9194097,135,16,2024-12-31,2022
RRQ,Q4,4242,2022,1,E1,GBP,18772114,15956296,4064934,4529498,3019665,11614097,126,26,2024-12-31,2023
RRQ,Q4,4242,2022,2,E1,GBP,15388907,13080570,4734887,2840932,1893955,9469774,219,119,2024-12-31,2024
RRQ,Q4,4242,2023,0,A1,GBP,18319297,15571402,2813268,6751844,4501229,14066341,195,4,2024-12-31,2023
RRQ,Q4,4242,2023,1,A1,GBP,15850476,13472904,2819511,3141741,2094494,8055746,15,130,2024-12-31,2024
RRQ,Q4,4242,2023,0,A2,GBP,18359341,15605439,3038313,7291952,4861301,15191566,53,35,2024-12-31,2023
RRQ,Q4,4242,2023,1,A2,GBP,11563088,9828624,2471391,2753836,1835891,7061118,405,31,2024-12-31,2024
RRQ,Q4,4242,2023,0,D1,GBP,15565048,13230290,1477394,3545747,2363831,7386972,398,4,2024-12-31,2023
RRQ,Q4,4242,2023,1,D1,GBP,6065111,5155344,1721591,1918344,1278896,4918831,39,114,2024-12-31,2024
RRQ,Q4,4242,2023,0,D2,GBP,18440867,15674736,3094615,7427076,4951384,15473075,224,42,2024-12-31,2023
RRQ,Q4,4242,2023,1,D2,GBP,19576083,16639670,5477319,6103298,4068865,15649482,379,134,2024-12-31,2024
RRQ,Q4,4242,2023,0,E1,GBP,11525865,9796985,1875701,4501683,3001122,9378506,14,29,2024-12-31,2023
RRQ,Q4,4242,2023,1,E1,GBP,18709751,15903288,4545649,5065151,3376767,12987567,85,127,2024-12-31,2024
RRQ,Q4,4242,2024,0,A1,GBP,14553912,12370825,1829355,4390453,2926969,9146777,115,56,2024-12-31,2024
RRQ,Q4,4242,2024,0,A2,GBP,15835884,13460501,2308835,5541204,3694136,11544175,464,67,2024-12-31,2024
RRQ,Q4,4242,2024,0,D1,GBP,14572959,12387015,2215556,5317335,3544890,11077781,461,31,2024-12-31,2024
RRQ,Q4,4242,2024,0,D2,GBP,3827998,3253798,355841,854019,569346,1779206,181,40,2024-12-31,2024
RRQ,Q4,4242,2024,0,E1,GBP,5228047,4443839,688207,1651697,1101131,3441035,286,30,2024-12-31,2024
RRQ,Q4,5000,2022,0,A1,GBP,8171740,6945979,796136,1910727,1273818,3980681,292,32,2024-12-31,2022
RRQ,Q4,5000,2022,1,A1,GBP,18493128,15719158,3794775,4228464,2818976,10842215,335,30,2024-12-31,2023
RRQ,Q4,5000,2022,2,A1,GBP,1785903,1518017,411790,247074,164716,823580,417,140,2024-12-31,2024
RRQ,Q4,5000,2022,0,A2,GBP,9680202,8228171,1058115,2539477,1692984,5290576,406,32,2024-12-31,2022
RRQ,Q4,5000,2022,1,A2,GBP,15184997,12907247,4489803,5002924,3335282,12828009,66,132,2024-12-31,2023
RRQ,Q4,5000,2022,2,A2,GBP,3011445,2559728,1184451,710670,473780,2368901,142,163,2024-12-31,2024
RRQ,Q4,5000,2022,0,D1,GBP,18028853,15324525,2133856,5121255,3414170,10669281,34,78,2024-12-31,2022
RRQ,Q4,5000,2022,1,D1,GBP,5185908,4408021,1142575,1273155,848770,3264500,303,133,2024-12-31,2023
RRQ,Q4,5000,2022,2,D1,GBP,1174932,998692,370843,222505,148337,741685,130,193,2024-12-31,2024
RRQ,Q4,5000,2022,0,D2,GBP,19978293,16981549,2940240,7056577,4704385,14701202,490,65,2024-12-31,2022
RRQ,Q4,5000,2022,1,D2,GBP,18894197,16060067,5209685,5805078,3870052,14884815,129,64,2024-12-31,2023
RRQ,Q4,5000,2022,2,D2,GBP,11039540,9383609,3112124,1867274,1244849,6224247,411,185,2024-12-31,2024
RRQ,Q4,5000,2022,0,E1,GBP,5696663,4842163,838253,2011807,1341204,4191264,276,76,2024-12-31,2022
RRQ,Q4,5000,2022,1,E1,GBP,9309195,7912815,1603339,1786577,1191051,4580967,274,106,2024-12-31,2023
RRQ,Q4,5000,2022,2,E1,GBP,7461082,6341919,2906602,1743961,1162641,5813204,194,118,2024-12-31,2024
RRQ,Q4,5000,2023,0,A1,GBP,4287926,3644737,436186,1046846,697897,2180929,227,43,2024-12-31,2023
RRQ,Q4,5000,2023,1,A1,GBP,3749690,3187236,639002,712031,474687,1825720,227,24,2024-12-31,2024
RRQ,Q4,5000,2023,0,A2,GBP,16980401,14433340,1820006,4368014,2912009,9100029,49,38,2024-12-31,2023
RRQ,Q4,5000,2023,1,A2,GBP,18658207,15859475,3990720,4446802,2964535,11402057,296,94,2024-12-31,2024
RRQ,Q4,5000,2023,0,D1,GBP,14246701,12109695,2276069,5462567,3641711,11380347,309,52,2024-12-31,2023
RRQ,Q4,5000,2023,1,D1,GBP,15207691,12926537,4516861,5033074,3355382,12905317,362,89,2024-12-31,2024
RRQ,Q4,5000,2023,0,D2,GBP,14989592,12741153,2336951,5608683,3739122,11684756,83,52,2024-12-31,2023
RRQ,Q4,5000,2023,1,D2,GBP,5265572,4475736,1186686,1322307,881538,3390531,244,24,2024-12-31,2024
RRQ,Q4,5000,2023,0,E1,GBP,18219647,15486699,2898048,6955316,4636877,14490241,70,72,2024-12-31,2023
RRQ,Q4,5000,2023,1,E1,GBP,8135099,6914834,1799976,2005687,1337125,5142788,26,135,2024-12-31,2024
RRQ,Q4,5000,2024,0,A1,GBP,6262666,5323266,1036631,2487915,1658610,5183156,199,13,2024-12-31,2024
RRQ,Q4,5000,2024,0,A2,GBP,14711007,12504355,1453843,3489223,2326148,7269214,199,59,2024-12-31,2024
RRQ,Q4,5000,2024,0,D1,GBP,10717047,9109489,999070,2397769,1598513,4995352,88,13,2024-12-31,2024
RRQ,Q4,5000,2024,0,D2,GBP,13464376,11444719,1540243,3696584,2464389,7701216,201,32,2024-12-31,2024
RRQ,Q4,5000,2024,0,E1,GBP,10864375,9234718,1400135,3360326,2240217,7000678,415,15,2024-12-31,2024
RRQ,Q4,1910,2022,0,A1,GBP,5769420,4904007,881010,2114424,1409616,4405050,225,5,2024-12-31,2022
RRQ,Q4,1910,2022,1,A1,GBP,11239603,9553662,3169208,3531403,2354269,9054880,120,34,2024-12-31,2023
RRQ,Q4,1910,2022,2,A1,GBP,17401193,14791014,3922527,2353516,1569010,7845053,290,91,2024-12-31,2024
RRQ,Q4,1910,2022,0,A2,GBP,3267089,2777025,521538,1251693,834462,2607693,223,50,2024-12-31,2022
RRQ,Q4,1910,2022,1,A2,GBP,11391870,9683089,2696534,3004710,2003140,7704384,470,61,2024-12-31,2023
RRQ,Q4,1910,2022,2,A2,GBP,13660276,11611234,4371909,2623145,1748763,8743817,378,157,2024-12-31,2024
RRQ,Q4,1910,2022,0,D1,GBP,5456350,4637897,823669,1976806,1317870,4118345,268,66,2024-12-31,2022
RRQ,Q4,1910,2022,1,D1,GBP,16466451,13996483,4349366,4846436,3230957,12426759,351,81,2024-12-31,2023
RRQ,Q4,1910,2022,2,D1,GBP,5999026,5099172,2389226,1433536,955690,4778452,176,25,2024-12-31,2024
RRQ,Q4,1910,2022,0,D2,GBP,14744845,12533118,1783813,4281153,2854102,8919068,470,41,2024-12-31,2022
RRQ,Q4,1910,2022,1,D2,GBP,12374881,10518648,2886307,3216171,2144114,8246592,500,121,2024-12-31,2023
RRQ,Q4,1910,2022,2,D2,GBP,15867841,13487664,5905733,3543440,2362293,11811466,340,25,2024-12-31,2024
RRQ,Q4,1910,2022,0,E1,GBP,6557109,5573542,961119,2306686,1537790,4805595,302,65,2024-12-31,2022
RRQ,Q4,1910,2022,1,E1,GBP,11363221,9658737,2682245,2988787,1992525,7663557,73,116,2024-12-31,2023
