LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Accident_Year,Development_Year,Calendar_Year,Claims_Paid_Cumulative,Claims_Paid_Incremental,Case_Reserves,IBNR,Incurred_Claims,Ultimate_Claims,Reinsurance_Recoveries_Paid,Reinsurance_Recoveries_Outstanding,Net_Claims_Paid,Net_Ultimate,Claim_Count,Average_Claim_Size
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2018,6,2024,109616207.7,16442431.15,5037325.83,3358217.22,115493087.83,118011750.75,25182188.34,2049213.85,87250747.86,92968256.91,511,164836.4
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,0,2019,41095628.47,41095628.47,48138210.32,32092140.21,97256873.85,121325979.01,6371424.25,16100342.56,31402333.68,86052954.29,1806,27415.36
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,1,2020,75088410.64,11263261.6,27742541.02,18495027.35,107454708.5,121325979.01,15138695.78,13272258.74,54301048.89,85964338.72,345,44169.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,2,2021,90833570.56,13625035.58,18295445.07,12196963.38,112178256.48,121325979.01,16201929.53,8861395.51,63723883.56,92437408.21,998,47235.35
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,3,2022,107528007.41,16129201.11,8278782.96,5519188.64,117186587.53,121325979.01,22329559.68,2262403.62,80155058.63,93991425.1,168,89532.06
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,4,2023,108105566.95,16215835.04,7932247.24,5288164.82,117359855.39,121325979.01,23781522.69,3641582.06,89824125.92,85824676.34,895,119718.24
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2019,5,2024,109593085.18,16438962.78,7039736.3,4693157.53,117806110.86,121325979.01,20964447.07,2806858.76,82649539.03,100288798.83,1191,96557.78
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2020,0,2020,37025845.04,37025845.04,39911257.96,26607505.31,83588979.32,103544608.3,6111797.13,16209533.39,26545749.72,76442361.09,324,43817.57
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2020,1,2021,60125479.44,9018821.92,26051477.32,17367651.55,90518869.64,103544608.3,10579636.82,10527372.84,47170888.03,75215240.73,547,105114.47
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2020,2,2022,81465062.56,12219759.38,13247727.44,8831818.3,96920744.58,103544608.3,17374502.75,3633418.86,58498868.17,81550082.69,466,112210.83
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2020,3,2023,92229346.62,13834401.99,6789157.01,4526104.67,100150029.8,103544608.3,21747003.45,3308087.15,70704855.03,79250575.26,1374,437105.91
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2020,4,2024,95261109.74,14289166.46,4970099.14,3313399.42,101059558.73,103544608.3,24254794.93,1699296.73,79026988.14,72936015.24,1938,98106.19
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2021,0,2021,49399283.8,49399283.8,55558111.32,37038740.88,114217080.34,141996136.0,11196287.28,22320919.0,36625161.87,108502370.81,1784,61062.16
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2021,1,2022,85065946.82,12759892.02,34158113.51,22772075.67,124917079.24,141996136.0,21524789.18,15145230.89,68960759.8,106672816.23,239,74228.57
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2021,2,2023,111816105.33,16772415.8,18108018.4,12072012.27,132942126.8,141996136.0,31006583.28,5704131.61,81543669.43,106085765.83,1533,63968.02
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2021,3,2024,120121533.63,18018230.04,13124761.42,8749840.95,135433755.29,141996136.0,33348128.96,5835145.11,99423022.02,105189824.12,440,774977.64
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2022,0,2022,52177722.71,52177722.71,57312644.41,38208429.61,119042474.52,147698796.72,10043552.06,15890262.51,41879387.91,106557242.64,599,63476.55
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2022,1,2023,90105403.49,13515810.52,34556035.94,23037357.29,130420778.75,147698796.72,22273573.29,15638752.58,64959976.04,120747018.98,1429,69957.61
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2022,2,2024,116304788.2,17445718.23,18836405.11,12557603.41,138280594.16,147698796.72,32292764.99,8249460.49,92965301.94,112733650.37,1284,894652.22
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2023,0,2023,51237708.34,51237708.34,55114439.66,36742959.77,115537887.94,143095107.77,13251439.69,22479778.41,41986317.74,109798962.99,1839,257475.92
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2023,1,2024,82605251.62,12390787.74,36293913.69,24195942.46,124948150.93,143095107.77,19318077.29,11478345.16,62587105.05,100540373.57,435,48677.23
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Medical expense insurance,2024,0,2024,43978569.26,43978569.26,49898834.9,33265889.93,102193876.64,127143294.09,11932272.71,19245012.17,30849650.45,97960929.51,1609,35098.62
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,0,2014,20259395.7,20259395.7,22577591.09,15051727.4,46599918.64,57888714.19,3420165.12,10373819.9,14527617.61,44979140.41,1533,14217.12
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,1,2015,34806501.97,5220975.3,13849327.33,9232884.89,50964050.52,57888714.19,10293938.54,5730092.34,25867358.44,42613034.3,1194,70458.51
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,2,2016,41802518.14,6270377.72,9651717.63,6434478.42,53062855.37,57888714.19,11014010.79,4079676.46,33085922.65,40876730.04,1031,87636.31
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,3,2017,50498667.2,7574800.08,4434028.2,2956018.8,55671700.09,57888714.19,12436970.15,2176984.65,39797005.78,43161407.69,1830,26480.69
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,4,2018,52626623.75,7893993.56,3157254.26,2104836.18,56310087.06,57888714.19,9282078.96,1359919.54,42425386.85,42264405.64,731,78547.2
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,5,2019,52277488.86,7841623.33,3366735.2,2244490.13,56205346.59,57888714.19,8445467.01,1609279.01,38421888.05,43510577.54,1911,645401.1
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,6,2020,53787178.86,8068076.83,2460921.2,1640614.13,56658253.59,57888714.19,11405231.9,1054534.76,44675057.66,42107660.96,483,27317.0
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,7,2021,56903957.18,8535593.58,590854.2,393902.8,57593287.09,57888714.19,11544920.73,292550.7,42384222.49,40584558.58,439,36290.79
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,8,2022,56819666.95,8522950.04,641428.34,427618.9,57568000.02,57888714.19,9807623.54,167492.08,45725080.64,46880532.18,290,35984.59
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,9,2023,57372899.8,8605934.97,309488.63,206325.76,57733969.87,57888714.19,14431167.71,119016.91,45581057.24,45703463.8,1594,55701.84
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2014,10,2024,58848640.85,8827296.13,-575956.0,-383970.66,58176692.19,57888714.19,10589494.98,-182679.8,45077733.6,44395966.46,1922,107781.39
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,0,2015,29516900.01,29516900.01,31538811.11,21025874.08,66312179.64,82081585.2,6054183.29,9166007.63,21775204.39,60100959.58,1474,22934.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,1,2016,50389852.42,7558477.86,19015039.67,12676693.11,72574065.36,82081585.2,11113529.43,8122420.13,38418883.93,68411745.94,1491,107670.62
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,2,2017,64537797.4,9680669.61,10526272.68,7017515.12,76818448.86,82081585.2,16165193.63,4904749.8,50093592.32,68964383.66,862,33543.55
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,3,2018,72082804.69,10812420.7,5999268.3,3999512.2,79081951.05,82081585.2,21535947.87,2434343.7,58883074.38,64141031.26,540,61087.12
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,4,2019,73696052.45,11054407.87,5031319.65,3354213.1,79565925.37,82081585.2,14976016.22,2382336.67,52205708.13,64739550.64,708,44991.49
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,5,2020,75767644.52,11365146.68,3788364.41,2525576.27,80187403.0,82081585.2,15759964.09,1784860.62,62741167.69,64830199.36,629,91396.43
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,6,2021,76206783.75,11431017.56,3524880.87,2349920.58,80319144.76,82081585.2,16865967.41,1241016.61,57386962.53,58722630.12,1004,66730.98
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,7,2022,79550229.34,11932534.4,1518813.52,1012542.34,81322178.44,82081585.2,15534146.75,630614.39,59494072.48,62765697.09,1378,101337.87
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,8,2023,76839142.43,11525871.36,3145465.66,2096977.11,80508852.37,82081585.2,22965737.48,1185534.17,54066759.09,64120870.2,681,131348.96
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2015,9,2024,84695901.99,12704385.3,-1568590.07,-1045726.71,82865880.24,82081585.2,22519185.27,-667006.33,61058944.1,65555324.95,786,76996.27
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,0,2016,26090276.71,26090276.71,27911866.25,18607910.83,58654120.67,72610053.79,6153727.27,13207539.26,19347204.71,53464358.6,1857,24429.1
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,1,2017,45176101.02,6776415.15,16460371.66,10973581.11,64379867.96,72610053.79,11014373.28,4121048.36,34016235.74,60170383.04,1004,179984.47
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,2,2018,51883438.67,7782515.8,12435969.07,8290646.05,66392069.25,72610053.79,7807792.85,3983425.23,43431626.8,60645488.01,1694,33932.92
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,3,2019,61834341.72,9275151.26,6465427.24,4310284.83,69377340.17,72610053.79,14406506.92,2153000.22,45544733.61,59706033.06,1011,38430.29
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,4,2020,64171249.96,9625687.49,5063282.3,3375521.53,70078412.64,72610053.79,14316808.37,2068853.68,45917869.05,56486342.53,1769,91023.05
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,5,2021,68416695.42,10262504.31,2516015.02,1677343.35,71352046.28,72610053.79,17882373.34,776716.51,50901961.56,57029981.82,1922,146816.94
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,6,2022,72312135.39,10846820.31,178751.04,119167.36,72520678.27,72610053.79,13205929.78,88745.59,58366839.87,59824317.18,809,104800.2
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,7,2023,67193371.54,10079005.73,3250009.35,2166672.9,70985049.12,72610053.79,13106942.52,859413.2,50780184.37,61514761.9,897,469883.72
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2016,8,2024,68349060.58,10252359.09,2556595.92,1704397.28,71331755.83,72610053.79,16018006.79,643029.01,55151022.55,52974763.45,1202,37575.07
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,0,2017,47575014.88,47575014.88,56149370.2,37432913.47,113082613.44,141157298.54,9541296.35,24860755.48,34063328.29,103676626.74,503,30341.21
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,1,2018,80531349.06,12079702.36,36375569.69,24250379.79,122969513.7,141157298.54,23777865.66,14478800.81,65068117.68,112602232.29,348,970257.22
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,2,2019,102102933.54,15315440.03,23432619.0,15621746.0,129440989.04,141157298.54,24427206.99,6628007.64,77617166.33,110857103.86,584,86308.48
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,3,2020,120690181.17,18103527.18,12280270.42,8186846.95,135017163.33,141157298.54,20259176.18,3175788.36,98933983.42,114180496.5,1964,96862.1
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,4,2021,124434017.79,18665102.67,10033968.45,6689312.3,136140314.32,141157298.54,21043326.41,4747531.47,101459682.37,119902403.43,1236,81649.62
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,5,2022,128735149.46,19310272.42,7453289.45,4968859.63,137430653.82,141157298.54,28729881.02,2303922.78,102141044.96,101253843.31,905,196842.74
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,6,2023,129100785.67,19365117.85,7233907.72,4822605.15,137540344.68,141157298.54,20757235.34,3062811.36,99938323.66,111889699.44,362,286254.51
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2017,7,2024,141383510.31,21207526.55,-135727.06,-90484.71,141225162.07,141157298.54,36908062.54,-49598.84,119844212.97,108470690.78,725,271369.5
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,0,2018,8529672.61,8529672.61,10094025.76,6729350.5,20306035.99,25353048.87,2549503.89,2581094.7,6674319.84,18922611.16,827,7014.53
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,1,2019,15217232.79,2282584.92,6081489.65,4054326.43,22312304.05,25353048.87,3557894.68,1885407.59,11923140.35,20622402.36,1756,27517.6
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,2,2020,18570810.09,2785621.51,4069343.27,2712895.51,23318377.24,25353048.87,3853701.6,1290228.72,15285335.9,20504210.81,1072,15778.09
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,3,2021,22350023.26,3352503.49,1801815.37,1201210.24,24452141.19,25353048.87,3922596.35,483598.07,16045249.89,18359480.06,1390,11276.5
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,4,2022,23401969.62,3510295.44,1170647.55,780431.7,24767725.1,25353048.87,6918483.66,397211.08,19746025.95,17892410.2,1452,31581.61
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,5,2023,24717005.55,3707550.83,381625.99,254417.33,25162235.87,25353048.87,4379183.33,182462.54,17510369.94,21353172.31,577,15323.62
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2018,6,2024,23364757.18,3504713.58,1192975.01,795316.67,24756561.36,25353048.87,4565639.65,444664.24,17689647.67,20285714.59,1732,22252.15
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2019,0,2019,39912426.63,39912426.63,41372408.9,27581605.93,88180237.02,108866441.47,9617456.92,17805499.57,28465574.11,86458664.79,1531,29261.31
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2019,1,2020,65018412.25,9752761.84,26308817.53,17539211.69,95712032.7,108866441.47,18391586.21,9130548.13,52139443.02,79932251.7,1564,61687.3
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Income protection insurance,2019,2,2021,79685111.9,11952766.79,17508797.74,11672531.83,100112042.6,108866441.47,16448470.49,5708146.18,58814132.89,77017597.32,993,202246.48
