LEI,Undertaking_Name,Reporting_Date,Country_Of_Risk,Line_Of_Business,Claims_Provision_BE,Premium_Provision_BE,Best_Estimate_Gross,RI_Recoverables,Best_Estimate_Net,IBNR,Case_Reserves,ULAE,ENID,Binary_Events
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,Workers' compensation insurance,27998160.236556247,10998825.33415453,38481561.32,6522006.01203655,31789703.47766864,13752999.723270902,16596869.53942499,1487221.5844530556,1498232.5673882116,699805.647520074
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,Motor vehicle liability insurance,23493841.327400863,9743577.100331835,33288233.2,7866546.743276528,25270306.124242038,8699373.577184577,12696203.993382547,1429944.5328071853,760437.9085536608,298050.1014322747
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,Other motor insurance,28287801.973792292,8146572.142407225,38765275.93,7956475.035025522,32281280.302448977,13608445.69087644,14135732.933614904,2230062.6690753014,476738.7456863956,752764.3075980883
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,"Marine, aviation and transport insurance",9476136.087847043,3856292.8349627755,14548139.35,2965573.677542397,11360108.840470195,5227940.391173647,6815601.945483396,524448.7848300535,333085.06685333105,105076.35079099856
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,Fire and other damage to property insurance,3906068.287783683,1097544.6333936227,5234737.62,1361421.8629236883,4087615.653407882,1254853.481362344,2135273.4958517603,143012.5536588442,121247.60116345502,88956.01510338439
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,US,General liability insurance,16612793.049199669,7624934.819256712,24710206.79,4398793.946680907,20034602.771062087,7311020.196356625,9655472.576295711,1335769.5699483869,772394.2564574216,135749.52292570376
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Medical expense insurance,13208547.136456173,3430550.9037330193,16920192.79,3921897.9330246663,13691377.548990082,5488423.528806749,7649728.133522061,829557.695390762,520480.71125765186,293110.15642297734
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Income protection insurance,23688795.20478938,9030037.909493487,33347461.42,8587262.018884134,27726610.22146402,8485053.475760618,12285716.9772645,1908461.072890786,912231.604551671,256256.14148843815
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Workers' compensation insurance,27307555.85113025,11062269.411556281,34193671.53,8953994.849947132,25002651.914834443,12830421.508369975,13853831.660998609,1900197.0669853957,680277.4491242158,202794.65732860094
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Motor vehicle liability insurance,17517968.084893953,7796072.562526747,25370870.53,7448024.544888751,20389201.730266444,9574631.285863265,9909983.878211433,1290505.3001622302,895371.0817889214,397387.35530531825
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Other motor insurance,19984730.03408404,8196030.503579444,26865532.45,5049716.954600119,22068339.40074378,10479301.437931314,10559440.11879647,1290692.37529874,862673.126155042,401202.1569180687
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,"Marine, aviation and transport insurance",22461766.69690062,7676481.862545185,28714410.09,4570341.816040164,23737727.78044846,9613476.947255481,13491515.121756198,733420.524971105,313635.67725808104,546022.2564029761
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,Fire and other damage to property insurance,7670683.689107636,3216450.9886964657,9943230.37,2548507.4165213676,7156036.819565796,3315865.7285258495,4751047.654379045,368110.9743592077,222783.10404892452,115767.7847512541
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,DE,General liability insurance,5382207.606999175,2268628.749378343,6866778.86,2057880.2242599714,5409493.685790454,2405009.1417986364,2338374.2903493806,320686.4882969004,202514.94231484484,127159.91073586763
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Medical expense insurance,33249708.89798237,13889261.367948314,42047257.97,11786018.139866414,29834989.252398066,15523527.685562357,17722737.543974806,1480810.9996663434,491761.1294216753,637651.150257636
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Income protection insurance,13269413.974225717,5569272.741509722,18425482.28,5283805.205932256,15179198.585260663,5345590.339543451,6956663.023202141,545231.938766961,390119.09793172317,122818.66001957336
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Workers' compensation insurance,35804743.58580036,10660900.760671984,48641958.89,9870470.143328572,38040729.55328251,14912512.024111332,14937978.347333645,2822869.9977159,888263.9662282998,255018.60446249967
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Motor vehicle liability insurance,4859136.771260281,1454833.9551988156,6592868.42,1030193.1733702355,4990431.995271283,2139730.203636235,2125329.549487846,214486.53518789876,148555.91837214303,48733.83374422734
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Other motor insurance,17752932.546028942,5543997.636782603,26785473.23,6106426.431141162,19745836.92011249,5868021.161659156,10306581.821802001,1516208.5758010233,849789.854096692,461627.2401473463
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,"Marine, aviation and transport insurance",35003391.3606135,13831124.270341482,43979957.47,10610656.80019641,33196682.43011952,10393723.8577043,19233841.65182817,2629913.4723768034,1056432.0268832562,697310.6048095723
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,Fire and other damage to property insurance,18777065.574523438,6870637.9969381895,26269345.15,5928825.7675713105,19834257.92133688,9187825.996009817,12474114.269304505,1453099.6569250368,442138.33429581876,484370.92157565145
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,FR,General liability insurance,13268371.704488307,5887604.014106355,19052907.9,3728738.880769672,13488410.137181377,5234282.581126294,8465075.897329165,630238.5047414866,550377.000344594,283922.4641181691
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Medical expense insurance,29410055.22614849,9929358.995675677,37485592.55,6558659.634452883,28033182.698359556,10737127.638180783,16597806.713830892,769387.4770877333,729977.9920061844,625920.8814284571
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Income protection insurance,26234784.28420307,11110874.292360615,34530312.06,9236352.877409171,27704618.083400138,9942392.394706858,17151885.065571435,1476617.2423482663,555353.6428699647,324315.3492292166
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Workers' compensation insurance,28076086.57376313,8073783.824917229,35597435.43,5779313.924279609,29625241.485332333,13635796.836970104,12646909.80881368,1249164.8770786393,1061004.3426777304,354157.11635037826
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Motor vehicle liability insurance,29460872.30590685,9097264.73035598,44226459.29,8017059.903755475,32856418.92442229,9844160.516479181,13848988.806795347,2221243.3370158905,660225.7185253156,827425.4404184974
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Other motor insurance,15233980.385214899,4745410.478279988,20295984.09,3776035.6763663525,15956832.188666532,6334956.7957868,9209218.463250237,1021142.353622445,611327.8869291398,238213.12274560487
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,"Marine, aviation and transport insurance",33348403.631544806,15635079.854003772,44860098.16,12242566.293281496,31700230.084240355,11848394.460224196,18588909.603241444,2191809.7347345897,1189245.4609189394,753288.809573236
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,Fire and other damage to property insurance,11034376.27034859,3388666.6246389877,16284815.68,3843168.6505736755,13081428.416730518,4319220.741474589,6883865.7749082,359671.149233027,211357.37208081572,252843.28518185037
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,JP,General liability insurance,15238668.73043789,6592355.735052412,20299276.15,5641034.16900207,14733725.091906726,6034104.254184158,9069419.092376113,1034435.3573345469,680843.3941326268,170970.85668501307
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Medical expense insurance,8898309.788344622,3749243.8684924785,12049136.43,2384173.7989313398,8623636.50899398,4137062.276678509,4336960.940614562,321163.81508393656,173889.59272734053,117161.5036688846
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Income protection insurance,21715136.799342506,6266804.728219584,30855869.1,5076909.461265666,22943667.89530283,10242324.84916279,9864714.372264393,1309099.5612653964,419534.1731125495,252222.96810369252
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Workers' compensation insurance,7322223.20442414,3335617.39227383,11092860.8,2434999.7768069226,9147816.58058528,2437968.6244637836,3648958.6965389834,357836.93419817387,365797.9515370045,106340.40495456975
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Motor vehicle liability insurance,15431335.915228197,4706230.74733111,22195679.25,6457056.9930703845,17363254.80361956,7936434.399494036,9581240.345021503,900482.5062399836,281670.88711532333,324967.01046052546
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Other motor insurance,7336935.967416226,3032688.2684986363,10302406.73,2754187.2073297766,8270326.815286177,3444163.6558306124,3397820.710772145,348686.41462714405,116287.0578996194,162697.1874451105
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,"Marine, aviation and transport insurance",32944045.782698847,10182719.266175391,47771541.12,10573538.489561807,39578947.94303544,14828039.817320947,14778385.64675668,2817130.2784182117,1665291.9086358803,333154.48354522
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,Fire and other damage to property insurance,33242607.540062018,11849096.878189571,46324494.56,10152383.559281493,38226314.80339951,15374911.465845354,14446279.290175918,2700911.430416131,668625.7042211194,749693.3506641192
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CH,General liability insurance,22309377.39061225,7422205.63949374,32898416.93,9229622.54600709,25099986.637504127,10886589.601177374,13186152.688440096,1615119.5090106714,801973.6332370196,306307.24869078636
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Medical expense insurance,15638777.51623917,5425455.272463277,20079018.44,3654730.7277217796,16870206.73119898,7214794.7390686665,6247249.846629231,1203892.1349646016,619393.562968073,148665.0321617805
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Income protection insurance,10664864.238394123,4484054.234959507,14146881.02,2629274.1100865686,10448112.884293811,3698336.189826954,5936083.237023771,380164.1416695708,185710.2941530143,214791.54755565157
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Workers' compensation insurance,28728285.41455364,10085647.624351773,39617603.17,8510114.992047291,30040490.33356874,15529980.862749817,17971257.163770963,1122108.731507288,852795.6327488013,521374.9620323916
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Motor vehicle liability insurance,22910681.11066038,10227627.115012849,31810335.52,8434221.081920698,24677621.296322025,11798004.19833494,14321582.64978631,1626884.7039034218,1230806.245760995,286197.71967279277
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Other motor insurance,12204061.25995082,4920523.630743349,15579463.63,4502181.929150253,11053154.646509632,5071916.43673443,5124485.475732319,625607.1955623275,228588.2461088447,107828.23523771833
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,"Marine, aviation and transport insurance",2659416.607765676,906742.037310288,3571912.23,592145.3326817884,2673310.791987673,835073.139288431,1744303.9261137133,117159.4192044285,71504.70252266886,62858.04725709542
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,Fire and other damage to property insurance,25301640.869173355,9879520.48844394,33444520.78,9763440.309071487,24449621.08787805,13304492.850627432,15591542.463511636,1456806.6551010087,999026.2544860811,492717.66153839754
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,AU,General liability insurance,3921868.0179067436,1977417.6017769855,5744622.53,1322151.670088426,4347260.56604076,2024449.1711022924,2326019.4260784686,117917.05673299677,184328.43786568163,91817.81503511943
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Medical expense insurance,8539628.0251986,2513852.4370839274,10761989.47,2353242.5012499583,7718610.710038044,3450901.4878728823,4036717.0411110856,367273.7526553717,374617.3880375595,55353.49314518016
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Income protection insurance,29799123.745197,14091765.55530263,40503498.23,9656701.600864453,28688906.060291108,8510962.223994248,19305206.553066142,2172954.590750316,825327.7242233312,578004.6555866979
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Workers' compensation insurance,20680521.675435863,8908544.319765776,26010793.78,7740184.101581062,21588108.729101546,9933790.527984424,8933556.835456446,1384821.72432772,813246.0235312752,505696.5889293963
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Motor vehicle liability insurance,19783375.983277958,8644652.528689314,29849305.94,7551490.5169614805,21880978.626657918,8322663.379903996,12527774.084432619,1043657.9830827859,634250.9331008447,208834.68683792825
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Other motor insurance,36005012.04645805,9451825.55881124,47215095.98,12504540.100300428,38289990.923579626,9534908.839544116,17654709.271290872,2090207.9369745299,1113450.9242745417,787065.8188974464
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,"Marine, aviation and transport insurance",15478499.486854088,7967435.70876933,22996541.63,4284393.659999887,18573245.30553419,5257728.342156017,8412192.942935463,866535.0845551831,362585.5551417492,270195.42009666836
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,Fire and other damage to property insurance,7622255.256944299,3111394.390956058,10386652.68,1655270.385528513,8627878.893010827,2461929.349959886,3584148.051784928,482501.4971566527,249929.16054341843,129738.99297765532
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,CA,General liability insurance,6955692.280596938,2639835.234891324,9023284.27,1536731.2397752008,6822504.379820802,3267168.6936599514,3732671.11024524,219680.43818819502,191143.04030462622,77964.92957004113
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Medical expense insurance,21214778.02182068,7252056.576439178,27320881.02,5874025.060898727,22834864.35657399,8612554.824114162,11290032.172673794,832641.9801555431,771314.4368041676,372620.1254772491
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Income protection insurance,17291396.3202562,7194611.825898847,21652019.11,5682311.368100582,16901605.919348873,6331309.35411707,7296286.119952387,697833.7274003103,719254.6119448909,255628.81087697556
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Workers' compensation insurance,29889901.0250325,12284008.633178888,44466667.28,10985261.263942972,34574046.34712393,16801524.72090765,22140516.425120246,1095364.5940783266,618026.5172297829,309259.5213435826
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Motor vehicle liability insurance,24717366.39579358,10854652.219927737,35015323.52,7381955.748190271,27807104.322615303,12394430.130661694,14343788.550078694,1455942.180792342,442839.83856336225,390831.4519612499
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Other motor insurance,20608960.389571816,9601622.10183306,28651526.2,8193751.853591116,23588446.44462614,7880877.767872505,12705800.947562633,1026055.2319557441,486440.10985018755,290627.89213621017
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,"Marine, aviation and transport insurance",4433257.931107382,1704911.1869961235,6335337.76,1858294.7927495367,4732570.720189138,2410537.1487148753,2190580.223302619,175100.85395839007,161993.72297209388,95585.4888790874
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,Fire and other damage to property insurance,3472922.3518276066,1364201.260340678,5083615.79,1014947.1988443849,4101934.8186892956,1536431.97345229,1688125.5532636528,283557.04883578134,95506.75540603469,81169.92370137629
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,GB,General liability insurance,31505680.33019692,10896533.250054076,39656041.62,9611646.067849752,29751209.368766353,13309989.58107422,15572003.44630709,1487343.248024124,1414294.094375605,228122.67428716892
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Medical expense insurance,34575413.357883714,12266813.50930984,44452234.11,9936426.921980817,33529035.75099548,17729096.048772566,14324015.274085248,1938500.1153780657,1353590.4300646267,845257.0144688676
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Income protection insurance,29616387.53402503,8628996.927797664,39669564.35,8174311.521854656,28594863.16602755,14925377.909316007,17848298.23875066,1995437.4594537965,1172937.6006357358,500060.76500143606
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Workers' compensation insurance,7028563.6370655885,2216100.5800243993,10048639.79,2599954.626234001,7275560.041135657,3420785.1894706716,4405836.947547072,385588.20633268333,141252.31893556422,97693.00056123029
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Motor vehicle liability insurance,13624546.401244659,3916738.4996694704,18044376.13,4950660.392986956,14690848.558268001,4281233.647431546,8008687.359823438,843403.6543707327,585424.9545363429,141358.34939320706
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Other motor insurance,7133538.626678418,2652479.063291369,10406745.14,2799932.1486273776,8436629.550507154,4007536.8000499774,3244052.117841972,212945.43365123402,322340.2399452224,95630.83254278057
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,"Marine, aviation and transport insurance",13690030.039251074,4027636.6679953923,18701708.09,4608178.718903174,14003317.55684359,6106912.329761043,8729983.193668094,502037.13007869176,709284.5864756842,242380.16096461847
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Fire and other damage to property insurance,31590546.77759936,13481246.256887047,46377604.96,9766338.320350097,37850309.111904874,14895642.114015467,18500169.989885356,2621235.1597480946,988469.6363748747,384920.3504268158
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,General liability insurance,23483584.708119456,8396192.157225939,31580755.78,7042240.309477426,26652042.351230543,10943904.732700568,10172804.114482302,899584.2340703544,1240090.9809035119,502038.74745403946
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Medical expense insurance,32001597.2724544,14321097.937894486,46007120.93,11828449.482808309,34238660.32054539,14269718.845045768,19575248.858504374,1805561.9947603624,1601754.5329380855,804804.2055227999
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Income protection insurance,33115304.68174601,11742189.435637828,42978225.77,8905765.05977589,35444419.68219497,12809242.94572291,15011188.849700816,1731753.5104037402,612675.8678563845,660766.2547921791
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Workers' compensation insurance,12946995.520814262,6453336.073966653,18788300.24,5007686.045858587,15369964.887038706,6101395.173020271,8789816.215422418,946300.9098816379,525381.2062723794,364809.9086497071
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Motor vehicle liability insurance,9502011.458279854,3123880.0485599963,12004962.64,2752255.904212324,8624495.989838267,3697786.453168437,5068991.636274673,719194.0422112691,471264.080251756,234048.2639652199
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Other motor insurance,15474010.315142758,5198529.136944377,19374238.82,5381687.689918256,14190622.385196283,5834874.329149396,9555421.456677005,1121405.2745613079,591147.6725742753,328726.8723873924
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,"Marine, aviation and transport insurance",8562186.757654617,3305270.4819736406,11292054.74,1848879.292746763,8096107.972510196,2503321.201570177,5023512.053879423,289851.3303608835,271370.29967267363,116926.14509733541
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Fire and other damage to property insurance,21827689.45522751,8740309.33987405,28873694.62,6563798.8863959685,22222645.735306386,8072020.125726732,13639413.313456127,959590.4515347431,513402.4316576733,466302.4416517528
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,General liability insurance,15470193.120444756,4960961.245700032,19908882.7,5082572.981149133,14070928.377227247,5517001.770718105,7339330.668505891,1048544.1029531297,776678.6046182087,237178.8826445962
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Medical expense insurance,31532402.569914136,14414226.850274593,41767305.03,11346768.264148032,29722521.02313624,14311832.060212526,17003467.500504896,862805.6944060103,732573.0004523221,786325.0123806094
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Income protection insurance,35816138.74943751,16156554.30398998,46524884.52,12607396.193369787,32638631.459259976,11983268.792683646,14242422.66442627,1105632.185517069,770695.1573069196,584044.4708528101
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Workers' compensation insurance,33380325.846852288,12525959.777926443,42834004.16,12388724.42927625,33196753.678613637,16182995.5545583,16740087.863727374,1331666.3680465973,1605949.0839857436,463422.21048157907
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Motor vehicle liability insurance,18644108.858106006,7982685.503514225,26659993.12,7978127.809926911,18764023.83958023,10129986.95383901,8018931.666464509,921612.3746188066,401451.62006990873,436160.86553328147
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Other motor insurance,3942716.4063531174,1313690.2045715866,5378709.52,914652.4440164013,4387804.558771878,1309626.3032434022,1854229.6544935836,166756.51531809362,148468.53455864207,80115.81900207045
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,"Marine, aviation and transport insurance",2626613.9204238355,1012883.1308831772,3827318.61,764685.026564665,3186723.4493602,1368426.1789962146,1627291.836949733,128298.21338859327,118724.07524826136,67569.66505002193
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Fire and other damage to property insurance,23764757.339736916,9669915.008533543,30957027.74,7298447.331237465,23119559.09346589,10808845.338648485,10567468.491972724,1584366.2493890398,1056761.505403449,536552.5663473849
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,General liability insurance,17125941.227365576,5422769.974330474,25227050.64,6596979.382480888,21012599.572171517,8329156.575366628,8295461.820736572,1447928.2147963597,1000834.304667283,290128.21528681624
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Medical expense insurance,23730987.438137334,9610797.178666642,30956788.6,9137455.816570712,22203213.75463609,9786833.103189228,13571031.516903559,1721319.3220308332,1121356.6947548648,608919.9359018074
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Income protection insurance,20967013.08058117,7148366.620253746,27067687.34,5774812.101772504,19976014.285647757,9843095.67899327,13457053.213841852,818896.8570039516,316257.4416335622,466461.15232838807
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Workers' compensation insurance,25526292.53012989,7646616.868518351,32150812.47,5165161.407387372,24880431.546213254,6979722.909381834,11328595.987394847,805027.8725427536,537689.0750023061,211943.61476330736
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Motor vehicle liability insurance,33090526.13863753,12751698.128879076,47833581.97,13622610.529452216,38343315.033670865,15479305.691396784,21099997.53122796,2542493.134352428,1737797.7656901127,700264.2703089402
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Other motor insurance,32740030.37333791,10830724.966254514,44830341.91,12642672.25144354,35022401.13518546,17090559.955628335,13809249.939636363,1609437.5204481676,1723016.1102160984,392030.19479326886
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,"Marine, aviation and transport insurance",37475031.30444965,15702915.942103479,47252203.56,11083014.115052372,37661939.67284288,17668704.597997885,21508230.44373277,2135976.984654844,1864939.6802829453,722256.9977456371
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Fire and other damage to property insurance,32171468.722166352,10787713.93916368,48847653.65,10635053.849499097,37013426.34534136,17416482.81607916,16223419.76225992,2884151.442546908,950183.399050377,558517.019019477
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,General liability insurance,11726374.160040645,3322547.2257556063,15913016.52,2744225.5708222413,12919295.240262033,3776160.6769420565,5523454.027663983,823009.907086235,203671.26097603329,183988.00513229915
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Medical expense insurance,2867039.603762851,1244989.6633688998,4083979.19,667793.8663973864,3402976.452428131,1559670.8709389602,1310949.458432269,243524.80992066683,77292.9270343151,25571.93807118554
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Income protection insurance,2303229.377637205,953544.1705673003,3238154.38,647070.3109529292,2673121.0662750565,1111727.2259912908,1198221.733689959,159875.4101281997,123744.87834409793,20712.660131638164
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Workers' compensation insurance,12509845.28617459,4776151.872770447,17386886.13,4022097.010172412,12954865.159740245,5797690.722767843,7459268.000420146,749598.3919203852,233207.7243401928,211329.22680227138
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Motor vehicle liability insurance,14286892.518303055,6678547.5952864345,19742663.71,4384444.86301366,13861267.307753049,5681293.97071767,9163155.321587697,1010872.4934163371,501497.26431157155,172679.90294090193
